NRO_REGISTRO,RUC,RAZON,DEPARTAMENTO,PROVINCIA,DISTRITO,DIRECCION,FCHA_REGISTRO,COD_PRODUCTO,PRODUCTO,PRECIO_VENTA,UNIDAD,CODIGO_OSINERG,ACTIVIDAD,COD_ACTIVIDAD,MARCA
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:02:28,124,GASOLINA REGULAR,17.05,Galones,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:02:28,125,GASOLINA PREMIUM,17.48,Galones,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:02:28,126,GASOHOL REGULAR,16.62,Galones,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:02:28,127,GASOHOL PREMIUM,17.07,Galones,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:02:28,40,Diesel B5 S-50 UV,22.21,Galones,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33791-048-290925,20100128218,PETROLEOS DEL PERU - PETROPERU SA,PIURA,TALARA,PARIÑAS,ZONA INDUSTRIAL S/N TABLAZO  PLANTA DE ABASTECIMIENTO TALARA,2026-07-24 15:02:28,45,Diesel B5 S-50,23.78,Galones,33791,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33792-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,PIURA,PIURA,VEINTISEIS DE OCTUBRE,CARRETERA PIURA  SULLANA KM.  4.38  ZONA INDUSTRIAL PIURA,2026-08-04 07:27:31,124,GASOLINA REGULAR,17.41,Galones,33792,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33792-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,PIURA,PIURA,VEINTISEIS DE OCTUBRE,CARRETERA PIURA  SULLANA KM.  4.38  ZONA INDUSTRIAL PIURA,2026-08-04 07:27:31,125,GASOLINA PREMIUM,18.11,Galones,33792,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33792-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,PIURA,PIURA,VEINTISEIS DE OCTUBRE,CARRETERA PIURA  SULLANA KM.  4.38  ZONA INDUSTRIAL PIURA,2026-08-04 07:27:31,126,GASOHOL REGULAR,16.89,Galones,33792,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33792-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,PIURA,PIURA,VEINTISEIS DE OCTUBRE,CARRETERA PIURA  SULLANA KM.  4.38  ZONA INDUSTRIAL PIURA,2026-08-04 07:27:31,127,GASOHOL PREMIUM,17.59,Galones,33792,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33792-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,PIURA,PIURA,VEINTISEIS DE OCTUBRE,CARRETERA PIURA  SULLANA KM.  4.38  ZONA INDUSTRIAL PIURA,2026-08-04 07:27:31,40,Diesel B5 S-50 UV,22.1,Galones,33792,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33792-048-070722,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,PIURA,PIURA,VEINTISEIS DE OCTUBRE,CARRETERA PIURA  SULLANA KM.  4.38  ZONA INDUSTRIAL PIURA,2026-08-04 07:27:31,45,Diesel B5 S-50,23.67,Galones,33792,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33793-048-110725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,LIMA,LURIN,CARRETERA PANAMERICANA SUR KM. 26.5,2026-08-04 09:00:08,124,GASOLINA REGULAR,18.75,Galones,33793,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33793-048-110725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,LIMA,LURIN,CARRETERA PANAMERICANA SUR KM. 26.5,2026-08-04 09:00:08,125,GASOLINA PREMIUM,19.41,Galones,33793,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33793-048-110725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,LIMA,LURIN,CARRETERA PANAMERICANA SUR KM. 26.5,2026-08-04 09:00:08,126,GASOHOL REGULAR,18.52,Galones,33793,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33793-048-110725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,LIMA,LURIN,CARRETERA PANAMERICANA SUR KM. 26.5,2026-08-04 09:00:08,127,GASOHOL PREMIUM,18.93,Galones,33793,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33793-048-110725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,LIMA,LURIN,CARRETERA PANAMERICANA SUR KM. 26.5,2026-08-04 09:00:08,40,Diesel B5 S-50 UV,25.2,Galones,33793,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33793-048-110725,20100128218,PETROLEOS DEL PERU - PETROPERU S.A.,LIMA,LIMA,LURIN,CARRETERA PANAMERICANA SUR KM. 26.5,2026-08-04 09:00:08,45,Diesel B5 S-50,24.63,Galones,33793,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33794-048-120722,20100128218,PETROPERU S.A.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA N° 1265,2026-08-04 11:07:29,126,GASOHOL REGULAR,18.6,Galones,33794,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33794-048-120722,20100128218,PETROPERU S.A.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA N° 1265,2026-08-04 11:07:29,127,GASOHOL PREMIUM,19.01,Galones,33794,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33794-048-120722,20100128218,PETROPERU S.A.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA N° 1265,2026-08-04 11:07:29,40,Diesel B5 S-50 UV,23.72,Galones,33794,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33794-048-120722,20100128218,PETROPERU S.A.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,AV. NESTOR GAMBETTA N° 1265,2026-08-04 11:07:29,45,Diesel B5 S-50,25.29,Galones,33794,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:28,125,GASOLINA PREMIUM,19.39,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:29,124,GASOLINA REGULAR,18.74,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:30,127,GASOHOL PREMIUM,18.93,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:31,126,GASOHOL REGULAR,18.52,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:33,45,Diesel B5 S-50,25.2,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:34,40,Diesel B5 S-50 UV,25.2,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:35,12,PETRÓLEO INDUSTRIAL Nº 6,17.11,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:20:36,13,PETRÓLEO INDUSTRIAL Nº 500,16.77,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33797-048-190226,20259829594,REFINERIA LA PAMPILLA S.A.A,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-05 08:22:11,10,TURBO A-1,28.35,Galones,33797,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33798-048-030524,20259829594,REFINERIA LA PAMPILLA S.A.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445- 460  NUEVA VICTORIA,2026-08-05 08:20:55,126,GASOHOL REGULAR,18.92,Galones,33798,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33798-048-030524,20259829594,REFINERIA LA PAMPILLA S.A.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445- 460  NUEVA VICTORIA,2026-08-05 08:22:18,124,GASOLINA REGULAR,19.08,Galones,33798,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33798-048-030524,20259829594,REFINERIA LA PAMPILLA S.A.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445- 460  NUEVA VICTORIA,2026-08-05 08:22:19,45,Diesel B5 S-50,25.43,Galones,33798,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33798-048-030524,20259829594,REFINERIA LA PAMPILLA S.A.A.,LIMA,BARRANCA,SUPE PUERTO,CALLE CALLAO N° 445- 460  NUEVA VICTORIA,2026-08-05 08:22:20,40,Diesel B5 S-50 UV,25.43,Galones,33798,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33799-048-270622,20259829594,REFINERIA LA PAMPILLA S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,JR. PACASMAYO N° 16,2026-08-05 08:20:48,125,GASOLINA PREMIUM,20.79,Galones,33799,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33799-048-270622,20259829594,REFINERIA LA PAMPILLA S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,JR. PACASMAYO N° 16,2026-08-05 08:20:49,124,GASOLINA REGULAR,19.47,Galones,33799,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33799-048-270622,20259829594,REFINERIA LA PAMPILLA S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,JR. PACASMAYO N° 16,2026-08-05 08:20:50,127,GASOHOL PREMIUM,20.22,Galones,33799,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33799-048-270622,20259829594,REFINERIA LA PAMPILLA S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,JR. PACASMAYO N° 16,2026-08-05 08:20:51,126,GASOHOL REGULAR,19.45,Galones,33799,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33799-048-270622,20259829594,REFINERIA LA PAMPILLA S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,JR. PACASMAYO N° 16,2026-08-05 08:22:12,45,Diesel B5 S-50,26.09,Galones,33799,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33799-048-270622,20259829594,REFINERIA LA PAMPILLA S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,JR. PACASMAYO N° 16,2026-08-05 08:22:14,40,Diesel B5 S-50 UV,26.09,Galones,33799,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33800-048-060722,20259829594,REFINERIA LA PAMPILLA S.A.A.,AREQUIPA,ISLAY,MOLLENDO,CALLE APURÍMAC N° 401  TERMINAL MOLLENDO,2026-08-05 08:22:03,124,GASOLINA REGULAR,20.15,Galones,33800,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33800-048-060722,20259829594,REFINERIA LA PAMPILLA S.A.A.,AREQUIPA,ISLAY,MOLLENDO,CALLE APURÍMAC N° 401  TERMINAL MOLLENDO,2026-08-05 08:22:04,45,Diesel B5 S-50,25.87,Galones,33800,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33800-048-060722,20259829594,REFINERIA LA PAMPILLA S.A.A.,AREQUIPA,ISLAY,MOLLENDO,CALLE APURÍMAC N° 401  TERMINAL MOLLENDO,2026-08-05 08:22:25,125,GASOLINA PREMIUM,20.33,Galones,33800,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33800-048-060722,20259829594,REFINERIA LA PAMPILLA S.A.A.,AREQUIPA,ISLAY,MOLLENDO,CALLE APURÍMAC N° 401  TERMINAL MOLLENDO,2026-08-05 08:22:26,127,GASOHOL PREMIUM,19.85,Galones,33800,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33800-048-060722,20259829594,REFINERIA LA PAMPILLA S.A.A.,AREQUIPA,ISLAY,MOLLENDO,CALLE APURÍMAC N° 401  TERMINAL MOLLENDO,2026-08-05 08:22:27,126,GASOHOL REGULAR,19.31,Galones,33800,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33800-048-060722,20259829594,REFINERIA LA PAMPILLA S.A.A.,AREQUIPA,ISLAY,MOLLENDO,CALLE APURÍMAC N° 401  TERMINAL MOLLENDO,2026-08-05 08:22:28,40,Diesel B5 S-50 UV,25.87,Galones,33800,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33801-048-040722,20259829594,REFINERIA LA PAMPILLA S.A.A,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-06-23 10:30:46,13,PETRÓLEO INDUSTRIAL Nº 500,16.34,Galones,33801,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33801-048-040722,20259829594,REFINERIA LA PAMPILLA S.A.A,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-05 08:20:52,124,GASOLINA REGULAR,19.33,Galones,33801,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33801-048-040722,20259829594,REFINERIA LA PAMPILLA S.A.A,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-05 08:20:53,40,Diesel B5 S-50 UV,25.69,Galones,33801,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33801-048-040722,20259829594,REFINERIA LA PAMPILLA S.A.A,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-05 08:22:15,126,GASOHOL REGULAR,19.34,Galones,33801,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33801-048-040722,20259829594,REFINERIA LA PAMPILLA S.A.A,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-05 08:22:16,45,Diesel B5 S-50,25.69,Galones,33801,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33801-048-040722,20259829594,REFINERIA LA PAMPILLA S.A.A,ANCASH,SANTA,CHIMBOTE,AV. BREA Y PARIÑAS KM. 421,2026-08-05 08:22:17,12,PETRÓLEO INDUSTRIAL Nº 6,17.43,Galones,33801,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33802-048-141122,20259829594,REFINERIA LA PAMPILLA S.A.A. ,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,CARRETERA PLAYA LOBOS  KM 5,2026-08-05 08:20:44,124,GASOLINA REGULAR,19.93,Galones,33802,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33802-048-141122,20259829594,REFINERIA LA PAMPILLA S.A.A. ,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,CARRETERA PLAYA LOBOS  KM 5,2026-08-05 08:20:45,126,GASOHOL REGULAR,19.52,Galones,33802,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33802-048-141122,20259829594,REFINERIA LA PAMPILLA S.A.A. ,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,CARRETERA PLAYA LOBOS  KM 5,2026-08-05 08:20:46,45,Diesel B5 S-50,26.11,Galones,33802,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33802-048-141122,20259829594,REFINERIA LA PAMPILLA S.A.A. ,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,CARRETERA PLAYA LOBOS  KM 5,2026-08-05 08:20:47,40,Diesel B5 S-50 UV,26.11,Galones,33802,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33803-048-140622,20259829594,REFINERIA LA PAMPILLA S.A.A.-RELAPASA,ICA,PISCO,SAN ANDRES,CARRETERA PARACAS N° 11.5,2026-08-05 08:20:57,124,GASOLINA REGULAR,19,Galones,33803,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33803-048-140622,20259829594,REFINERIA LA PAMPILLA S.A.A.-RELAPASA,ICA,PISCO,SAN ANDRES,CARRETERA PARACAS N° 11.5,2026-08-05 08:20:58,45,Diesel B5 S-50,25.08,Galones,33803,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33803-048-140622,20259829594,REFINERIA LA PAMPILLA S.A.A.-RELAPASA,ICA,PISCO,SAN ANDRES,CARRETERA PARACAS N° 11.5,2026-08-05 08:22:21,125,GASOLINA PREMIUM,19.44,Galones,33803,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33803-048-140622,20259829594,REFINERIA LA PAMPILLA S.A.A.-RELAPASA,ICA,PISCO,SAN ANDRES,CARRETERA PARACAS N° 11.5,2026-08-05 08:22:22,127,GASOHOL PREMIUM,19.15,Galones,33803,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33803-048-140622,20259829594,REFINERIA LA PAMPILLA S.A.A.-RELAPASA,ICA,PISCO,SAN ANDRES,CARRETERA PARACAS N° 11.5,2026-08-05 08:22:23,126,GASOHOL REGULAR,18.71,Galones,33803,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33803-048-140622,20259829594,REFINERIA LA PAMPILLA S.A.A.-RELAPASA,ICA,PISCO,SAN ANDRES,CARRETERA PARACAS N° 11.5,2026-08-05 08:22:24,40,Diesel B5 S-50 UV,25.08,Galones,33803,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33805-048-160622,20259829594,REFINERIA LA PAMPILLA S.A.A,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N ,2026-08-05 08:22:08,45,Diesel B5 S-50,26.43,Galones,33805,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33805-048-160622,20259829594,REFINERIA LA PAMPILLA S.A.A,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N ,2026-08-05 08:22:09,40,Diesel B5 S-50 UV,26.43,Galones,33805,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33805-048-160622,20259829594,REFINERIA LA PAMPILLA S.A.A,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N ,2026-08-05 08:22:35,124,GASOLINA REGULAR,21.14,Galones,33805,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33805-048-160622,20259829594,REFINERIA LA PAMPILLA S.A.A,CUSCO,CUSCO,SAN JERONIMO,OSCOLLOPAMPA S/N ,2026-08-05 08:22:36,126,GASOHOL REGULAR,20.33,Galones,33805,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33806-048-240622,20259829594,REFINERIA LA PAMPILLA S.A.A,PUNO,SAN ROMAN,JULIACA,CARRETERA TAPARACHI S/N,2026-08-05 08:22:06,124,GASOLINA REGULAR,20.93,Galones,33806,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33806-048-240622,20259829594,REFINERIA LA PAMPILLA S.A.A,PUNO,SAN ROMAN,JULIACA,CARRETERA TAPARACHI S/N,2026-08-05 08:22:07,40,Diesel B5 S-50 UV,26.49,Galones,33806,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33806-048-240622,20259829594,REFINERIA LA PAMPILLA S.A.A,PUNO,SAN ROMAN,JULIACA,CARRETERA TAPARACHI S/N,2026-08-05 08:22:33,126,GASOHOL REGULAR,20.12,Galones,33806,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33806-048-240622,20259829594,REFINERIA LA PAMPILLA S.A.A,PUNO,SAN ROMAN,JULIACA,CARRETERA TAPARACHI S/N,2026-08-05 08:22:34,45,Diesel B5 S-50,26.49,Galones,33806,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,12,PETRÓLEO INDUSTRIAL Nº 6,14.88,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,124,GASOLINA REGULAR,27.8,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,125,GASOLINA PREMIUM,29.21,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,126,GASOHOL REGULAR,26.1,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,127,GASOHOL PREMIUM,26.59,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,13,PETRÓLEO INDUSTRIAL Nº 500,14.67,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,40,Diesel B5 S-50 UV,28.86,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33807-048-080726,20503840121,REPSOL COMERCIAL S.A.C.,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,CARRETERA VENTANILLA KM. 25,2026-08-09 00:05:05,45,Diesel B5 S-50,28.12,Galones,33807,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33808-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,MOQUEGUA,ILO,ILO,"AV. MARIANO LINO URQUIETA 1003, URB. SECTOR 2",2026-07-01 16:21:26,125,GASOLINA PREMIUM,25.33,Galones,33808,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33808-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,MOQUEGUA,ILO,ILO,"AV. MARIANO LINO URQUIETA 1003, URB. SECTOR 2",2026-08-09 00:05:07,127,GASOHOL PREMIUM,26.08,Galones,33808,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
33808-048-230625,20503840121,REPSOL COMERCIAL S.A.C.,MOQUEGUA,ILO,ILO,"AV. MARIANO LINO URQUIETA 1003, URB. SECTOR 2",2026-08-09 00:05:07,40,Diesel B5 S-50 UV,28.84,Galones,33808,DISTRIBUIDOR MAYORISTA DE COMBUSTIBLES LIQUIDOS,048,
