codigo_siniestro,fecha,anio,dia_semana,hora,hora_num,provincia,distrito,zona,tipo_via,clase_siniestro,causa_principal,cantidad_fallecidos,cantidad_lesionados,latitud,longitud
A-2023-06-195,2023-06-23,2023,VIERNES,23:30,23,LIMA,LURIN,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.256869,-76.888208
A-2023-06-189,2023-06-25,2023,DOMINGO,18:40,18,CALLAO,CALLAO,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.019394,-77.101179
A-2023-06-148,2023-06-26,2023,LUNES,05:50,5,LIMA,INDEPENDENCIA,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.979265,-77.065758
A-2023-06-149,2023-06-27,2023,MARTES,05:50,5,LIMA,PUNTA HERMOSA,RURAL,CARRETERA,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,1,0,-12.32425,-76.826043
A-2023-06-150,2023-06-28,2023,MIERCOLES,07:00,7,LIMA,CARABAYLLO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.847752,-77.001702
A-2023-06-151,2023-06-29,2023,JUEVES,05:30,5,LIMA,SANTA ANITA,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-12.053487,-76.975512
A-2023-06-152,2023-06-30,2023,VIERNES,19:30,19,LIMA,CHORRILLOS,URBANA,AVENIDA,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.186744,-76.996391
A-2023-07-123,2023-07-01,2023,SABADO,05:30,5,LIMA,VILLA MARIA DEL TRIUNFO,RURAL,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.174064,-76.915775
A-2023-07-124,2023-07-01,2023,SABADO,10:40,10,LIMA,SAN MIGUEL,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.089212,-77.085388
A-2023-07-136,2023-07-01,2023,SABADO,22:30,22,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.111455,-76.978276
A-2023-07-125,2023-07-02,2023,DOMINGO,02:30,2,LIMA,LOS OLIVOS,URBANA,CALLE,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.005211,-77.080525
A-2023-07-127,2023-07-02,2023,DOMINGO,23:00,23,LIMA,ATE,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.017291,-76.897926
A-2023-07-126,2023-07-02,2023,DOMINGO,23:30,23,LIMA,LURIN,RURAL,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.257933,-76.918722
A-2023-07-128,2023-07-04,2023,MARTES,18:30,18,LIMA,CHORRILLOS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.199046,-76.997328
A-2023-07-129,2023-07-05,2023,MIERCOLES,10:40,10,LIMA,LA VICTORIA,URBANA,JIRÓN,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.057923,-77.017266
A-2023-07-131,2023-07-06,2023,JUEVES,17:00,17,LIMA,RIMAC,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,1,-12.015058,-77.051829
A-2023-07-130,2023-07-06,2023,JUEVES,05:50,5,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.871983,-77.014637
A-2023-07-132,2023-07-08,2023,SABADO,21:30,21,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.017513,-77.002146
A-2023-07-133,2023-07-09,2023,DOMINGO,01:30,1,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.008243,-77.010526
A-2023-07-134,2023-07-09,2023,DOMINGO,07:45,7,LIMA,COMAS,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,5,28,-11.912797,-77.003386
A-2023-07-135,2023-07-12,2023,MIERCOLES,02:45,2,LIMA,INDEPENDENCIA,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.981025,-77.0655
A-2023-07-137,2023-07-12,2023,MIERCOLES,20:30,20,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.239763,-76.912121
A-2023-07-138,2023-07-13,2023,JUEVES,00:40,0,LIMA,CARABAYLLO,URBANA,AVENIDA,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.862191,-77.055853
A-2023-07-139,2023-07-13,2023,JUEVES,22:10,22,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.221187,-76.920329
A-2023-07-140,2023-07-14,2023,VIERNES,09:20,9,LIMA,LIMA,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.067462,-77.077704
A-2023-07-141,2023-07-16,2023,DOMINGO,03:50,3,LIMA,LIMA,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.054118,-77.061616
A-2023-07-142,2023-07-18,2023,MARTES,14:30,14,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.030474,-77.089722
A-2023-07-143,2023-07-21,2023,VIERNES,05:50,5,LIMA,PACHACAMAC,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.115918,-76.87326
A-2023-07-144,2023-07-22,2023,SABADO,19:30,19,LIMA,PUNTA NEGRA,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.368523,-76.787539
A-2023-07-145,2023-07-22,2023,SABADO,20:30,20,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.879289,-77.019163
A-2023-07-146,2023-07-22,2023,SABADO,21:10,21,LIMA,LA MOLINA,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.076043,-76.961934
A-2023-07-147,2023-07-23,2023,DOMINGO,04:40,4,LIMA,INDEPENDENCIA,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.00245,-77.062072
A-2023-07-148,2023-07-25,2023,MARTES,14:00,14,LIMA,EL AGUSTINO,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.030258,-76.993936
A-2023-07-149,2023-07-25,2023,MARTES,14:30,14,LIMA,CHORRILLOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.192791,-77.01958
A-2023-07-90,2023-07-26,2023,MIERCOLES,22:00,22,CALLAO,CALLAO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.048719,-77.103841
A-2023-07-150,2023-07-26,2023,MIERCOLES,07:40,7,LIMA,CARABAYLLO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.885952,-77.035176
A-2023-07-152,2023-07-27,2023,JUEVES,11:10,11,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.192105,-76.97263
A-2023-07-151,2023-07-27,2023,JUEVES,11:30,11,LIMA,CARABAYLLO,URBANA,CALLE,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.881944,-77.051944
A-2023-07-153,2023-07-29,2023,SABADO,06:00,6,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.1963,-76.953513
A-2023-07-154,2023-07-29,2023,SABADO,22:30,22,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,2,0,-12.091023,-76.980921
A-2023-08-85,2023-08-01,2023,MARTES,11:10,11,LIMA,COMAS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.911112,-77.045611
A-2023-08-86,2023-08-04,2023,VIERNES,06:40,6,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.195136,-76.934833
A-2023-08-151,2023-08-05,2023,SABADO,10:00,10,CALLAO,CALLAO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.055657,-77.12197
A-2023-08-89,2023-08-06,2023,DOMINGO,20:20,20,LIMA,ATE,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.05378,-76.962278
A-2023-08-87,2023-08-07,2023,LUNES,00:45,0,LIMA,LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.938314,-77.071641
A-2023-08-88,2023-08-07,2023,LUNES,06:50,6,LIMA,LURIN,RURAL,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.254212,-76.924951
A-2023-08-90,2023-08-07,2023,LUNES,22:20,22,LIMA,LIMA,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,1,-12.064086,-77.035995
A-2023-08-91,2023-08-09,2023,MIERCOLES,16:15,16,LIMA,LA VICTORIA,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.065918,-77.028947
A-2023-08-92,2023-08-09,2023,MIERCOLES,19:10,19,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.880959,-77.023938
A-2023-08-93,2023-08-11,2023,VIERNES,09:25,9,LIMA,BREÑA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.06113,-77.058926
A-2023-08-94,2023-08-13,2023,DOMINGO,05:00,5,LIMA,ATE,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.011613,-76.876304
A-2023-08-95,2023-08-14,2023,LUNES,06:00,6,LIMA,LA VICTORIA,URBANA,JIRÓN,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.060712,-77.026471
A-2023-08-96,2023-08-14,2023,LUNES,23:30,23,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.196764,-76.931028
A-2023-08-97,2023-08-16,2023,MIERCOLES,15:40,15,LIMA,EL AGUSTINO,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.032796,-77.006868
A-2023-08-98,2023-08-17,2023,JUEVES,11:45,11,LIMA,CHORRILLOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.169081,-77.024167
A-2023-08-118,2023-08-18,2023,VIERNES,06:45,6,CALLAO,CALLAO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.064152,-77.138998
A-2023-08-99,2023-08-18,2023,VIERNES,21:30,21,LIMA,LURIN,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.30409,-76.843166
A-2023-08-166,2023-08-19,2023,SABADO,07:00,7,LIMA,LOS OLIVOS,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.983155,-77.07966
A-2023-08-100,2023-08-20,2023,DOMINGO,15:30,15,LIMA,ATE,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.025649,-76.909206
A-2023-08-167,2023-08-20,2023,DOMINGO,17:40,17,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.001227,-77.008447
A-2023-08-101,2023-08-22,2023,MARTES,15:40,15,LIMA,CHORRILLOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.188185,-76.982713
A-2023-08-102,2023-08-23,2023,MIERCOLES,06:30,6,LIMA,CHORRILLOS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.189115,-77.007243
A-2023-08-103,2023-08-24,2023,JUEVES,07:50,7,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,1,-11.939304,-77.058972
A-2023-08-105,2023-08-24,2023,JUEVES,15:00,15,LIMA,RIMAC,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.027004,-77.033364
A-2023-08-104,2023-08-24,2023,JUEVES,23:00,23,LIMA,PUNTA HERMOSA,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.309412,-76.837385
A-2023-08-152,2023-08-26,2023,SABADO,19:30,19,CALLAO,LA PERLA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.064181,-77.112175
A-2023-08-106,2023-08-27,2023,DOMINGO,02:30,2,LIMA,PUENTE PIEDRA,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,3,-11.857518,-77.068218
A-2023-08-107,2023-08-27,2023,DOMINGO,07:46,7,LIMA,ATE,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,4,-12.010752,-76.873678
A-2023-08-108,2023-08-27,2023,DOMINGO,17:45,17,LIMA,ATE,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,3,-12.014827,-76.839189
A-2023-08-109,2023-08-28,2023,LUNES,08:40,8,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.031866,-77.075928
A-2023-08-111,2023-08-28,2023,LUNES,20:50,20,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.986178,-77.083027
A-2023-08-110,2023-08-28,2023,LUNES,08:30,8,LIMA,ATE,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.063144,-76.982736
A-2023-08-112,2023-08-28,2023,LUNES,22:30,22,LIMA,PACHACAMAC,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-12.123208,-76.872355
A-2023-08-113,2023-08-29,2023,MARTES,19:30,19,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.192909,-76.972506
A-2023-08-114,2023-08-30,2023,MIERCOLES,20:07,20,LIMA,SAN BORJA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.087517,-76.996552
A-2023-08-115,2023-08-31,2023,JUEVES,02:30,2,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,2,1,-11.866991,-77.072848
A-2023-08-116,2023-08-31,2023,JUEVES,18:30,18,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.941286,-77.050191
A-2023-08-117,2023-08-31,2023,JUEVES,23:20,23,LIMA,CHACLACAYO,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.981428,-76.794622
A-2023-09-84,2023-09-02,2023,SABADO,01:45,1,LIMA,SAN BORJA,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.088408,-77.005192
A-2023-09-85,2023-09-02,2023,SABADO,20:56,20,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.864544,-77.015862
A-2023-09-121,2023-09-08,2023,VIERNES,18:00,18,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.215459,-76.928899
A-2023-09-122,2023-09-08,2023,VIERNES,23:50,23,LIMA,MIRAFLORES,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.126279,-77.0181
A-2023-09-120,2023-09-08,2023,VIERNES,11:00,11,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.031116,-77.084069
A-2023-09-124,2023-09-09,2023,SABADO,06:30,6,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.188189,-76.973693
A-2023-09-125,2023-09-10,2023,DOMINGO,18:20,18,LIMA,BREÑA,URBANA,JIRÓN,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.059287,-77.046118
A-2023-09-123,2023-09-11,2023,LUNES,03:40,3,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,2,0,-11.85077,-77.091966
A-2023-09-126,2023-09-13,2023,MIERCOLES,00:30,0,LIMA,RIMAC,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.043066,-77.022819
A-2023-09-127,2023-09-14,2023,JUEVES,09:00,9,LIMA,PUNTA NEGRA,RURAL,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,23,-12.355944,-76.800663
A-2023-09-128,2023-09-14,2023,JUEVES,18:00,18,LIMA,LURIGANCHO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,2,-11.949391,-76.721626
A-2023-09-129,2023-09-15,2023,VIERNES,19:40,19,LIMA,SAN LUIS,URBANA,AVENIDA,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,3,0,-12.06851,-76.991952
A-2023-09-131,2023-09-16,2023,SABADO,17:30,17,LIMA,ATE,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.017053,-76.892538
A-2023-09-132,2023-09-16,2023,SABADO,19:50,19,LIMA,SAN BORJA,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.10124,-76.979505
A-2023-09-130,2023-09-16,2023,SABADO,01:40,1,LIMA,SAN BORJA,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.102801,-76.979275
A-2023-09-133,2023-09-19,2023,MARTES,06:00,6,LIMA,LIMA,URBANA,JIRÓN,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.051125,-77.032111
A-2023-09-134,2023-09-19,2023,MARTES,08:00,8,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,CAÍDA DE PASAJERO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.144557,-76.981742
A-2023-09-135,2023-09-21,2023,JUEVES,11:20,11,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.023776,-76.961846
A-2023-09-137,2023-09-22,2023,VIERNES,09:45,9,LIMA,LIMA,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,1,-12.03497,-77.01011
A-2023-09-136,2023-09-24,2023,DOMINGO,02:00,2,LIMA,SANTA ANITA,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.040663,-76.981613
A-2023-09-138,2023-09-26,2023,MARTES,01:30,1,LIMA,RIMAC,URBANA,CARRETERA,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.042437,-77.030604
A-2023-09-139,2023-09-26,2023,MARTES,19:25,19,LIMA,ANCON,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,1,-11.769943,-77.158992
A-2023-09-140,2023-09-27,2023,MIERCOLES,18:30,18,LIMA,SANTA ANITA,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.036634,-76.951394
A-2023-09-141,2023-09-27,2023,MIERCOLES,06:30,6,LIMA,COMAS,URBANA,CALLE,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.95252,-77.053178
A-2023-09-184,2023-09-28,2023,JUEVES,12:00,12,LIMA,CIENEGUILLA,URBANA,AVENIDA,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.081339,-76.745271
A-2023-09-142,2023-09-28,2023,JUEVES,19:30,19,LIMA,CHACLACAYO,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.992203,-76.825113
A-2023-09-145,2023-09-28,2023,JUEVES,21:00,21,LIMA,CIENEGUILLA,RURAL,AVENIDA,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.090602,-76.774986
A-2023-09-144,2023-09-29,2023,VIERNES,05:30,5,LIMA,ANCON,RURAL,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.792218,-77.147074
A-2023-09-183,2023-09-29,2023,VIERNES,05:30,5,LIMA,ANCON,RURAL,CARRETERA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.793869,-77.145334
A-2023-09-146,2023-09-29,2023,VIERNES,22:40,22,LIMA,LURIGANCHO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.998501,-76.926843
A-2023-09-147,2023-09-30,2023,SABADO,19:45,19,LIMA,SAN MIGUEL,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-12.075371,-77.097669
A-2023-10-95,2023-10-02,2023,LUNES,12:35,12,LIMA,LURIGANCHO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.002625,-76.867139
A-2023-10-96,2023-10-02,2023,LUNES,19:00,19,LIMA,INDEPENDENCIA,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.993224,-77.056841
A-2023-10-97,2023-10-04,2023,MIERCOLES,10:48,10,LIMA,ATE,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.026819,-76.949776
A-2023-10-180,2023-10-04,2023,MIERCOLES,10:48,10,LIMA,ATE,URBANA,AVENIDA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.026901,-76.950119
A-2023-10-179,2023-10-05,2023,JUEVES,07:30,7,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.831418,-77.068651
A-2023-10-98,2023-10-06,2023,VIERNES,04:20,4,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.922112,-77.042188
A-2023-10-140,2023-10-07,2023,SABADO,18:00,18,CALLAO,BELLAVISTA,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.065724,-77.121431
A-2023-10-9,2023-10-07,2023,SABADO,19:00,19,CALLAO,VENTANILLA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.877218,-77.1166
A-2023-10-100,2023-10-09,2023,LUNES,14:10,14,LIMA,LA VICTORIA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.062443,-77.012803
A-2023-10-99,2023-10-09,2023,LUNES,18:35,18,LIMA,SANTA ROSA,RURAL,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.796321,-77.164889
A-2023-10-101,2023-10-09,2023,LUNES,19:30,19,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.020497,-76.952664
A-2023-10-102,2023-10-10,2023,MARTES,15:45,15,LIMA,MAGDALENA DEL MAR,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.091434,-77.067241
A-2023-10-103,2023-10-11,2023,MIERCOLES,23:00,23,LIMA,SANTA ANITA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.035806,-76.949062
A-2023-10-104,2023-10-12,2023,JUEVES,06:45,6,LIMA,LURIGANCHO,RURAL,AUTOPISTA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.011469,-76.891962
A-2023-10-105,2023-10-12,2023,JUEVES,14:00,14,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.991134,-77.107395
A-2023-10-106,2023-10-12,2023,JUEVES,20:15,20,LIMA,LURIN,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.264034,-76.881188
A-2023-10-107,2023-10-13,2023,VIERNES,03:55,3,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,1,-12.16713,-76.951653
A-2023-10-11,2023-10-14,2023,SABADO,04:20,4,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.950778,-77.131543
A-2023-10-108,2023-10-15,2023,DOMINGO,07:50,7,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,1,-12.227607,-76.909093
A-2023-10-109,2023-10-15,2023,DOMINGO,11:00,11,LIMA,LINCE,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.087763,-77.031986
A-2023-10-111,2023-10-15,2023,DOMINGO,21:45,21,LIMA,CHACLACAYO,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.979874,-76.774688
A-2023-10-112,2023-10-15,2023,DOMINGO,20:05,20,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.098597,-76.977765
A-2023-10-114,2023-10-16,2023,LUNES,12:00,12,LIMA,VILLA EL SALVADOR,URBANA,CALLE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.194571,-76.961047
A-2023-10-113,2023-10-16,2023,LUNES,10:20,10,LIMA,ANCON,RURAL,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.771752,-77.159192
A-2023-10-115,2023-10-18,2023,MIERCOLES,07:40,7,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,8,-11.972142,-76.996599
