codigo_siniestro,fecha,anio,dia_semana,hora,hora_num,provincia,distrito,zona,tipo_via,clase_siniestro,causa_principal,cantidad_fallecidos,cantidad_lesionados,latitud,longitud
A-2021-01-248,2021-01-01,2021,VIERNES,05:45,5,LIMA,PACHACAMAC,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,3,-12.2294,-76.859412
A-2021-01-254,2021-01-01,2021,VIERNES,14:00,14,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,1,-12.164406,-76.953426
A-2021-01-258,2021-01-03,2021,DOMINGO,00:35,0,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.225604,-76.971698
A-2021-01-260,2021-01-04,2021,LUNES,01:35,1,LIMA,ATE,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.02601,-76.919122
A-2021-01-262,2021-01-06,2021,MIERCOLES,20:40,20,LIMA,CHORRILLOS,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,2,0,-12.173039,-76.995706
A-2021-01-264,2021-01-09,2021,SABADO,10:00,10,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,DESPISTE,NEGLIGENCIA DEL CONDUCTOR,1,0,-11.980617,-77.012747
A-2021-01-265,2021-01-11,2021,LUNES,09:20,9,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.1622,-76.943612
A-2021-01-266,2021-01-14,2021,JUEVES,06:00,6,LIMA,SANTA ANITA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.0436,-76.971412
A-2021-01-267,2021-01-14,2021,JUEVES,01:10,1,LIMA,LURIN,URBANA,OTRO,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.252695,-76.898016
A-2021-01-269,2021-01-16,2021,SABADO,18:30,18,LIMA,COMAS,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.9575,-77.049211
A-2021-01-392,2021-01-16,2021,SABADO,19:45,19,CALLAO,LA PERLA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,1,-12.064691,-77.115547
A-2021-01-129,2021-01-17,2021,DOMINGO,08:00,8,CALLAO,CALLAO,URBANA,CARRETERA,CAÍDA DE PASAJERO,IMPRUDENCIA DEL PEATÓN,1,0,-12.054372,-77.142617
A-2021-01-270,2021-01-19,2021,MARTES,09:30,9,LIMA,LURIGANCHO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,4,-12.017421,-76.946914
A-2021-01-271,2021-01-23,2021,SABADO,13:00,13,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.991702,-77.070611
A-2021-01-272,2021-01-23,2021,SABADO,17:35,17,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.897187,-77.067866
A-2021-01-195,2021-01-24,2021,DOMINGO,20:10,20,CALLAO,VENTANILLA,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.881892,-77.126265
A-2021-01-273,2021-01-25,2021,LUNES,08:00,8,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,1,0,-11.981557,-77.096882
A-2021-01-274,2021-01-25,2021,LUNES,11:30,11,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,1,1,-12.163841,-76.952571
A-2021-01-381,2021-01-26,2021,MARTES,06:50,6,LIMA,SAN MARTIN DE PORRES,URBANA,JIRÓN,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.018966,-77.053367
A-2021-01-282,2021-01-28,2021,JUEVES,05:00,5,LIMA,COMAS,RURAL,CARRETERA,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,1,1,-11.932369,-77.072179
A-2021-01-284,2021-01-28,2021,JUEVES,17:20,17,LIMA,CARABAYLLO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.89,-77.026912
A-2021-01-288,2021-01-29,2021,VIERNES,10:14,10,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.029399,-77.010081
A-2021-01-356,2021-01-30,2021,SABADO,00:10,0,LIMA,LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.987377,-76.897774
A-2021-01-391,2021-01-30,2021,SABADO,21:10,21,CALLAO,CALLAO,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,1,-12.033277,-77.100286
A-2021-02-248,2021-02-01,2021,LUNES,04:47,4,LIMA,SAN ISIDRO,URBANA,AVENIDA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,1,0,-12.09219,-77.032178
A-2021-02-251,2021-02-01,2021,LUNES,07:10,7,LIMA,COMAS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.937626,-77.071262
A-2021-02-127,2021-02-08,2021,LUNES,15:40,15,LIMA,EL AGUSTINO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.029121,-76.99979
A-2021-02-124,2021-02-08,2021,LUNES,11:30,11,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.025888,-76.98613
A-2021-02-249,2021-02-09,2021,MARTES,20:00,20,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.156762,-76.983253
A-2021-02-250,2021-02-09,2021,MARTES,21:12,21,LIMA,LA VICTORIA,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.076164,-77.02763
A-2021-02-254,2021-02-10,2021,MIERCOLES,13:00,13,LIMA,SURQUILLO,URBANA,AVENIDA,CHOQUE,IMPERICIA DEL CONDUCTOR,1,0,-12.117717,-77.008589
A-2021-02-252,2021-02-10,2021,MIERCOLES,15:30,15,LIMA,LURIN,URBANA,CARRETERA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.290936,-76.866325
A-2021-02-253,2021-02-10,2021,MIERCOLES,16:15,16,LIMA,SAN LUIS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.081299,-76.994883
A-2021-02-255,2021-02-12,2021,VIERNES,07:15,7,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.954709,-77.085102
A-2021-02-244,2021-02-12,2021,VIERNES,11:50,11,CALLAO,CALLAO,URBANA,AVENIDA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,1,0,-12.055773,-77.121888
A-2021-02-257,2021-02-13,2021,SABADO,20:40,20,LIMA,CARABAYLLO,URBANA,AVENIDA,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,1,0,-11.861366,-77.053572
A-2021-02-259,2021-02-13,2021,SABADO,18:50,18,LIMA,MIRAFLORES,URBANA,CALLE,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.116941,-77.034714
A-2021-02-256,2021-02-13,2021,SABADO,17:20,17,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,2,-12.199058,-76.942014
A-2021-02-258,2021-02-13,2021,SABADO,08:00,8,LIMA,EL AGUSTINO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.030234,-76.993545
A-2021-02-261,2021-02-16,2021,MARTES,08:00,8,LIMA,LIMA,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.073431,-77.036197
A-2021-02-260,2021-02-16,2021,MARTES,18:30,18,LIMA,LINCE,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.08513,-77.04855
A-2021-02-262,2021-02-17,2021,MIERCOLES,11:30,11,LIMA,RIMAC,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.026902,-77.040172
A-2021-02-264,2021-02-18,2021,JUEVES,15:25,15,LIMA,VILLA MARIA DEL TRIUNFO,RURAL,CALLE,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,1,3,-12.14029,-76.9112
A-2021-02-263,2021-02-18,2021,JUEVES,18:00,18,LIMA,RIMAC,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.043103,-77.023178
A-2021-02-235,2021-02-19,2021,VIERNES,08:30,8,CALLAO,CALLAO,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.959804,-77.128368
A-2021-02-265,2021-02-19,2021,VIERNES,20:20,20,LIMA,LIMA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,2,0,-12.061019,-77.012814
A-2021-02-237,2021-02-21,2021,DOMINGO,21:40,21,LIMA,MAGDALENA DEL MAR,URBANA,OTRO,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.09681,-77.075258
A-2021-02-266,2021-02-22,2021,LUNES,07:30,7,LIMA,INDEPENDENCIA,URBANA,CARRETERA,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.988294,-77.064146
A-2021-02-236,2021-02-23,2021,MARTES,17:00,17,CALLAO,CALLAO,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.050285,-77.118064
A-2021-02-267,2021-02-23,2021,MARTES,21:00,21,LIMA,SANTA ANITA,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.057,-76.974
A-2021-02-268,2021-02-24,2021,MIERCOLES,08:30,8,LIMA,RIMAC,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.034807,-77.029858
A-2021-02-269,2021-02-26,2021,VIERNES,07:30,7,LIMA,SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.162491,-76.962732
A-2021-02-270,2021-02-27,2021,SABADO,12:30,12,LIMA,EL AGUSTINO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.032477,-76.991074
A-2021-02-271,2021-02-27,2021,SABADO,22:30,22,LIMA,CARABAYLLO,URBANA,JIRÓN,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.889978,-77.02457
A-2021-03-69,2021-03-01,2021,LUNES,08:00,8,LIMA,INDEPENDENCIA,URBANA,AVENIDA,CAÍDA DE PASAJERO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.9969,-77.0544
A-2021-03-170,2021-03-03,2021,MIERCOLES,18:00,18,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.960104,-76.981856
A-2021-03-171,2021-03-04,2021,JUEVES,20:40,20,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.961697,-76.982522
A-2021-03-175,2021-03-05,2021,VIERNES,00:30,0,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,1,0,-12.031772,-77.077474
A-2021-03-352,2021-03-05,2021,VIERNES,19:00,19,LIMA,LIMA,URBANA,JIRÓN,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.050964,-77.039908
A-2021-03-201,2021-03-05,2021,VIERNES,21:30,21,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.185667,-76.974538
A-2021-03-202,2021-03-06,2021,SABADO,03:50,3,LIMA,COMAS,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,3,0,-11.939114,-77.071492
A-2021-03-349,2021-03-07,2021,DOMINGO,12:30,12,LIMA,SANTA ROSA,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.790793,-77.148731
A-2021-03-218,2021-03-11,2021,JUEVES,17:40,17,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.91275,-77.07335
A-2021-03-221,2021-03-12,2021,VIERNES,16:00,16,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.08142,-77.05889
A-2021-03-346,2021-03-14,2021,DOMINGO,03:00,3,LIMA,COMAS,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.946883,-77.070858
A-2021-03-228,2021-03-16,2021,MARTES,16:00,16,LIMA,INDEPENDENCIA,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.00466,-77.06125
A-2021-03-311,2021-03-16,2021,MARTES,17:30,17,CALLAO,CALLAO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,1,-12.047421,-77.08599
A-2021-03-230,2021-03-17,2021,MIERCOLES,10:30,10,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.03756,-77.04597
A-2021-03-233,2021-03-17,2021,MIERCOLES,17:00,17,LIMA,PUNTA NEGRA,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.38028,-76.78787
A-2021-03-236,2021-03-19,2021,VIERNES,08:40,8,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.13744,-77.01514
A-2021-03-237,2021-03-20,2021,SABADO,07:00,7,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.00624,-77.0827
A-2021-03-238,2021-03-20,2021,SABADO,14:10,14,LIMA,EL AGUSTINO,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.0427,-76.98674
A-2021-03-326,2021-03-21,2021,DOMINGO,12:30,12,LIMA,INDEPENDENCIA,URBANA,PASAJE,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.9994,-77.04375
A-2021-03-240,2021-03-21,2021,DOMINGO,20:00,20,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.00193,-77.087
A-2021-03-353,2021-03-24,2021,MIERCOLES,14:30,14,LIMA,LURIGANCHO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.94518,-76.713229
A-2021-03-243,2021-03-24,2021,MIERCOLES,09:30,9,LIMA,LA MOLINA,RURAL,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.0607,-76.94719
A-2021-03-354,2021-03-26,2021,VIERNES,03:50,3,LIMA,COMAS,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.953623,-77.051583
A-2021-03-355,2021-03-26,2021,VIERNES,22:00,22,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.193128,-76.935911
A-2021-03-356,2021-03-27,2021,SABADO,17:00,17,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,2,-12.244082,-76.940981
A-2021-03-297,2021-03-27,2021,SABADO,23:30,23,CALLAO,LA PERLA,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.064906,-77.116
A-2021-03-359,2021-03-29,2021,LUNES,19:00,19,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.027828,-77.001119
A-2021-03-360,2021-03-29,2021,LUNES,20:00,20,LIMA,COMAS,URBANA,JIRÓN,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.910399,-77.020927
A-2021-03-357,2021-03-29,2021,LUNES,05:50,5,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,2,-12.224975,-76.932972
A-2021-03-358,2021-03-29,2021,LUNES,07:45,7,LIMA,CHORRILLOS,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.183982,-77.008011
A-2021-03-361,2021-03-31,2021,MIERCOLES,15:45,15,LIMA,SAN ISIDRO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.096617,-77.055005
A-2021-03-299,2021-03-31,2021,MIERCOLES,21:40,21,LIMA,LURIN,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.261777,-76.883128
A-2021-04-6,2021-04-01,2021,JUEVES,21:40,21,CALLAO,VENTANILLA,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,2,5,-11.918689,-77.128711
A-2021-04-219,2021-04-03,2021,SABADO,10:30,10,LIMA,SAN MARTIN DE PORRES,RURAL,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.015548,-77.052266
A-2021-04-220,2021-04-06,2021,MARTES,10:20,10,LIMA,EL AGUSTINO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,4,-12.054878,-77.004339
A-2021-04-232,2021-04-07,2021,MIERCOLES,18:00,18,LIMA,EL AGUSTINO,URBANA,JIRÓN,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,1,0,-12.053118,-77.006283
A-2021-04-221,2021-04-07,2021,MIERCOLES,17:00,17,LIMA,RIMAC,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.041403,-77.020181
A-2021-04-222,2021-04-07,2021,MIERCOLES,18:00,18,LIMA,LIMA,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.055162,-77.013695
A-2021-04-231,2021-04-07,2021,MIERCOLES,21:20,21,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.83371,-77.113468
A-2021-04-233,2021-04-09,2021,VIERNES,20:20,20,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,1,0,-11.969483,-77.005295
A-2021-04-234,2021-04-09,2021,VIERNES,08:10,8,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.020839,-77.059122
A-2021-04-235,2021-04-10,2021,SABADO,08:00,8,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.936976,-77.057317
A-2021-04-239,2021-04-10,2021,SABADO,14:30,14,LIMA,LIMA,URBANA,AVENIDA,DESPISTE,NEGLIGENCIA DEL CONDUCTOR,1,6,-12.046567,-77.045112
A-2021-04-39,2021-04-10,2021,SABADO,22:30,22,CALLAO,MI PERU,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,2,-11.856284,-77.121285
A-2021-04-258,2021-04-11,2021,DOMINGO,04:20,4,LIMA,LURIN,RURAL,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.28545,-76.87457
A-2021-04-240,2021-04-11,2021,DOMINGO,09:40,9,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CALLE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.011587,-77.002258
A-2021-04-241,2021-04-13,2021,MARTES,21:40,21,LIMA,ATE,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.016931,-76.892195
A-2021-04-242,2021-04-14,2021,MIERCOLES,17:40,17,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.07116,-77.050526
A-2021-04-243,2021-04-15,2021,JUEVES,13:00,13,LIMA,LURIGANCHO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,2,-11.967223,-76.936176
A-2021-04-244,2021-04-16,2021,VIERNES,07:20,7,LIMA,SAN LUIS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.076393,-76.996181
A-2021-04-84,2021-04-17,2021,SABADO,04:45,4,CALLAO,CALLAO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,3,-12.061785,-77.135686
A-2021-04-245,2021-04-19,2021,LUNES,19:45,19,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.143661,-76.981695
A-2021-04-309,2021-04-21,2021,MIERCOLES,08:00,8,CALLAO,CARMEN DE LA LEGUA REYNOSO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.03909,-77.094874
A-2021-04-246,2021-04-21,2021,MIERCOLES,10:00,10,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.916645,-76.969383
A-2021-04-250,2021-04-22,2021,JUEVES,22:00,22,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.139552,-76.981017
A-2021-04-140,2021-04-25,2021,DOMINGO,02:15,2,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.050128,-77.139677
A-2021-04-141,2021-04-25,2021,DOMINGO,22:00,22,CALLAO,CALLAO,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.969749,-77.125482
A-2021-04-255,2021-04-26,2021,LUNES,19:30,19,LIMA,SAN JUAN DE LURIGANCHO,URBANA,JIRÓN,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.975217,-77.00532
A-2021-04-256,2021-04-26,2021,LUNES,23:15,23,LIMA,CHACLACAYO,URBANA,CARRETERA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,2,2,-11.980851,-76.792388
A-2021-04-253,2021-04-26,2021,LUNES,12:00,12,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.009293,-77.004063
A-2021-04-310,2021-04-26,2021,LUNES,07:15,7,LIMA,EL AGUSTINO,RURAL,OTRO,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.036416,-77.001516
A-2021-04-254,2021-04-26,2021,LUNES,18:20,18,LIMA,LOS OLIVOS,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.007427,-77.061738
A-2021-04-252,2021-04-26,2021,LUNES,02:00,2,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.018517,-77.059519
A-2021-04-259,2021-04-28,2021,MIERCOLES,04:30,4,LIMA,LOS OLIVOS,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.923226,-77.076541
A-2021-04-261,2021-04-28,2021,MIERCOLES,16:30,16,LIMA,LURIN,URBANA,CALLE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.28618,-76.87237
A-2021-04-260,2021-04-29,2021,JUEVES,00:10,0,LIMA,LOS OLIVOS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.937825,-77.078881
A-2021-04-200,2021-04-29,2021,JUEVES,16:00,16,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.994407,-77.125992
A-2021-05-124,2021-05-01,2021,SABADO,05:30,5,LIMA,LURIGANCHO,URBANA,AVENIDA,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.930175,-76.69002
A-2021-05-123,2021-05-01,2021,SABADO,15:30,15,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.962209,-77.054503
A-2021-05-125,2021-05-02,2021,DOMINGO,09:00,9,LIMA,LIMA,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.053072,-77.013056
A-2021-05-126,2021-05-03,2021,LUNES,06:00,6,LIMA,EL AGUSTINO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.033464,-76.990487
A-2021-05-127,2021-05-03,2021,LUNES,15:30,15,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.905597,-77.042125
A-2021-05-128,2021-05-05,2021,MIERCOLES,21:50,21,LIMA,LIMA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,1,-12.044108,-77.046872
A-2021-05-129,2021-05-06,2021,JUEVES,13:45,13,LIMA,CHACLACAYO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.991997,-76.825692
A-2021-05-130,2021-05-09,2021,DOMINGO,02:00,2,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.17513,-76.97776
A-2021-05-131,2021-05-10,2021,LUNES,22:00,22,LIMA,LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.965534,-77.067883
A-2021-05-132,2021-05-14,2021,VIERNES,17:45,17,LIMA,SANTA ANITA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.042317,-76.978289
A-2021-05-80,2021-05-17,2021,LUNES,16:10,16,CALLAO,VENTANILLA,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.90406,-77.128492
A-2021-05-133,2021-05-18,2021,MARTES,12:00,12,LIMA,ATE,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.007771,-76.858968
