codigo_siniestro,codigo_persona,anio,fecha,hora,franja_horaria,provincia,distrito,tipo_persona,gravedad,lugar_defuncion,lugar_atencion_lesionado,sexo,edad,vehiculo,clase_siniestro,red_vial,tipo_via,zona,zonificacion,caracteristicas_via,superficie_calzada
A-2022-08-157,P-2022-08-157-1-2,2022,2022-08-14,10:30,MANANA (06-11),LIMA,COMAS,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,TRIMOTO PASAJERO,VOLCADURA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-159,P-2022-08-159-1-1,2022,2022-08-14,22:20,NOCHE (18-23),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,29,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-156,P-2022-08-156-1-1,2022,2022-08-15,00:20,MADRUGADA (00-05),LIMA,MAGDALENA DEL MAR,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,,MOTOCICLETA,DESPISTE,URBANO,OTRO,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-156,P-2022-08-156-1-2,2022,2022-08-15,00:20,MADRUGADA (00-05),LIMA,MAGDALENA DEL MAR,PASAJERO,LESIONADO,,CENTRO DE SALUD PRIVADO,FEMENINO,,MOTOCICLETA,DESPISTE,URBANO,OTRO,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-154,P-2022-08-154-1-1,2022,2022-08-17,06:40,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,ILESO,,,MASCULINO,38,MINIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-08-154,P-2022-08-154-2-1,2022,2022-08-17,06:40,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,25,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-08-154,P-2022-08-154-2-2,2022,2022-08-17,06:40,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,NO INDICA,,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-08-153,P-2022-08-153-1-1,2022,2022-08-19,03:40,MADRUGADA (00-05),LIMA,LOS OLIVOS,CONDUCTOR,ILESO,,,MASCULINO,51,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-153,P-2022-08-153-2-1,2022,2022-08-19,03:40,MADRUGADA (00-05),LIMA,LOS OLIVOS,CONDUCTOR,NO SE CONOCE,,,MASCULINO,26,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-153,P-2022-08-153-2-2,2022,2022-08-19,03:40,MADRUGADA (00-05),LIMA,LOS OLIVOS,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,23,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-150,P-2022-08-150-1-1,2022,2022-08-19,15:50,TARDE (12-17),LIMA,ATE,CONDUCTOR,ILESO,,,MASCULINO,35,CAMIÓN,CAÍDA DE PASAJERO,URBANO,CALLE,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-150,P-2022-08-150-1-2,2022,2022-08-19,15:50,TARDE (12-17),LIMA,ATE,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,27,CAMIÓN,CAÍDA DE PASAJERO,URBANO,CALLE,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-151,P-2022-08-151-1-1,2022,2022-08-20,18:20,NOCHE (18-23),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,32,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-152,P-2022-08-152-1-1,2022,2022-08-21,18:00,NOCHE (18-23),LIMA,LOS OLIVOS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-152,P-2022-08-152-1-2,2022,2022-08-21,18:00,NOCHE (18-23),LIMA,LOS OLIVOS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,81,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-212,P-2022-08-212-1-1,2022,2022-08-23,08:00,MANANA (06-11),CALLAO,VENTANILLA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,35,MOTOCICLETA,VOLCADURA,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-08-149,P-2022-08-149-1-1,2022,2022-08-23,13:10,TARDE (12-17),LIMA,EL AGUSTINO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,20,MOTOCICLETA,CHOQUE,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-149,P-2022-08-149-2-1,2022,2022-08-23,13:10,TARDE (12-17),LIMA,EL AGUSTINO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,CHOQUE,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-148,P-2022-08-148-1-1,2022,2022-08-25,09:45,MANANA (06-11),LIMA,ATE,CONDUCTOR,ILESO,,,MASCULINO,39,ÓMNIBUS,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-148,P-2022-08-148-1-2,2022,2022-08-25,09:45,MANANA (06-11),LIMA,ATE,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,60,ÓMNIBUS,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-274,P-2022-08-274-1-1,2022,2022-08-26,04:25,MADRUGADA (00-05),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,ILESO,,,MASCULINO,32,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,CURVA,ASFALTADA
A-2022-08-274,P-2022-08-274-2-1,2022,2022-08-26,04:25,MADRUGADA (00-05),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,49,TRICICLO NO MOTORIZADO,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,CURVA,ASFALTADA
A-2022-08-147,P-2022-08-147-1-1,2022,2022-08-26,18:40,NOCHE (18-23),LIMA,ANCON,CONDUCTOR FUGADO,ILESO,,,MASCULINO,64,AUTOMÓVIL,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-147,P-2022-08-147-1-2,2022,2022-08-26,18:40,NOCHE (18-23),LIMA,ANCON,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,81,AUTOMÓVIL,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-146,P-2022-08-146-1-1,2022,2022-08-26,21:20,NOCHE (18-23),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,43,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-146,P-2022-08-146-1-2,2022,2022-08-26,21:20,NOCHE (18-23),LIMA,VILLA EL SALVADOR,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-145,P-2022-08-145-1-1,2022,2022-08-27,06:30,MANANA (06-11),LIMA,COMAS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-145,P-2022-08-145-1-2,2022,2022-08-27,06:30,MANANA (06-11),LIMA,COMAS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,45,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-144,P-2022-08-144-1-1,2022,2022-08-27,07:45,MANANA (06-11),LIMA,SANTIAGO DE SURCO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,28,MOTOCICLETA,CHOQUE,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-144,P-2022-08-144-2-1,2022,2022-08-27,07:45,MANANA (06-11),LIMA,SANTIAGO DE SURCO,CONDUCTOR,ILESO,,,MASCULINO,35,STATION WAGON,CHOQUE,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-144,P-2022-08-144-3-1,2022,2022-08-27,07:45,MANANA (06-11),LIMA,SANTIAGO DE SURCO,CONDUCTOR,ILESO,,,MASCULINO,47,STATION WAGON,CHOQUE,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-144,P-2022-08-144-4-1,2022,2022-08-27,07:45,MANANA (06-11),LIMA,SANTIAGO DE SURCO,CONDUCTOR,ILESO,,,MASCULINO,24,REMOLCADOR,CHOQUE,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-143,P-2022-08-143-1-1,2022,2022-08-28,06:20,MANANA (06-11),LIMA,LURIN,CONDUCTOR,ILESO,,,MASCULINO,39,ÓMNIBUS,CHOQUE,PROVINCIAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-143,P-2022-08-143-2-1,2022,2022-08-28,06:20,MANANA (06-11),LIMA,LURIN,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,47,MOTOCICLETA,CHOQUE,PROVINCIAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-141,P-2022-08-141-1-1,2022,2022-08-29,05:20,MADRUGADA (00-05),LIMA,PUENTE PIEDRA,CONDUCTOR,ILESO,,,MASCULINO,41,CAMIONETA PICK UP,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-141,P-2022-08-141-1-2,2022,2022-08-29,05:20,MADRUGADA (00-05),LIMA,PUENTE PIEDRA,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,29,CAMIONETA PICK UP,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-142,P-2022-08-142-1-1,2022,2022-08-29,15:40,TARDE (12-17),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,ILESO,,,MASCULINO,43,CAMIÓN,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-142,P-2022-08-142-1-2,2022,2022-08-29,15:40,TARDE (12-17),LIMA,SAN JUAN DE LURIGANCHO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,64,CAMIÓN,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-139,P-2022-08-139-1-1,2022,2022-08-30,21:30,NOCHE (18-23),LIMA,LOS OLIVOS,CONDUCTOR,ILESO,,,MASCULINO,27,MOTOCICLETA,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-139,P-2022-08-139-1-2,2022,2022-08-30,21:30,NOCHE (18-23),LIMA,LOS OLIVOS,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,44,MOTOCICLETA,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-08-140,P-2022-08-140-1-1,2022,2022-08-30,23:40,NOCHE (18-23),LIMA,PUENTE PIEDRA,CONDUCTOR,ILESO,,,MASCULINO,42,CAMIONETA RURAL,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,SINUOSA,ASFALTADA
A-2022-08-140,P-2022-08-140-1-2,2022,2022-08-30,23:40,NOCHE (18-23),LIMA,PUENTE PIEDRA,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,,CAMIONETA RURAL,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,SINUOSA,ASFALTADA
A-2022-09-158,P-2022-09-158-1-1,2022,2022-09-02,01:45,MADRUGADA (00-05),LIMA,LIMA,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,35,MOTOCICLETA,DESPISTE,URBANO,JIRÓN,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-157,P-2022-09-157-1-1,2022,2022-09-03,16:30,TARDE (12-17),LIMA,LA VICTORIA,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,29,MOTOCICLETA,CHOQUE,URBANO,VIA EXPRESA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-157,P-2022-09-157-1-2,2022,2022-09-03,16:30,TARDE (12-17),LIMA,LA VICTORIA,PASAJERO,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,30,MOTOCICLETA,CHOQUE,URBANO,VIA EXPRESA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-157,P-2022-09-157-2-1,2022,2022-09-03,16:30,TARDE (12-17),LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,MASCULINO,46,MINIBUS,CHOQUE,URBANO,VIA EXPRESA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-155,P-2022-09-155-1-1,2022,2022-09-04,02:00,MADRUGADA (00-05),LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,MASCULINO,50,CAMIÓN,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-155,P-2022-09-155-2-1,2022,2022-09-04,02:00,MADRUGADA (00-05),LIMA,LA VICTORIA,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,NO INDICA,,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-156,P-2022-09-156-1-1,2022,2022-09-04,02:10,MADRUGADA (00-05),LIMA,PUNTA HERMOSA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,PROVINCIAL,CARRETERA,RURAL,RURAL,TRAMO RECTO,TROCHA
A-2022-09-156,P-2022-09-156-1-2,2022,2022-09-04,02:10,MADRUGADA (00-05),LIMA,PUNTA HERMOSA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,PROVINCIAL,CARRETERA,RURAL,RURAL,TRAMO RECTO,TROCHA
A-2022-09-154,P-2022-09-154-1-1,2022,2022-09-05,11:00,MANANA (06-11),LIMA,COMAS,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,32,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-153,P-2022-09-153-1-1,2022,2022-09-08,05:00,MADRUGADA (00-05),LIMA,SANTIAGO DE SURCO,CONDUCTOR,FALLECIDO,,,MASCULINO,26,MOTOCICLETA,CHOQUE CON OBJETO FIJO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-152,P-2022-09-152-1-1,2022,2022-09-08,08:30,MANANA (06-11),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,46,TRIMOTO PASAJERO,CAÍDA DE PASAJERO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-152,P-2022-09-152-1-2,2022,2022-09-08,08:30,MANANA (06-11),LIMA,VILLA EL SALVADOR,PASAJERO,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,37,TRIMOTO PASAJERO,CAÍDA DE PASAJERO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-151,P-2022-09-151-1-1,2022,2022-09-09,04:20,MADRUGADA (00-05),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,48,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-151,P-2022-09-151-1-2,2022,2022-09-09,04:20,MADRUGADA (00-05),LIMA,VILLA EL SALVADOR,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,57,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-274,P-2022-09-274-1-1,2022,2022-09-10,01:20,MADRUGADA (00-05),LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,MASCULINO,23,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,SINUOSA,ASFALTADA
A-2022-09-274,P-2022-09-274-2-1,2022,2022-09-10,01:20,MADRUGADA (00-05),LIMA,CARABAYLLO,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,64,STATION WAGON,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,SINUOSA,ASFALTADA
A-2022-09-150,P-2022-09-150-1-1,2022,2022-09-12,03:40,MADRUGADA (00-05),LIMA,LURIGANCHO,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,50,CAMIONETA PICK UP,DESPISTE,PROVINCIAL,CARRETERA,URBANA,RURAL,CURVA,TROCHA
A-2022-09-150,P-2022-09-150-1-2,2022,2022-09-12,03:40,MADRUGADA (00-05),LIMA,LURIGANCHO,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,68,CAMIONETA PICK UP,DESPISTE,PROVINCIAL,CARRETERA,URBANA,RURAL,CURVA,TROCHA
A-2022-09-180,P-2022-09-180-1-1,2022,2022-09-13,15:10,TARDE (12-17),LIMA,LIMA,CONDUCTOR,ILESO,,,MASCULINO,26,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-180,P-2022-09-180-1-2,2022,2022-09-13,15:10,TARDE (12-17),LIMA,LIMA,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,83,AUTOMÓVIL,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-207,P-2022-09-207-1-1,2022,2022-09-13,21:40,NOCHE (18-23),LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,22,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-207,P-2022-09-207-1-2,2022,2022-09-13,21:40,NOCHE (18-23),LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,,CENTRO DE SALUD PRIVADO,FEMENINO,21,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-181,P-2022-09-181-1-1,2022,2022-09-17,03:20,MADRUGADA (00-05),CALLAO,CALLAO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,35,MOTOCICLETA,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-09-181,P-2022-09-181-2-1,2022,2022-09-17,03:20,MADRUGADA (00-05),CALLAO,CALLAO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-09-181,P-2022-09-181-3-1,2022,2022-09-17,03:20,MADRUGADA (00-05),CALLAO,CALLAO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-09-206,P-2022-09-206-1-1,2022,2022-09-18,18:50,NOCHE (18-23),LIMA,ATE,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-206,P-2022-09-206-1-2,2022,2022-09-18,18:50,NOCHE (18-23),LIMA,ATE,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,39,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2022-09-182,P-2022-09-182-1-1,2022,2022-09-19,04:35,MADRUGADA (00-05),CALLAO,CALLAO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-09-182,P-2022-09-182-1-2,2022,2022-09-19,04:35,MADRUGADA (00-05),CALLAO,CALLAO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,34,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-09-205,P-2022-09-205-1-1,2022,2022-09-19,06:50,MANANA (06-11),LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,MASCULINO,44,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-09-205,P-2022-09-205-2-1,2022,2022-09-19,06:50,MANANA (06-11),LIMA,CARABAYLLO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,26,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2022-09-208,P-2022-09-208-1-1,2022,2022-09-20,11:30,MANANA (06-11),LIMA,PACHACAMAC,CONDUCTOR,ILESO,,,MASCULINO,68,AUTOMÓVIL,ATROPELLO,PROVINCIAL,CARRETERA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2022-09-208,P-2022-09-208-1-2,2022,2022-09-20,11:30,MANANA (06-11),LIMA,PACHACAMAC,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,74,AUTOMÓVIL,ATROPELLO,PROVINCIAL,CARRETERA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2022-09-204,P-2022-09-204-1-1,2022,2022-09-20,12:10,TARDE (12-17),LIMA,INDEPENDENCIA,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,40,CAMIONETA RURAL,CHOQUE,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2022-09-204,P-2022-09-204-1-2,2022,2022-09-20,12:10,TARDE (12-17),LIMA,INDEPENDENCIA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,54,CAMIONETA RURAL,CHOQUE,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2022-09-204,P-2022-09-204-1-3,2022,2022-09-20,12:10,TARDE (12-17),LIMA,INDEPENDENCIA,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,32,CAMIONETA RURAL,CHOQUE,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2022-09-204,P-2022-09-204-1-4,2022,2022-09-20,12:10,TARDE (12-17),LIMA,INDEPENDENCIA,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,31,CAMIONETA RURAL,CHOQUE,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2022-09-204,P-2022-09-204-2-1,2022,2022-09-20,12:10,TARDE (12-17),LIMA,INDEPENDENCIA,CONDUCTOR,ILESO,,,MASCULINO,30,CAMIONETA RURAL,CHOQUE,URBANO,AVENIDA,URBANA,ESCOLAR,TRAMO RECTO,ASFALTADA
A-2022-09-203,P-2022-09-203-1-1,2022,2022-09-21,20:00,NOCHE (18-23),LIMA,ATE,CONDUCTOR,ILESO,,,MASCULINO,45,ÓMNIBUS,ATROPELLO,URBANO,JIRÓN,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-203,P-2022-09-203-1-2,2022,2022-09-21,20:00,NOCHE (18-23),LIMA,ATE,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,86,ÓMNIBUS,ATROPELLO,URBANO,JIRÓN,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-202,P-2022-09-202-1-1,2022,2022-09-21,22:30,NOCHE (18-23),LIMA,LINCE,CONDUCTOR,ILESO,,,MASCULINO,42,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-202,P-2022-09-202-2-1,2022,2022-09-21,22:30,NOCHE (18-23),LIMA,LINCE,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,32,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2022-09-200,P-2022-09-200-1-1,2022,2022-09-24,23:40,NOCHE (18-23),LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,ILESO,,,MASCULINO,53,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,CONCRETO
