codigo_siniestro,codigo_persona,anio,fecha,hora,franja_horaria,provincia,distrito,tipo_persona,gravedad,lugar_defuncion,lugar_atencion_lesionado,sexo,edad,vehiculo,clase_siniestro,red_vial,tipo_via,zona,zonificacion,caracteristicas_via,superficie_calzada
A-2021-01-248,P-2021-01-248-1-1,2021,2021-01-01,05:45,MADRUGADA (00-05),LIMA,PACHACAMAC,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,28,TRIMOTO PASAJERO,DESPISTE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-248,P-2021-01-248-1-2,2021,2021-01-01,05:45,MADRUGADA (00-05),LIMA,PACHACAMAC,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,25,TRIMOTO PASAJERO,DESPISTE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-248,P-2021-01-248-1-3,2021,2021-01-01,05:45,MADRUGADA (00-05),LIMA,PACHACAMAC,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,0,TRIMOTO PASAJERO,DESPISTE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-248,P-2021-01-248-1-4,2021,2021-01-01,05:45,MADRUGADA (00-05),LIMA,PACHACAMAC,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,64,TRIMOTO PASAJERO,DESPISTE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-254,P-2021-01-254-1-1,2021,2021-01-01,14:00,TARDE (12-17),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,30,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-254,P-2021-01-254-1-2,2021,2021-01-01,14:00,TARDE (12-17),LIMA,VILLA MARIA DEL TRIUNFO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,16,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-258,P-2021-01-258-1-1,2021,2021-01-03,00:35,MADRUGADA (00-05),LIMA,VILLA EL SALVADOR,CONDUCTOR FUGADO,NO SE CONOCE,,,MASCULINO,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-258,P-2021-01-258-1-2,2021,2021-01-03,00:35,MADRUGADA (00-05),LIMA,VILLA EL SALVADOR,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-260,P-2021-01-260-1-1,2021,2021-01-04,01:35,MADRUGADA (00-05),LIMA,ATE,CONDUCTOR,ILESO,,,MASCULINO,23,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-260,P-2021-01-260-1-2,2021,2021-01-04,01:35,MADRUGADA (00-05),LIMA,ATE,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,26,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-262,P-2021-01-262-1-1,2021,2021-01-06,20:40,NOCHE (18-23),LIMA,CHORRILLOS,CONDUCTOR,ILESO,,,MASCULINO,26,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-262,P-2021-01-262-1-2,2021,2021-01-06,20:40,NOCHE (18-23),LIMA,CHORRILLOS,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,19,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-262,P-2021-01-262-2-1,2021,2021-01-06,20:40,NOCHE (18-23),LIMA,CHORRILLOS,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,31,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-264,P-2021-01-264-1-1,2021,2021-01-09,10:00,MANANA (06-11),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,,,MASCULINO,41,SEMIREMOLQUE,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-265,P-2021-01-265-1-1,2021,2021-01-11,09:20,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,64,CAMIONETA RURAL,DESPISTE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-267,P-2021-01-267-1-1,2021,2021-01-14,01:10,MADRUGADA (00-05),LIMA,LURIN,CONDUCTOR,NO SE CONOCE,,,MASCULINO,32,MOTOCICLETA,VOLCADURA,URBANO,OTRO,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-267,P-2021-01-267-1-2,2021,2021-01-14,01:10,MADRUGADA (00-05),LIMA,LURIN,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,22,MOTOCICLETA,VOLCADURA,URBANO,OTRO,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-267,P-2021-01-267-2-1,2021,2021-01-14,01:10,MADRUGADA (00-05),LIMA,LURIN,CONDUCTOR,NO SE CONOCE,,,MASCULINO,35,CAMIÓN,VOLCADURA,URBANO,OTRO,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-266,P-2021-01-266-1-1,2021,2021-01-14,06:00,MANANA (06-11),LIMA,SANTA ANITA,CONDUCTOR,NO SE CONOCE,,,MASCULINO,35,CAMIONETA PICK UP,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-266,P-2021-01-266-1-2,2021,2021-01-14,06:00,MANANA (06-11),LIMA,SANTA ANITA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,60,CAMIONETA PICK UP,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-269,P-2021-01-269-1-1,2021,2021-01-16,18:30,NOCHE (18-23),LIMA,COMAS,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,21,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-269,P-2021-01-269-1-2,2021,2021-01-16,18:30,NOCHE (18-23),LIMA,COMAS,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,1,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-392,P-2021-01-392-1-1,2021,2021-01-16,19:45,NOCHE (18-23),CALLAO,LA PERLA,CONDUCTOR,LESIONADO,,,MASCULINO,27,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-392,P-2021-01-392-1-2,2021,2021-01-16,19:45,NOCHE (18-23),CALLAO,LA PERLA,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,65,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-129,P-2021-01-129-1-1,2021,2021-01-17,08:00,MANANA (06-11),CALLAO,CALLAO,CONDUCTOR,ILESO,,,MASCULINO,25,REMOLCADOR-SEMIREMOLQUE,CAÍDA DE PASAJERO,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-129,P-2021-01-129-1-2,2021,2021-01-17,08:00,MANANA (06-11),CALLAO,CALLAO,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,29,REMOLCADOR-SEMIREMOLQUE,CAÍDA DE PASAJERO,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-270,P-2021-01-270-1-1,2021,2021-01-19,09:30,MANANA (06-11),LIMA,LURIGANCHO,CONDUCTOR,NO SE CONOCE,,,MASCULINO,31,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-270,P-2021-01-270-1-2,2021,2021-01-19,09:30,MANANA (06-11),LIMA,LURIGANCHO,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,36,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-270,P-2021-01-270-1-3,2021,2021-01-19,09:30,MANANA (06-11),LIMA,LURIGANCHO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,26,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-270,P-2021-01-270-1-4,2021,2021-01-19,09:30,MANANA (06-11),LIMA,LURIGANCHO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,35,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-270,P-2021-01-270-1-5,2021,2021-01-19,09:30,MANANA (06-11),LIMA,LURIGANCHO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,13,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-270,P-2021-01-270-2-1,2021,2021-01-19,09:30,MANANA (06-11),LIMA,LURIGANCHO,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,50,CAMIÓN,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-271,P-2021-01-271-1-1,2021,2021-01-23,13:00,TARDE (12-17),LIMA,LOS OLIVOS,CONDUCTOR,NO SE CONOCE,,,MASCULINO,42,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-271,P-2021-01-271-1-2,2021,2021-01-23,13:00,TARDE (12-17),LIMA,LOS OLIVOS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,68,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-272,P-2021-01-272-1-1,2021,2021-01-23,17:35,TARDE (12-17),LIMA,PUENTE PIEDRA,CONDUCTOR,NO SE CONOCE,,,MASCULINO,44,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-272,P-2021-01-272-1-2,2021,2021-01-23,17:35,TARDE (12-17),LIMA,PUENTE PIEDRA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,31,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-195,P-2021-01-195-1-1,2021,2021-01-24,20:10,NOCHE (18-23),CALLAO,VENTANILLA,CONDUCTOR,ILESO,,,MASCULINO,34,ÓMNIBUS,DESPISTE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-195,P-2021-01-195-2-1,2021,2021-01-24,20:10,NOCHE (18-23),CALLAO,VENTANILLA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,10,BICICLETA,DESPISTE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-273,P-2021-01-273-1-1,2021,2021-01-25,08:00,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,CONDUCTOR FUGADO,NO SE CONOCE,,,MASCULINO,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-273,P-2021-01-273-1-2,2021,2021-01-25,08:00,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,41,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-274,P-2021-01-274-1-1,2021,2021-01-25,11:30,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,NO SE CONOCE,,,MASCULINO,30,CAMIONETA PICK UP,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-274,P-2021-01-274-2-1,2021,2021-01-25,11:30,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,NO SE CONOCE,,,MASCULINO,18,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-274,P-2021-01-274-2-2,2021,2021-01-25,11:30,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,73,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-274,P-2021-01-274-2-3,2021,2021-01-25,11:30,MANANA (06-11),LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,58,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-381,P-2021-01-381-1-1,2021,2021-01-26,06:50,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,NO SE CONOCE,,,MASCULINO,25,ÓMNIBUS,ATROPELLO,URBANO,JIRÓN,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-381,P-2021-01-381-1-2,2021,2021-01-26,06:50,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,57,ÓMNIBUS,ATROPELLO,URBANO,JIRÓN,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-01-282,P-2021-01-282-1-1,2021,2021-01-28,05:00,MADRUGADA (00-05),LIMA,COMAS,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,46,CAMIÓN,CHOQUE FUGA,NACIONAL,CARRETERA,RURAL,RURAL,TRAMO RECTO,ASFALTADA
A-2021-01-282,P-2021-01-282-1-2,2021,2021-01-28,05:00,MADRUGADA (00-05),LIMA,COMAS,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,38,CAMIÓN,CHOQUE FUGA,NACIONAL,CARRETERA,RURAL,RURAL,TRAMO RECTO,ASFALTADA
A-2021-01-282,P-2021-01-282-2-1,2021,2021-01-28,05:00,MADRUGADA (00-05),LIMA,COMAS,CONDUCTOR FUGADO,NO SE CONOCE,,,MASCULINO,,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,NACIONAL,CARRETERA,RURAL,RURAL,TRAMO RECTO,ASFALTADA
A-2021-01-284,P-2021-01-284-1-1,2021,2021-01-28,17:20,TARDE (12-17),LIMA,CARABAYLLO,CONDUCTOR,NO SE CONOCE,,,MASCULINO,35,CAMIÓN,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-01-284,P-2021-01-284-2-1,2021,2021-01-28,17:20,TARDE (12-17),LIMA,CARABAYLLO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,30,BICICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-01-288,P-2021-01-288-1-1,2021,2021-01-29,10:14,MANANA (06-11),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,23,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-288,P-2021-01-288-2-1,2021,2021-01-29,10:14,MANANA (06-11),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,NO SE CONOCE,,,MASCULINO,50,STATION WAGON,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-356,P-2021-01-356-1-1,2021,2021-01-30,00:10,MADRUGADA (00-05),LIMA,LURIGANCHO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,22,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-356,P-2021-01-356-1-2,2021,2021-01-30,00:10,MADRUGADA (00-05),LIMA,LURIGANCHO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-01-391,P-2021-01-391-1-1,2021,2021-01-30,21:10,NOCHE (18-23),CALLAO,CALLAO,CONDUCTOR,LESIONADO,,,MASCULINO,38,AUTOMÓVIL,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,CONCRETO
A-2021-01-391,P-2021-01-391-2-1,2021,2021-01-30,21:10,NOCHE (18-23),CALLAO,CALLAO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,59,TRICICLO NO MOTORIZADO,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,CONCRETO
A-2021-02-248,P-2021-02-248-1-1,2021,2021-02-01,04:47,MADRUGADA (00-05),LIMA,SAN ISIDRO,CONDUCTOR,ILESO,,,MASCULINO,28,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-248,P-2021-02-248-2-1,2021,2021-02-01,04:47,MADRUGADA (00-05),LIMA,SAN ISIDRO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,69,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-251,P-2021-02-251-1-1,2021,2021-02-01,07:10,MANANA (06-11),LIMA,COMAS,CONDUCTOR,ILESO,,,MASCULINO,32,REMOLCADOR-SEMIREMOLQUE,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-251,P-2021-02-251-2-1,2021,2021-02-01,07:10,MANANA (06-11),LIMA,COMAS,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,61,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-124,P-2021-02-124-1-1,2021,2021-02-08,11:30,MANANA (06-11),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,ILESO,,,MASCULINO,42,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-124,P-2021-02-124-2-1,2021,2021-02-08,11:30,MANANA (06-11),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,35,TRIMOTO CARGA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-127,P-2021-02-127-1-1,2021,2021-02-08,15:40,TARDE (12-17),LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,MASCULINO,37,REMOLCADOR,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-127,P-2021-02-127-1-2,2021,2021-02-08,15:40,TARDE (12-17),LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,29,REMOLCADOR,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-249,P-2021-02-249-1-1,2021,2021-02-09,20:00,NOCHE (18-23),LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,ILESO,,,MASCULINO,57,CAMIÓN,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-249,P-2021-02-249-1-2,2021,2021-02-09,20:00,NOCHE (18-23),LIMA,SAN JUAN DE MIRAFLORES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,56,CAMIÓN,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-250,P-2021-02-250-1-1,2021,2021-02-09,21:12,NOCHE (18-23),LIMA,LA VICTORIA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,22,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-254,P-2021-02-254-1-1,2021,2021-02-10,13:00,TARDE (12-17),LIMA,SURQUILLO,CONDUCTOR,ILESO,,,MASCULINO,33,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-254,P-2021-02-254-2-1,2021,2021-02-10,13:00,TARDE (12-17),LIMA,SURQUILLO,CONDUCTOR,ILESO,,,MASCULINO,29,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-254,P-2021-02-254-2-2,2021,2021-02-10,13:00,TARDE (12-17),LIMA,SURQUILLO,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,29,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-252,P-2021-02-252-1-1,2021,2021-02-10,15:30,TARDE (12-17),LIMA,LURIN,CONDUCTOR,ILESO,,,MASCULINO,21,AUTOMÓVIL,DESPISTE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-02-252,P-2021-02-252-2-1,2021,2021-02-10,15:30,TARDE (12-17),LIMA,LURIN,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,50,BICICLETA,DESPISTE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-02-253,P-2021-02-253-1-1,2021,2021-02-10,16:15,TARDE (12-17),LIMA,SAN LUIS,CONDUCTOR,ILESO,,,MASCULINO,26,BICICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-253,P-2021-02-253-1-2,2021,2021-02-10,16:15,TARDE (12-17),LIMA,SAN LUIS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,81,BICICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-255,P-2021-02-255-1-1,2021,2021-02-12,07:15,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,NO SE CONOCE,,,MASCULINO,55,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-255,P-2021-02-255-1-2,2021,2021-02-12,07:15,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,34,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-244,P-2021-02-244-1-1,2021,2021-02-12,11:50,MANANA (06-11),CALLAO,CALLAO,CONDUCTOR,ILESO,,,MASCULINO,47,CAMIONETA RURAL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-244,P-2021-02-244-2-1,2021,2021-02-12,11:50,MANANA (06-11),CALLAO,CALLAO,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,50,BICICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-258,P-2021-02-258-1-1,2021,2021-02-13,08:00,MANANA (06-11),LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,MASCULINO,70,CAMIÓN,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-258,P-2021-02-258-1-2,2021,2021-02-13,08:00,MANANA (06-11),LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,84,CAMIÓN,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-256,P-2021-02-256-1-1,2021,2021-02-13,17:20,TARDE (12-17),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,23,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-256,P-2021-02-256-2-1,2021,2021-02-13,17:20,TARDE (12-17),LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,25,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-256,P-2021-02-256-2-2,2021,2021-02-13,17:20,TARDE (12-17),LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,20,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
