codigo_siniestro,fecha,anio,hora,franja_horaria,distrito,zona,tipo_via,clase_siniestro,cantidad_fallecidos,cantidad_lesionados,n_vehiculos,vehiculo_fugado,soat_no_vigente
A-2022-10-137,2022-10-10,2022,08:00,MANANA (06-11),LURIGANCHO,RURAL,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-10-136,2022-10-10,2022,10:20,MANANA (06-11),MIRAFLORES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-10-138,2022-10-10,2022,13:40,TARDE (12-17),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-10-121,2022-10-12,2022,14:00,TARDE (12-17),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-10-135,2022-10-12,2022,15:20,TARDE (12-17),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,1,2,2,NO,SI
A-2022-10-134,2022-10-15,2022,22:30,NOCHE (18-23),PUNTA HERMOSA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-10-117,2022-10-18,2022,02:30,MADRUGADA (00-05),VENTANILLA,URBANA,AVENIDA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2022-10-133,2022-10-18,2022,19:45,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2022-10-132,2022-10-21,2022,03:50,MADRUGADA (00-05),PUNTA HERMOSA,URBANA,CARRETERA,CHOQUE,7,3,2,NO,NO
A-2022-10-123,2022-10-21,2022,16:50,TARDE (12-17),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-10-122,2022-10-22,2022,21:00,NOCHE (18-23),CALLAO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-10-148,2022-10-24,2022,08:50,MANANA (06-11),COMAS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2022-10-147,2022-10-27,2022,08:10,MANANA (06-11),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-10-130,2022-10-30,2022,07:40,MANANA (06-11),ANCON,RURAL,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2022-10-129,2022-10-30,2022,16:30,TARDE (12-17),LOS OLIVOS,URBANA,JIRÓN,CHOQUE FUGA,1,1,2,SI,NO
A-2022-10-128,2022-10-30,2022,21:30,NOCHE (18-23),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2022-10-126,2022-10-31,2022,18:00,NOCHE (18-23),LA MOLINA,RURAL,CARRETERA,VOLCADURA,1,0,1,NO,SI
A-2022-11-155,2022-11-01,2022,06:55,MANANA (06-11),PUCUSANA,URBANA,CARRETERA,DESPISTE,1,3,3,NO,NO
A-2022-11-156,2022-11-01,2022,07:35,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-11-134,2022-11-03,2022,00:30,MADRUGADA (00-05),SAN MIGUEL,URBANA,OTRO,CHOQUE CON OBJETO FIJO,1,1,1,NO,NO
A-2022-11-135,2022-11-05,2022,22:30,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-11-235,2022-11-06,2022,01:30,MADRUGADA (00-05),LURIN,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-11-239,2022-11-06,2022,05:30,MADRUGADA (00-05),LURIN,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-11-238,2022-11-06,2022,19:30,NOCHE (18-23),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-11-157,2022-11-07,2022,05:30,MADRUGADA (00-05),PACHACAMAC,URBANA,JIRÓN,CHOQUE,1,3,2,NO,SI
A-2022-11-136,2022-11-07,2022,05:45,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2022-11-231,2022-11-07,2022,21:50,NOCHE (18-23),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-11-137,2022-11-07,2022,22:00,NOCHE (18-23),LA VICTORIA,URBANA,VIA EXPRESA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-11-133,2022-11-08,2022,08:30,MANANA (06-11),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-11-119,2022-11-08,2022,16:00,TARDE (12-17),CALLAO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2022-11-138,2022-11-08,2022,16:00,TARDE (12-17),LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2022-11-158,2022-11-10,2022,07:20,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2022-11-140,2022-11-10,2022,19:30,NOCHE (18-23),LIMA,URBANA,JIRÓN,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-11-161,2022-11-11,2022,14:40,TARDE (12-17),VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-11-160,2022-11-11,2022,17:20,TARDE (12-17),LURIN,URBANA,CARRETERA,DESPISTE,1,3,1,NO,NO
A-2022-11-139,2022-11-12,2022,05:30,MADRUGADA (00-05),SAN MIGUEL,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2022-11-141,2022-11-12,2022,20:10,NOCHE (18-23),LURIGANCHO,URBANA,CARRETERA,CHOQUE,1,1,2,NO,NO
A-2022-11-233,2022-11-13,2022,18:50,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2022-11-142,2022-11-13,2022,23:15,NOCHE (18-23),LOS OLIVOS,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2022-11-162,2022-11-14,2022,00:30,MADRUGADA (00-05),LURIGANCHO,URBANA,CALLE,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-11-143,2022-11-15,2022,12:30,TARDE (12-17),ANCON,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-11-144,2022-11-15,2022,23:00,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-11-145,2022-11-16,2022,05:30,MADRUGADA (00-05),LOS OLIVOS,URBANA,CARRETERA,CHOQUE,1,1,2,NO,NO
A-2022-11-146,2022-11-16,2022,20:15,NOCHE (18-23),BREÑA,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2022-11-147,2022-11-18,2022,18:00,NOCHE (18-23),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-11-148,2022-11-19,2022,05:40,MADRUGADA (00-05),ATE,URBANA,CARRETERA,CHOQUE,1,0,2,NO,SI
A-2022-11-241,2022-11-19,2022,17:00,TARDE (12-17),PUEBLO LIBRE,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2022-11-149,2022-11-21,2022,04:00,MADRUGADA (00-05),EL AGUSTINO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2022-11-236,2022-11-22,2022,19:45,NOCHE (18-23),VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2022-11-150,2022-11-23,2022,18:50,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-11-232,2022-11-24,2022,19:40,NOCHE (18-23),RIMAC,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2022-11-151,2022-11-25,2022,11:45,MANANA (06-11),COMAS,URBANA,AVENIDA,CAÍDA DE PASAJERO,1,0,1,SI,NO
A-2022-11-163,2022-11-25,2022,15:50,TARDE (12-17),VILLA MARIA DEL TRIUNFO,URBANA,CALLE,ATROPELLO,1,0,1,NO,NO
A-2022-11-234,2022-11-26,2022,07:50,MANANA (06-11),LOS OLIVOS,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2022-11-153,2022-11-27,2022,05:52,MADRUGADA (00-05),ANCON,URBANA,CALLE,DESPISTE,1,0,1,NO,NO
A-2022-11-122,2022-11-27,2022,10:10,MANANA (06-11),VENTANILLA,URBANA,CALLE,ATROPELLO,1,1,1,NO,NO
A-2022-11-152,2022-11-27,2022,15:00,TARDE (12-17),SAN BORJA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2022-11-154,2022-11-28,2022,05:30,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,CARRETERA,DESPISTE,1,0,1,NO,SI
A-2022-11-237,2022-11-30,2022,03:30,MADRUGADA (00-05),SANTIAGO DE SURCO,URBANA,CARRETERA,DESPISTE,1,0,2,NO,SI
A-2022-12-147,2022-12-02,2022,08:30,MANANA (06-11),ATE,URBANA,CARRETERA,CHOQUE,1,1,2,NO,SI
A-2022-12-135,2022-12-02,2022,22:55,NOCHE (18-23),LURIGANCHO,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2022-12-136,2022-12-03,2022,07:00,MANANA (06-11),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-137,2022-12-03,2022,12:00,TARDE (12-17),LURIN,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-148,2022-12-04,2022,02:10,MADRUGADA (00-05),MIRAFLORES,URBANA,OTRO,DESPISTE,1,1,1,NO,NO
A-2022-12-110,2022-12-04,2022,19:45,NOCHE (18-23),CALLAO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-138,2022-12-05,2022,18:00,NOCHE (18-23),LURIGANCHO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2022-12-149,2022-12-05,2022,20:30,NOCHE (18-23),PACHACAMAC,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-12-139,2022-12-05,2022,23:30,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2022-12-140,2022-12-06,2022,10:00,MANANA (06-11),MIRAFLORES,URBANA,OTRO,DESPISTE,1,0,1,NO,NO
A-2022-12-150,2022-12-06,2022,11:20,MANANA (06-11),SAN ISIDRO,URBANA,AVENIDA,ATROPELLO,1,0,3,NO,SI
A-2022-12-141,2022-12-08,2022,04:50,MADRUGADA (00-05),CHORRILLOS,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2022-12-142,2022-12-10,2022,10:30,MANANA (06-11),LIMA,URBANA,JIRÓN,DESPISTE,1,1,1,NO,NO
A-2022-12-133,2022-12-10,2022,14:00,TARDE (12-17),CALLAO,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2022-12-151,2022-12-10,2022,23:30,NOCHE (18-23),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO FUGA,1,0,2,SI,NO
A-2022-12-143,2022-12-11,2022,00:15,MADRUGADA (00-05),LURIGANCHO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-12-144,2022-12-11,2022,12:50,TARDE (12-17),COMAS,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-12-152,2022-12-12,2022,18:15,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-153,2022-12-13,2022,13:00,TARDE (12-17),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-154,2022-12-13,2022,21:10,NOCHE (18-23),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-230,2022-12-15,2022,21:50,NOCHE (18-23),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2022-12-155,2022-12-18,2022,03:00,MADRUGADA (00-05),LURIN,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-231,2022-12-18,2022,07:50,MANANA (06-11),LURIGANCHO,URBANA,AUTOPISTA,ESPECIAL,1,0,1,NO,SI
A-2022-12-156,2022-12-19,2022,02:00,MADRUGADA (00-05),PUENTE PIEDRA,URBANA,CARRETERA,DESPISTE,1,1,1,NO,NO
A-2022-12-157,2022-12-19,2022,09:25,MANANA (06-11),PUENTE PIEDRA,URBANA,CARRETERA,VOLCADURA,1,0,2,NO,NO
A-2022-12-158,2022-12-19,2022,22:00,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-159,2022-12-19,2022,23:45,NOCHE (18-23),LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-162,2022-12-20,2022,06:30,MANANA (06-11),RIMAC,URBANA,CARRETERA,VOLCADURA,1,0,1,NO,NO
A-2022-12-160,2022-12-20,2022,11:15,MANANA (06-11),CARABAYLLO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-161,2022-12-20,2022,14:15,TARDE (12-17),PUCUSANA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2022-12-163,2022-12-21,2022,07:30,MANANA (06-11),JESUS MARIA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-164,2022-12-21,2022,19:40,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-165,2022-12-21,2022,22:30,NOCHE (18-23),LURIN,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2022-12-167,2022-12-22,2022,13:30,TARDE (12-17),ATE,URBANA,AVENIDA,DESPISTE,2,5,1,NO,NO
A-2022-12-134,2022-12-23,2022,16:40,TARDE (12-17),CALLAO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-166,2022-12-23,2022,23:00,NOCHE (18-23),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-169,2022-12-25,2022,02:45,MADRUGADA (00-05),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-170,2022-12-25,2022,07:30,MANANA (06-11),BARRANCO,URBANA,AUTOPISTA,DESPISTE,1,0,1,NO,NO
A-2022-12-168,2022-12-25,2022,16:30,TARDE (12-17),LIMA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2022-12-171,2022-12-26,2022,14:30,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2022-12-131,2022-12-26,2022,15:56,TARDE (12-17),CALLAO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2022-12-172,2022-12-29,2022,09:40,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-232,2022-12-30,2022,02:38,MADRUGADA (00-05),ATE,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2022-12-215,2022-12-31,2022,23:15,NOCHE (18-23),ANCON,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-12-229,2022-12-31,2022,23:15,NOCHE (18-23),ANCON,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-01-130,2023-01-01,2023,04:30,MADRUGADA (00-05),LURIGANCHO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-01-131,2023-01-01,2023,10:50,MANANA (06-11),CHORRILLOS,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-01-157,2023-01-02,2023,00:50,MADRUGADA (00-05),RIMAC,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-01-132,2023-01-02,2023,03:30,MADRUGADA (00-05),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-01-136,2023-01-02,2023,04:10,MADRUGADA (00-05),PUENTE PIEDRA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-01-133,2023-01-03,2023,11:00,MANANA (06-11),COMAS,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2023-01-134,2023-01-04,2023,04:30,MADRUGADA (00-05),SANTIAGO DE SURCO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-01-347,2023-01-07,2023,04:40,MADRUGADA (00-05),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-01-135,2023-01-08,2023,10:00,MANANA (06-11),CIENEGUILLA,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2023-01-137,2023-01-12,2023,04:45,MADRUGADA (00-05),LIMA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-01-348,2023-01-13,2023,06:00,MANANA (06-11),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-01-138,2023-01-14,2023,01:15,MADRUGADA (00-05),COMAS,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-01-346,2023-01-17,2023,12:35,TARDE (12-17),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-01-139,2023-01-17,2023,17:10,TARDE (12-17),PUENTE PIEDRA,URBANA,CARRETERA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2023-01-140,2023-01-17,2023,23:00,NOCHE (18-23),ANCON,URBANA,CALLE,CHOQUE,1,0,2,NO,NO
A-2023-01-141,2023-01-18,2023,06:00,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2022-01-345,2023-01-18,2023,12:30,TARDE (12-17),SAN JUAN DE MIRAFLORES,URBANA,CALLE,CHOQUE,1,0,2,NO,SI
A-2023-01-143,2023-01-18,2023,23:30,NOCHE (18-23),COMAS,URBANA,AVENIDA,ATROPELLO FUGA,1,0,2,SI,NO
A-2023-01-144,2023-01-19,2023,05:45,MADRUGADA (00-05),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,2,0,2,NO,NO
A-2023-01-142,2023-01-19,2023,06:20,MANANA (06-11),VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-01-147,2023-01-21,2023,01:10,MADRUGADA (00-05),LURIGANCHO,URBANA,CARRETERA,DESPISTE,1,0,1,NO,SI
A-2023-01-146,2023-01-21,2023,02:30,MADRUGADA (00-05),SANTIAGO DE SURCO,URBANA,CARRETERA,DESPISTE,1,4,1,NO,NO
A-2023-01-145,2023-01-21,2023,06:20,MANANA (06-11),CHORRILLOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-01-148,2023-01-21,2023,19:20,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,CALLE,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2023-01-149,2023-01-22,2023,06:00,MANANA (06-11),ANCON,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-01-151,2023-01-22,2023,22:30,NOCHE (18-23),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-01-150,2023-01-23,2023,01:10,MADRUGADA (00-05),COMAS,URBANA,JIRÓN,DESPISTE,1,0,1,NO,SI
A-2023-01-152,2023-01-25,2023,07:30,MANANA (06-11),SAN ISIDRO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-01-153,2023-01-25,2023,12:50,TARDE (12-17),LINCE,URBANA,AVENIDA,ATROPELLO,1,9,2,NO,SI
A-2023-01-154,2023-01-25,2023,12:50,TARDE (12-17),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-01-155,2023-01-26,2023,07:30,MANANA (06-11),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-01-349,2023-01-26,2023,20:40,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-01-156,2023-01-28,2023,00:40,MADRUGADA (00-05),CARABAYLLO,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-01-161,2023-01-28,2023,06:17,MANANA (06-11),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-01-158,2023-01-29,2023,08:24,MANANA (06-11),LURIN,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-01-159,2023-01-29,2023,15:30,TARDE (12-17),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-01-160,2023-01-30,2023,01:10,MADRUGADA (00-05),VILLA EL SALVADOR,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-01-114,2023-01-30,2023,20:20,NOCHE (18-23),CALLAO,URBANA,AVENIDA,CHOQUE,1,1,2,NO,SI
A-2023-01-162,2023-01-31,2023,02:00,MADRUGADA (00-05),ATE,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-02-133,2023-02-02,2023,17:20,TARDE (12-17),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-02-134,2023-02-07,2023,09:30,MANANA (06-11),PUENTE PIEDRA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-02-135,2023-02-07,2023,20:40,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-02-136,2023-02-07,2023,20:45,NOCHE (18-23),PUCUSANA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-02-137,2023-02-07,2023,21:15,NOCHE (18-23),SANTA ANITA,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-02-138,2023-02-08,2023,15:10,TARDE (12-17),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-02-152,2023-02-11,2023,11:20,MANANA (06-11),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-02-139,2023-02-14,2023,13:00,TARDE (12-17),CHORRILLOS,URBANA,CALLE,DESPISTE,1,2,1,NO,NO
A-2023-02-140,2023-02-14,2023,23:50,NOCHE (18-23),LURIN,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-02-141,2023-02-15,2023,19:00,NOCHE (18-23),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-02-142,2023-02-16,2023,11:40,MANANA (06-11),LIMA,URBANA,JIRÓN,ATROPELLO,1,2,1,NO,NO
A-2023-02-143,2023-02-17,2023,06:20,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-02-144,2023-02-18,2023,06:00,MANANA (06-11),COMAS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-02-149,2023-02-20,2023,05:15,MADRUGADA (00-05),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-02-153,2023-02-20,2023,07:00,MANANA (06-11),SANTIAGO DE SURCO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-02-130,2023-02-20,2023,16:05,TARDE (12-17),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-02-145,2023-02-20,2023,19:12,NOCHE (18-23),PUEBLO LIBRE,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-02-146,2023-02-22,2023,10:50,MANANA (06-11),SAN BORJA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-02-147,2023-02-22,2023,21:41,NOCHE (18-23),RIMAC,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-02-120,2023-02-23,2023,06:30,MANANA (06-11),MI PERU,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-02-148,2023-02-23,2023,15:30,TARDE (12-17),LA VICTORIA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-02-150,2023-02-23,2023,19:00,NOCHE (18-23),BARRANCO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-03-131-A,2023-02-25,2023,08:15,MANANA (06-11),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-02-151,2023-02-26,2023,17:15,TARDE (12-17),RIMAC,URBANA,AVENIDA,CHOQUE,2,0,2,NO,NO
A-2023-03-131-B,2023-03-01,2023,05:30,MADRUGADA (00-05),LURIGANCHO,RURAL,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-03-132,2023-03-03,2023,03:40,MADRUGADA (00-05),CARABAYLLO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-03-133,2023-03-03,2023,11:30,MANANA (06-11),LIMA,URBANA,AVENIDA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2023-03-134,2023-03-04,2023,02:20,MADRUGADA (00-05),PUNTA HERMOSA,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-03-135,2023-03-05,2023,12:00,TARDE (12-17),CHORRILLOS,URBANA,AVENIDA,CHOQUE,1,2,2,NO,NO
A-2023-03-137,2023-03-07,2023,05:50,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-03-138,2023-03-08,2023,15:00,TARDE (12-17),LURIN,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-03-179,2023-03-09,2023,11:00,MANANA (06-11),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-03-139,2023-03-09,2023,13:30,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-03-140,2023-03-09,2023,14:00,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-03-141,2023-03-12,2023,22:30,NOCHE (18-23),CHORRILLOS,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-03-142,2023-03-13,2023,15:30,TARDE (12-17),ANCON,URBANA,CARRETERA,CAÍDA DE PASAJERO,1,0,1,NO,NO
A-2023-03-159,2023-03-13,2023,23:00,NOCHE (18-23),LIMA,URBANA,JIRÓN,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-03-143,2023-03-15,2023,00:15,MADRUGADA (00-05),SAN BORJA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-03-126,2023-03-15,2023,20:00,NOCHE (18-23),VENTANILLA,URBANA,AVENIDA,ATROPELLO,1,2,3,NO,SI
A-2023-03-144,2023-03-16,2023,22:30,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,NO
A-2023-03-112,2023-03-17,2023,09:50,MANANA (06-11),CALLAO,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-03-145,2023-03-17,2023,19:20,NOCHE (18-23),COMAS,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
