codigo_siniestro,fecha,anio,hora,franja_horaria,distrito,zona,tipo_via,clase_siniestro,cantidad_fallecidos,cantidad_lesionados,n_vehiculos,vehiculo_fugado,soat_no_vigente
A-2023-08-118,2023-08-18,2023,06:45,MANANA (06-11),CALLAO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-99,2023-08-18,2023,21:30,NOCHE (18-23),LURIN,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-08-166,2023-08-19,2023,07:00,MANANA (06-11),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-08-100,2023-08-20,2023,15:30,TARDE (12-17),ATE,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-08-167,2023-08-20,2023,17:40,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-101,2023-08-22,2023,15:40,TARDE (12-17),CHORRILLOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-102,2023-08-23,2023,06:30,MANANA (06-11),CHORRILLOS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-08-103,2023-08-24,2023,07:50,MANANA (06-11),COMAS,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2023-08-105,2023-08-24,2023,15:00,TARDE (12-17),RIMAC,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-104,2023-08-24,2023,23:00,NOCHE (18-23),PUNTA HERMOSA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,SI
A-2023-08-152,2023-08-26,2023,19:30,NOCHE (18-23),LA PERLA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-08-106,2023-08-27,2023,02:30,MADRUGADA (00-05),PUENTE PIEDRA,URBANA,AVENIDA,CHOQUE,1,3,2,NO,SI
A-2023-08-107,2023-08-27,2023,07:46,MANANA (06-11),ATE,URBANA,CARRETERA,DESPISTE,1,4,2,NO,NO
A-2023-08-108,2023-08-27,2023,17:45,TARDE (12-17),ATE,URBANA,AVENIDA,DESPISTE,1,3,1,NO,SI
A-2023-08-110,2023-08-28,2023,08:30,MANANA (06-11),ATE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-109,2023-08-28,2023,08:40,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-111,2023-08-28,2023,20:50,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,NO
A-2023-08-112,2023-08-28,2023,22:30,NOCHE (18-23),PACHACAMAC,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-08-113,2023-08-29,2023,19:30,NOCHE (18-23),VILLA EL SALVADOR,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-08-114,2023-08-30,2023,20:07,NOCHE (18-23),SAN BORJA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-08-115,2023-08-31,2023,02:30,MADRUGADA (00-05),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,2,1,1,NO,NO
A-2023-08-116,2023-08-31,2023,18:30,NOCHE (18-23),COMAS,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-08-117,2023-08-31,2023,23:20,NOCHE (18-23),CHACLACAYO,URBANA,CARRETERA,DESPISTE,1,1,1,NO,SI
A-2023-09-84,2023-09-02,2023,01:45,MADRUGADA (00-05),SAN BORJA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-09-85,2023-09-02,2023,20:56,NOCHE (18-23),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-09-120,2023-09-08,2023,11:00,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-09-121,2023-09-08,2023,18:00,NOCHE (18-23),VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-09-122,2023-09-08,2023,23:50,NOCHE (18-23),MIRAFLORES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-09-124,2023-09-09,2023,06:30,MANANA (06-11),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,CHOQUE,1,0,2,NO,SI
A-2023-09-125,2023-09-10,2023,18:20,NOCHE (18-23),BREÑA,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2023-09-123,2023-09-11,2023,03:40,MADRUGADA (00-05),PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,2,0,1,NO,SI
A-2023-09-126,2023-09-13,2023,00:30,MADRUGADA (00-05),RIMAC,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-09-127,2023-09-14,2023,09:00,MANANA (06-11),PUNTA NEGRA,RURAL,CARRETERA,CHOQUE,1,23,2,NO,NO
A-2023-09-128,2023-09-14,2023,18:00,NOCHE (18-23),LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,2,2,NO,SI
A-2023-09-129,2023-09-15,2023,19:40,NOCHE (18-23),SAN LUIS,URBANA,AVENIDA,CHOQUE FUGA,3,0,2,NO,NO
A-2023-09-130,2023-09-16,2023,01:40,MADRUGADA (00-05),SAN BORJA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-09-131,2023-09-16,2023,17:30,TARDE (12-17),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-09-132,2023-09-16,2023,19:50,NOCHE (18-23),SAN BORJA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-09-133,2023-09-19,2023,06:00,MANANA (06-11),LIMA,URBANA,JIRÓN,CHOQUE,1,0,2,NO,NO
A-2023-09-134,2023-09-19,2023,08:00,MANANA (06-11),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,CAÍDA DE PASAJERO,1,0,1,NO,SI
A-2023-09-135,2023-09-21,2023,11:20,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-09-137,2023-09-22,2023,09:45,MANANA (06-11),LIMA,URBANA,CARRETERA,CHOQUE,1,1,2,NO,NO
A-2023-09-136,2023-09-24,2023,02:00,MADRUGADA (00-05),SANTA ANITA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-09-138,2023-09-26,2023,01:30,MADRUGADA (00-05),RIMAC,URBANA,CARRETERA,VOLCADURA,1,0,1,NO,NO
A-2023-09-139,2023-09-26,2023,19:25,NOCHE (18-23),ANCON,URBANA,CARRETERA,ATROPELLO,1,1,1,NO,SI
A-2023-09-141,2023-09-27,2023,06:30,MANANA (06-11),COMAS,URBANA,CALLE,CHOQUE,1,1,2,NO,SI
A-2023-09-140,2023-09-27,2023,18:30,NOCHE (18-23),SANTA ANITA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-09-184,2023-09-28,2023,12:00,TARDE (12-17),CIENEGUILLA,URBANA,AVENIDA,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2023-09-142,2023-09-28,2023,19:30,NOCHE (18-23),CHACLACAYO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-09-145,2023-09-28,2023,21:00,NOCHE (18-23),CIENEGUILLA,RURAL,AVENIDA,CHOQUE CON OBJETO FIJO,1,0,1,NO,NO
A-2023-09-144,2023-09-29,2023,05:30,MADRUGADA (00-05),ANCON,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-09-183,2023-09-29,2023,05:30,MADRUGADA (00-05),ANCON,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-09-146,2023-09-29,2023,22:40,NOCHE (18-23),LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-09-147,2023-09-30,2023,19:45,NOCHE (18-23),SAN MIGUEL,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-10-95,2023-10-02,2023,12:35,TARDE (12-17),LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-96,2023-10-02,2023,19:00,NOCHE (18-23),INDEPENDENCIA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-10-180,2023-10-04,2023,10:48,MANANA (06-11),ATE,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-10-97,2023-10-04,2023,10:48,MANANA (06-11),ATE,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-10-179,2023-10-05,2023,07:30,MANANA (06-11),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-98,2023-10-06,2023,04:20,MADRUGADA (00-05),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-140,2023-10-07,2023,18:00,NOCHE (18-23),BELLAVISTA,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-10-9,2023-10-07,2023,19:00,NOCHE (18-23),VENTANILLA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-10-100,2023-10-09,2023,14:10,TARDE (12-17),LA VICTORIA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-99,2023-10-09,2023,18:35,NOCHE (18-23),SANTA ROSA,RURAL,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-101,2023-10-09,2023,19:30,NOCHE (18-23),SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2023-10-102,2023-10-10,2023,15:45,TARDE (12-17),MAGDALENA DEL MAR,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-10-103,2023-10-11,2023,23:00,NOCHE (18-23),SANTA ANITA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-104,2023-10-12,2023,06:45,MANANA (06-11),LURIGANCHO,RURAL,AUTOPISTA,CHOQUE,1,0,2,NO,NO
A-2023-10-105,2023-10-12,2023,14:00,TARDE (12-17),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-106,2023-10-12,2023,20:15,NOCHE (18-23),LURIN,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-10-107,2023-10-13,2023,03:55,MADRUGADA (00-05),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2023-10-11,2023-10-14,2023,04:20,MADRUGADA (00-05),CALLAO,URBANA,CARRETERA,ATROPELLO,1,0,2,NO,NO
A-2023-10-108,2023-10-15,2023,07:50,MANANA (06-11),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2023-10-109,2023-10-15,2023,11:00,MANANA (06-11),LINCE,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-112,2023-10-15,2023,20:05,NOCHE (18-23),SANTIAGO DE SURCO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-10-111,2023-10-15,2023,21:45,NOCHE (18-23),CHACLACAYO,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-10-113,2023-10-16,2023,10:20,MANANA (06-11),ANCON,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-10-114,2023-10-16,2023,12:00,TARDE (12-17),VILLA EL SALVADOR,URBANA,CALLE,ATROPELLO,1,0,1,NO,NO
A-2023-10-115,2023-10-18,2023,07:40,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,DESPISTE,1,8,1,NO,SI
A-2023-10-116,2023-10-18,2023,19:40,NOCHE (18-23),LA MOLINA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-10-139,2023-10-18,2023,20:15,NOCHE (18-23),CALLAO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,SI
A-2023-10-117,2023-10-19,2023,06:00,MANANA (06-11),INDEPENDENCIA,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2023-10-118,2023-10-21,2023,17:35,TARDE (12-17),COMAS,URBANA,AVENIDA,VOLCADURA,1,0,1,NO,NO
A-2023-10-119,2023-10-22,2023,02:10,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-10-120,2023-10-22,2023,05:50,MADRUGADA (00-05),PUNTA NEGRA,RURAL,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2023-10-121,2023-10-22,2023,12:40,TARDE (12-17),CHORRILLOS,URBANA,CARRETERA,CHOQUE,2,0,4,NO,NO
A-2023-10-124,2023-10-23,2023,07:00,MANANA (06-11),LURIN,RURAL,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-10-125,2023-10-24,2023,07:00,MANANA (06-11),LURIN,RURAL,CARRETERA,CHOQUE,2,0,2,NO,NO
A-2023-10-128,2023-10-25,2023,00:23,MADRUGADA (00-05),SURQUILLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-122,2023-10-25,2023,02:40,MADRUGADA (00-05),LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-10-127,2023-10-26,2023,05:45,MADRUGADA (00-05),SAN LUIS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-10-123,2023-10-27,2023,01:30,MADRUGADA (00-05),LOS OLIVOS,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-10-126,2023-10-27,2023,06:30,MANANA (06-11),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-10-129,2023-10-28,2023,02:00,MADRUGADA (00-05),LURIGANCHO,URBANA,CARRETERA,ATROPELLO,1,2,1,NO,NO
A-2023-10-130,2023-10-28,2023,04:30,MADRUGADA (00-05),EL AGUSTINO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-10-131,2023-10-29,2023,00:40,MADRUGADA (00-05),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2023-10-132,2023-10-29,2023,06:10,MANANA (06-11),RIMAC,URBANA,CARRETERA,CHOQUE,1,0,2,NO,SI
A-2023-10-93,2023-10-29,2023,12:10,TARDE (12-17),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-105,2023-11-01,2023,05:20,MADRUGADA (00-05),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-106,2023-11-01,2023,19:00,NOCHE (18-23),CHORRILLOS,URBANA,VIA EXPRESA,ESPECIAL,1,0,1,NO,NO
A-2023-11-107,2023-11-02,2023,04:40,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-108,2023-11-02,2023,05:00,MADRUGADA (00-05),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-109,2023-11-02,2023,11:45,MANANA (06-11),SAN BARTOLO,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-11-111,2023-11-02,2023,17:40,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-11-110,2023-11-02,2023,19:45,NOCHE (18-23),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-11-112,2023-11-03,2023,03:06,MADRUGADA (00-05),RIMAC,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-11-113,2023-11-05,2023,06:30,MANANA (06-11),COMAS,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-11-114,2023-11-06,2023,05:40,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-11-115,2023-11-08,2023,12:00,TARDE (12-17),LA VICTORIA,URBANA,JIRÓN,ATROPELLO,1,0,1,NO,NO
A-2023-11-116,2023-11-09,2023,17:40,TARDE (12-17),CARABAYLLO,URBANA,CARRETERA,CHOQUE FUGA,1,0,2,NO,NO
A-2023-11-117,2023-11-11,2023,22:10,NOCHE (18-23),CARABAYLLO,RURAL,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-11-118,2023-11-12,2023,10:20,MANANA (06-11),SANTIAGO DE SURCO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-119,2023-11-12,2023,20:20,NOCHE (18-23),LURIN,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-11-177,2023-11-14,2023,20:45,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,CARRETERA,CHOQUE,1,0,3,NO,NO
A-2023-11-120,2023-11-15,2023,06:15,MANANA (06-11),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-122,2023-11-15,2023,07:20,MANANA (06-11),CARABAYLLO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-121,2023-11-15,2023,11:40,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,CALLE,ESPECIAL,1,0,1,NO,NO
A-2023-11-123,2023-11-15,2023,17:10,TARDE (12-17),SAN JUAN DE LURIGANCHO,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2023-11-149,2023-11-16,2023,12:10,TARDE (12-17),CALLAO,URBANA,AVENIDA,ATROPELLO,1,1,1,NO,NO
A-2023-11-124,2023-11-18,2023,00:20,MADRUGADA (00-05),INDEPENDENCIA,URBANA,CARRETERA,DESPISTE,1,0,1,NO,NO
A-2023-11-125,2023-11-18,2023,07:10,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,CALLE,DESPISTE,1,1,1,NO,NO
A-2023-11-126,2023-11-19,2023,05:30,MADRUGADA (00-05),SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-11-127,2023-11-19,2023,14:15,TARDE (12-17),ANCON,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-11-128,2023-11-20,2023,17:20,TARDE (12-17),LURIN,URBANA,CARRETERA,CHOQUE,2,0,2,NO,NO
A-2023-11-129,2023-11-21,2023,03:10,MADRUGADA (00-05),SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-11-130,2023-11-22,2023,23:30,NOCHE (18-23),PUENTE PIEDRA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-11-131,2023-11-24,2023,12:45,TARDE (12-17),PUENTE PIEDRA,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,NO,SI
A-2023-11-132,2023-11-25,2023,01:30,MADRUGADA (00-05),PUNTA NEGRA,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-11-189,2023-11-25,2023,08:40,MANANA (06-11),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-133,2023-11-26,2023,00:30,MADRUGADA (00-05),LURIN,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-11-135,2023-11-27,2023,17:45,TARDE (12-17),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-11-137,2023-11-27,2023,20:20,NOCHE (18-23),CHORRILLOS,URBANA,CARRETERA,CHOQUE,1,0,2,SI,NO
A-2023-11-136,2023-11-27,2023,20:30,NOCHE (18-23),COMAS,URBANA,AVENIDA,DESPISTE,1,6,1,NO,NO
A-2023-11-134,2023-11-27,2023,21:10,NOCHE (18-23),PUNTA NEGRA,RURAL,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-11-138,2023-11-28,2023,04:40,MADRUGADA (00-05),RIMAC,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-11-150,2023-11-29,2023,10:30,MANANA (06-11),VENTANILLA,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-12-88,2023-12-02,2023,16:30,TARDE (12-17),PUENTE PIEDRA,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-12-89,2023-12-02,2023,19:20,NOCHE (18-23),CARABAYLLO,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,SI
A-2023-12-90,2023-12-04,2023,00:23,MADRUGADA (00-05),COMAS,URBANA,AVENIDA,DESPISTE,1,0,1,NO,NO
A-2023-12-91,2023-12-04,2023,02:30,MADRUGADA (00-05),LOS OLIVOS,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-12-92,2023-12-04,2023,18:30,NOCHE (18-23),ATE,URBANA,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-12-146,2023-12-06,2023,12:30,TARDE (12-17),BELLAVISTA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-12-95,2023-12-06,2023,17:00,TARDE (12-17),ATE,URBANA,OTRO,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-12-93,2023-12-07,2023,23:50,NOCHE (18-23),VILLA EL SALVADOR,RURAL,CARRETERA,ATROPELLO,1,1,1,NO,NO
A-2023-12-94,2023-12-08,2023,19:15,NOCHE (18-23),LOS OLIVOS,URBANA,CARRETERA,CHOQUE,1,0,2,NO,NO
A-2023-12-96,2023-12-09,2023,04:20,MADRUGADA (00-05),CARABAYLLO,URBANA,AVENIDA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-12-97,2023-12-09,2023,20:55,NOCHE (18-23),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-12-98,2023-12-10,2023,22:40,NOCHE (18-23),LIMA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-12-99,2023-12-11,2023,10:30,MANANA (06-11),LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-12-100,2023-12-11,2023,18:20,NOCHE (18-23),COMAS,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-12-101,2023-12-12,2023,10:00,MANANA (06-11),VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-12-103,2023-12-14,2023,05:45,MADRUGADA (00-05),SAN BARTOLO,RURAL,CARRETERA,CHOQUE,2,1,2,NO,NO
A-2023-12-102,2023-12-14,2023,06:30,MANANA (06-11),LURIN,RURAL,CARRETERA,DESPISTE,3,8,1,NO,NO
A-2023-12-104,2023-12-17,2023,07:00,MANANA (06-11),SAN JUAN DE LURIGANCHO,URBANA,AUTOPISTA,DESPISTE,1,0,1,NO,SI
A-2023-12-105,2023-12-18,2023,08:30,MANANA (06-11),LIMA,URBANA,JIRÓN,CHOQUE,2,0,2,NO,NO
A-2023-12-107,2023-12-18,2023,16:00,TARDE (12-17),PUEBLO LIBRE,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
A-2023-12-106,2023-12-18,2023,22:15,NOCHE (18-23),SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-12-108,2023-12-19,2023,18:00,NOCHE (18-23),SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,SI
A-2023-12-109,2023-12-22,2023,17:45,TARDE (12-17),LIMA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-12-110,2023-12-23,2023,04:30,MADRUGADA (00-05),INDEPENDENCIA,URBANA,CARRETERA,ATROPELLO FUGA,1,0,1,SI,NO
A-2023-12-111,2023-12-23,2023,17:30,TARDE (12-17),SANTA ANITA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-12-112,2023-12-23,2023,22:00,NOCHE (18-23),LURIN,RURAL,CARRETERA,CHOQUE,1,0,2,NO,SI
A-2023-12-147,2023-12-24,2023,02:30,MADRUGADA (00-05),LA PERLA,URBANA,CARRETERA,DESPISTE,1,1,1,NO,NO
A-2023-12-113,2023-12-25,2023,05:45,MADRUGADA (00-05),SANTIAGO DE SURCO,URBANA,JIRÓN,DESPISTE,1,0,1,NO,NO
A-2023-12-164,2023-12-25,2023,14:00,TARDE (12-17),ANCON,RURAL,CARRETERA,DESPISTE,1,1,1,NO,NO
A-2023-12-114,2023-12-26,2023,06:00,MANANA (06-11),CHORRILLOS,URBANA,VIA EXPRESA,DESPISTE,1,1,1,NO,NO
A-2023-12-115,2023-12-27,2023,16:40,TARDE (12-17),LOS OLIVOS,URBANA,AVENIDA,CHOQUE,1,1,2,NO,NO
A-2023-12-116,2023-12-27,2023,19:30,NOCHE (18-23),PUNTA HERMOSA,RURAL,CARRETERA,DESPISTE,1,0,2,NO,NO
A-2023-12-117,2023-12-28,2023,21:10,NOCHE (18-23),SAN BARTOLO,RURAL,CARRETERA,ATROPELLO,1,0,1,NO,NO
A-2023-12-118,2023-12-29,2023,21:10,NOCHE (18-23),SURQUILLO,URBANA,CALLE,ATROPELLO,1,0,1,NO,NO
A-2023-12-120,2023-12-30,2023,08:30,MANANA (06-11),LA VICTORIA,URBANA,AVENIDA,ATROPELLO,1,0,1,NO,NO
A-2023-12-119,2023-12-30,2023,11:52,MANANA (06-11),SAN MIGUEL,URBANA,AVENIDA,CHOQUE,1,0,2,NO,NO
