codigo_siniestro,codigo_persona,tipo_persona,gravedad,sexo,edad,vehiculo
A-2022-08-157,P-2022-08-157-1-2,PASAJERO,FALLECIDO,MASCULINO,,TRIMOTO PASAJERO
A-2022-08-158,P-2022-08-158-1-1,CONDUCTOR,ILESO,MASCULINO,29,AUTOMÓVIL
A-2022-08-158,P-2022-08-158-1-2,PEATÓN,FALLECIDO,FEMENINO,19,AUTOMÓVIL
A-2022-08-159,P-2022-08-159-1-1,CONDUCTOR,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2022-08-160,P-2022-08-160-1-1,CONDUCTOR,ILESO,MASCULINO,30,ÓMNIBUS
A-2022-08-160,P-2022-08-160-1-2,PEATÓN,FALLECIDO,MASCULINO,72,ÓMNIBUS
A-2022-08-161,P-2022-08-161-1-1,SIN CONDUCTOR,NO SE CONOCE,MASCULINO,,AUTOMÓVIL
A-2022-08-161,P-2022-08-161-1-2,PASAJERO,FALLECIDO,MASCULINO,20,AUTOMÓVIL
A-2022-08-161,P-2022-08-161-1-3,PASAJERO,LESIONADO,MASCULINO,46,AUTOMÓVIL
A-2022-08-161,P-2022-08-161-2-1,CONDUCTOR,ILESO,MASCULINO,47,CAMIÓN
A-2022-08-162,P-2022-08-162-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-08-162,P-2022-08-162-2-1,CONDUCTOR,FALLECIDO,MASCULINO,33,MOTOCICLETA
A-2022-08-163,P-2022-08-163-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-08-163,P-2022-08-163-1-2,PEATÓN,FALLECIDO,MASCULINO,66,VEHICULO NO IDENTIFICADO
A-2022-08-164,P-2022-08-164-1-1,CONDUCTOR,ILESO,MASCULINO,28,AUTOMÓVIL
A-2022-08-164,P-2022-08-164-2-1,CONDUCTOR,FALLECIDO,MASCULINO,23,MOTOCICLETA
A-2022-08-164,P-2022-08-164-2-2,PASAJERO,LESIONADO,MASCULINO,23,MOTOCICLETA
A-2022-08-165,P-2022-08-165-1-1,CONDUCTOR,ILESO,MASCULINO,41,MINIBUS
A-2022-08-165,P-2022-08-165-1-2,PEATÓN,FALLECIDO,FEMENINO,44,MINIBUS
A-2022-08-166,P-2022-08-166-1-1,CONDUCTOR,ILESO,MASCULINO,38,CAMIÓN
A-2022-08-166,P-2022-08-166-2-1,CONDUCTOR,ILESO,MASCULINO,33,TRIMOTO PASAJERO
A-2022-08-166,P-2022-08-166-2-2,PASAJERO,FALLECIDO,FEMENINO,46,TRIMOTO PASAJERO
A-2022-08-166,P-2022-08-166-2-3,PASAJERO,FALLECIDO,FEMENINO,14,TRIMOTO PASAJERO
A-2022-08-167,P-2022-08-167-1-1,CONDUCTOR,ILESO,MASCULINO,30,AUTOMÓVIL
A-2022-08-167,P-2022-08-167-1-2,PASAJERO,FALLECIDO,FEMENINO,79,AUTOMÓVIL
A-2022-08-168,P-2022-08-168-1-1,CONDUCTOR,ILESO,MASCULINO,46,STATION WAGON
A-2022-08-168,P-2022-08-168-1-2,PEATÓN,FALLECIDO,MASCULINO,20,STATION WAGON
A-2022-08-169,P-2022-08-169-1-1,CONDUCTOR,ILESO,MASCULINO,58,AUTOMÓVIL
A-2022-08-169,P-2022-08-169-2-1,CONDUCTOR,FALLECIDO,MASCULINO,54,TRIMOTO PASAJERO
A-2022-08-170,P-2022-08-170-1-1,CONDUCTOR,ILESO,MASCULINO,43,ÓMNIBUS
A-2022-08-170,P-2022-08-170-1-2,PEATÓN,FALLECIDO,MASCULINO,90,ÓMNIBUS
A-2022-08-2,P-2022-08-2-1-1,CONDUCTOR,LESIONADO,MASCULINO,22,CAMIÓN
A-2022-08-2,P-2022-08-2-1-2,PASAJERO,FALLECIDO,FEMENINO,58,CAMIÓN
A-2022-08-212,P-2022-08-212-1-1,CONDUCTOR,FALLECIDO,MASCULINO,35,MOTOCICLETA
A-2022-08-274,P-2022-08-274-1-1,CONDUCTOR,ILESO,MASCULINO,32,AUTOMÓVIL
A-2022-08-274,P-2022-08-274-2-1,CONDUCTOR,FALLECIDO,FEMENINO,49,TRICICLO NO MOTORIZADO
A-2022-09-150,P-2022-09-150-1-1,CONDUCTOR,LESIONADO,MASCULINO,50,CAMIONETA PICK UP
A-2022-09-150,P-2022-09-150-1-2,PASAJERO,FALLECIDO,MASCULINO,68,CAMIONETA PICK UP
A-2022-09-151,P-2022-09-151-1-1,CONDUCTOR,ILESO,MASCULINO,48,ÓMNIBUS
A-2022-09-151,P-2022-09-151-1-2,PEATÓN,FALLECIDO,FEMENINO,57,ÓMNIBUS
A-2022-09-152,P-2022-09-152-1-1,CONDUCTOR,ILESO,MASCULINO,46,TRIMOTO PASAJERO
A-2022-09-152,P-2022-09-152-1-2,PASAJERO,FALLECIDO,FEMENINO,37,TRIMOTO PASAJERO
A-2022-09-153,P-2022-09-153-1-1,CONDUCTOR,FALLECIDO,MASCULINO,26,MOTOCICLETA
A-2022-09-154,P-2022-09-154-1-1,CONDUCTOR,FALLECIDO,MASCULINO,32,MOTOCICLETA
A-2022-09-155,P-2022-09-155-1-1,CONDUCTOR,ILESO,MASCULINO,50,CAMIÓN
A-2022-09-155,P-2022-09-155-2-1,CONDUCTOR,FALLECIDO,NO INDICA,,TRIMOTO PASAJERO
A-2022-09-156,P-2022-09-156-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-09-156,P-2022-09-156-1-2,PEATÓN,FALLECIDO,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-09-157,P-2022-09-157-1-1,CONDUCTOR,LESIONADO,MASCULINO,29,MOTOCICLETA
A-2022-09-157,P-2022-09-157-1-2,PASAJERO,FALLECIDO,FEMENINO,30,MOTOCICLETA
A-2022-09-157,P-2022-09-157-2-1,CONDUCTOR,ILESO,MASCULINO,46,MINIBUS
A-2022-09-158,P-2022-09-158-1-1,CONDUCTOR,FALLECIDO,MASCULINO,35,MOTOCICLETA
A-2022-09-180,P-2022-09-180-1-1,CONDUCTOR,ILESO,MASCULINO,26,AUTOMÓVIL
A-2022-09-180,P-2022-09-180-1-2,PEATÓN,FALLECIDO,MASCULINO,83,AUTOMÓVIL
A-2022-09-181,P-2022-09-181-1-1,CONDUCTOR,FALLECIDO,MASCULINO,35,MOTOCICLETA
A-2022-09-181,P-2022-09-181-2-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-09-181,P-2022-09-181-3-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-09-182,P-2022-09-182-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-09-182,P-2022-09-182-1-2,PEATÓN,FALLECIDO,MASCULINO,34,VEHICULO NO IDENTIFICADO
A-2022-09-195,P-2022-09-195-1-1,CONDUCTOR,ILESO,MASCULINO,57,MINIBUS
A-2022-09-195,P-2022-09-195-1-2,PEATÓN,FALLECIDO,MASCULINO,,MINIBUS
A-2022-09-196,P-2022-09-196-1-1,CONDUCTOR,FALLECIDO,NO INDICA,,AUTOMÓVIL
A-2022-09-196,P-2022-09-196-1-2,PASAJERO,LESIONADO,MASCULINO,,AUTOMÓVIL
A-2022-09-196,P-2022-09-196-1-3,PASAJERO,LESIONADO,MASCULINO,,AUTOMÓVIL
A-2022-09-197,P-2022-09-197-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-09-197,P-2022-09-197-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2022-09-198,P-2022-09-198-1-1,CONDUCTOR,ILESO,MASCULINO,45,CAMIONETA RURAL
A-2022-09-198,P-2022-09-198-1-2,PEATÓN,FALLECIDO,MASCULINO,46,CAMIONETA RURAL
A-2022-09-199,P-2022-09-199-1-1,CONDUCTOR,ILESO,MASCULINO,69,STATION WAGON
A-2022-09-199,P-2022-09-199-1-2,PEATÓN,FALLECIDO,MASCULINO,,STATION WAGON
A-2022-09-200,P-2022-09-200-1-1,CONDUCTOR,ILESO,MASCULINO,53,AUTOMÓVIL
A-2022-09-200,P-2022-09-200-1-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2022-09-202,P-2022-09-202-1-1,CONDUCTOR,ILESO,MASCULINO,42,ÓMNIBUS
A-2022-09-202,P-2022-09-202-2-1,CONDUCTOR,FALLECIDO,MASCULINO,32,MOTOCICLETA
A-2022-09-203,P-2022-09-203-1-1,CONDUCTOR,ILESO,MASCULINO,45,ÓMNIBUS
A-2022-09-203,P-2022-09-203-1-2,PEATÓN,FALLECIDO,MASCULINO,86,ÓMNIBUS
A-2022-09-204,P-2022-09-204-1-1,CONDUCTOR,LESIONADO,MASCULINO,40,CAMIONETA RURAL
A-2022-09-204,P-2022-09-204-1-2,PEATÓN,FALLECIDO,FEMENINO,54,CAMIONETA RURAL
A-2022-09-204,P-2022-09-204-1-3,PASAJERO,LESIONADO,FEMENINO,32,CAMIONETA RURAL
A-2022-09-204,P-2022-09-204-1-4,PASAJERO,LESIONADO,MASCULINO,31,CAMIONETA RURAL
A-2022-09-204,P-2022-09-204-2-1,CONDUCTOR,ILESO,MASCULINO,30,CAMIONETA RURAL
A-2022-09-205,P-2022-09-205-1-1,CONDUCTOR,ILESO,MASCULINO,44,ÓMNIBUS
A-2022-09-205,P-2022-09-205-2-1,CONDUCTOR,FALLECIDO,MASCULINO,26,MOTOCICLETA
A-2022-09-206,P-2022-09-206-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-09-206,P-2022-09-206-1-2,PEATÓN,FALLECIDO,MASCULINO,39,VEHICULO NO IDENTIFICADO
A-2022-09-207,P-2022-09-207-1-1,CONDUCTOR,FALLECIDO,MASCULINO,22,MOTOCICLETA
A-2022-09-207,P-2022-09-207-1-2,PASAJERO,LESIONADO,FEMENINO,21,MOTOCICLETA
A-2022-09-208,P-2022-09-208-1-1,CONDUCTOR,ILESO,MASCULINO,68,AUTOMÓVIL
A-2022-09-208,P-2022-09-208-1-2,PEATÓN,FALLECIDO,FEMENINO,74,AUTOMÓVIL
A-2022-09-274,P-2022-09-274-1-1,CONDUCTOR,ILESO,MASCULINO,23,AUTOMÓVIL
A-2022-09-274,P-2022-09-274-2-1,CONDUCTOR,FALLECIDO,MASCULINO,64,STATION WAGON
A-2022-10-117,P-2022-10-117-1-1,CONDUCTOR,ILESO,MASCULINO,42,CAMIÓN
A-2022-10-117,P-2022-10-117-1-2,PASAJERO,FALLECIDO,FEMENINO,50,CAMIÓN
A-2022-10-121,P-2022-10-121-1-1,CONDUCTOR,ILESO,MASCULINO,57,REMOLCADOR-SEMIREMOLQUE
A-2022-10-121,P-2022-10-121-1-2,PEATÓN,FALLECIDO,MASCULINO,88,REMOLCADOR-SEMIREMOLQUE
A-2022-10-122,P-2022-10-122-1-1,CONDUCTOR,ILESO,MASCULINO,20,AUTOMÓVIL
A-2022-10-122,P-2022-10-122-1-2,PEATÓN,FALLECIDO,MASCULINO,51,AUTOMÓVIL
A-2022-10-123,P-2022-10-123-1-1,CONDUCTOR,ILESO,MASCULINO,28,AUTOMÓVIL
A-2022-10-123,P-2022-10-123-1-2,PEATÓN,FALLECIDO,MASCULINO,79,AUTOMÓVIL
A-2022-10-126,P-2022-10-126-1-1,CONDUCTOR,ILESO,MASCULINO,26,MOTOCICLETA
A-2022-10-126,P-2022-10-126-1-2,PASAJERO,FALLECIDO,FEMENINO,22,MOTOCICLETA
A-2022-10-128,P-2022-10-128-1-1,CONDUCTOR,ILESO,MASCULINO,40,CAMIONETA RURAL
A-2022-10-128,P-2022-10-128-1-2,PASAJERO,LESIONADO,MASCULINO,53,CAMIONETA RURAL
A-2022-10-128,P-2022-10-128-2-1,CONDUCTOR,FALLECIDO,MASCULINO,26,AUTOMÓVIL
A-2022-10-129,P-2022-10-129-1-1,CONDUCTOR,ILESO,MASCULINO,25,AUTOMÓVIL
A-2022-10-129,P-2022-10-129-2-1,CONDUCTOR,NO SE CONOCE,NO INDICA,,TRIMOTO PASAJERO
A-2022-10-129,P-2022-10-129-2-2,PASAJERO,FALLECIDO,MASCULINO,1,TRIMOTO PASAJERO
A-2022-10-129,P-2022-10-129-2-3,PASAJERO,LESIONADO,MASCULINO,25,TRIMOTO PASAJERO
A-2022-10-130,P-2022-10-130-1-1,CONDUCTOR,ILESO,MASCULINO,73,CAMIÓN
A-2022-10-130,P-2022-10-130-2-1,CONDUCTOR,FALLECIDO,MASCULINO,32,MOTOCICLETA
A-2022-10-132,P-2022-10-132-1-1,CONDUCTOR,ILESO,MASCULINO,33,CAMIÓN
A-2022-10-132,P-2022-10-132-1-2,PASAJERO,FALLECIDO,FEMENINO,38,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-1,CONDUCTOR,FALLECIDO,MASCULINO,50,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-2,PASAJERO,FALLECIDO,FEMENINO,13,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-3,PASAJERO,FALLECIDO,MASCULINO,7,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-4,PASAJERO,FALLECIDO,MASCULINO,55,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-5,PASAJERO,FALLECIDO,NO INDICA,,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-6,PASAJERO,FALLECIDO,NO INDICA,,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-7,PASAJERO,LESIONADO,MASCULINO,46,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-8,PASAJERO,LESIONADO,MASCULINO,72,CAMIONETA RURAL
A-2022-10-132,P-2022-10-132-2-9,PASAJERO,LESIONADO,NO INDICA,,CAMIONETA RURAL
A-2022-10-133,P-2022-10-133-1-1,CONDUCTOR,FALLECIDO,MASCULINO,51,MOTOCICLETA
A-2022-10-134,P-2022-10-134-1-1,CONDUCTOR,ILESO,MASCULINO,24,CAMIONETA RURAL
A-2022-10-134,P-2022-10-134-1-2,PEATÓN,FALLECIDO,MASCULINO,48,CAMIONETA RURAL
A-2022-10-135,P-2022-10-135-1-1,CONDUCTOR,LESIONADO,MASCULINO,29,MOTOCICLETA
A-2022-10-135,P-2022-10-135-2-1,CONDUCTOR,LESIONADO,MASCULINO,24,TRIMOTO PASAJERO
A-2022-10-135,P-2022-10-135-2-2,PASAJERO,FALLECIDO,FEMENINO,2,TRIMOTO PASAJERO
A-2022-10-136,P-2022-10-136-1-1,CONDUCTOR,ILESO,MASCULINO,61,ÓMNIBUS
A-2022-10-136,P-2022-10-136-1-2,PEATÓN,FALLECIDO,FEMENINO,72,ÓMNIBUS
A-2022-10-137,P-2022-10-137-1-1,CONDUCTOR,ILESO,MASCULINO,18,REMOLCADOR
A-2022-10-137,P-2022-10-137-1-2,PEATÓN,FALLECIDO,MASCULINO,9,REMOLCADOR
A-2022-10-138,P-2022-10-138-1-1,CONDUCTOR,ILESO,MASCULINO,50,REMOLCADOR
A-2022-10-138,P-2022-10-138-1-2,PEATÓN,FALLECIDO,FEMENINO,59,REMOLCADOR
A-2022-10-139,P-2022-10-139-1-1,CONDUCTOR,ILESO,MASCULINO,39,AUTOMÓVIL
A-2022-10-139,P-2022-10-139-1-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2022-10-142,P-2022-10-142-1-1,CONDUCTOR,ILESO,MASCULINO,46,CAMIÓN
A-2022-10-142,P-2022-10-142-1-2,PEATÓN,FALLECIDO,MASCULINO,65,CAMIÓN
A-2022-10-143,P-2022-10-143-1-1,CONDUCTOR,FALLECIDO,MASCULINO,33,MOTOCICLETA
A-2022-10-144,P-2022-10-144-1-1,CONDUCTOR,ILESO,MASCULINO,28,CAMIÓN
A-2022-10-144,P-2022-10-144-1-2,PEATÓN,FALLECIDO,MASCULINO,74,CAMIÓN
A-2022-10-146,P-2022-10-146-1-1,CONDUCTOR,NO SE CONOCE,NO INDICA,,AUTOMÓVIL
A-2022-10-146,P-2022-10-146-2-1,CONDUCTOR,FALLECIDO,MASCULINO,44,TRIMOTO PASAJERO
A-2022-10-146,P-2022-10-146-2-2,PASAJERO,LESIONADO,FEMENINO,40,TRIMOTO PASAJERO
A-2022-10-147,P-2022-10-147-1-1,CONDUCTOR,ILESO,MASCULINO,29,CAMIÓN
A-2022-10-147,P-2022-10-147-1-2,PEATÓN,FALLECIDO,MASCULINO,15,CAMIÓN
A-2022-10-148,P-2022-10-148-1-1,CONDUCTOR,ILESO,MASCULINO,31,CAMIONETA PICK UP
A-2022-10-148,P-2022-10-148-1-2,PEATÓN,FALLECIDO,MASCULINO,62,CAMIONETA PICK UP
A-2022-10-148,P-2022-10-148-2-1,CONDUCTOR,ILESO,MASCULINO,38,AUTOMÓVIL
A-2022-10-217,P-2022-10-217-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-10-217,P-2022-10-217-1-2,PEATÓN,FALLECIDO,MASCULINO,33,VEHICULO NO IDENTIFICADO
A-2022-11-119,P-2022-11-119-1-1,CONDUCTOR,ILESO,MASCULINO,52,REMOLCADOR-SEMIREMOLQUE
A-2022-11-119,P-2022-11-119-2-1,CONDUCTOR,FALLECIDO,MASCULINO,22,MOTOCICLETA
A-2022-11-122,P-2022-11-122-1-1,CONDUCTOR,ILESO,FEMENINO,35,AUTOMÓVIL
A-2022-11-122,P-2022-11-122-1-2,PEATÓN,FALLECIDO,FEMENINO,57,AUTOMÓVIL
A-2022-11-122,P-2022-11-122-1-3,PEATÓN,LESIONADO,FEMENINO,9,AUTOMÓVIL
A-2022-11-133,P-2022-11-133-1-1,CONDUCTOR,ILESO,FEMENINO,45,CAMIÓN
A-2022-11-133,P-2022-11-133-1-2,PEATÓN,FALLECIDO,MASCULINO,88,CAMIÓN
A-2022-11-134,P-2022-11-134-1-1,CONDUCTOR,FALLECIDO,MASCULINO,32,MOTOCICLETA
A-2022-11-134,P-2022-11-134-1-2,PASAJERO,LESIONADO,FEMENINO,28,MOTOCICLETA
A-2022-11-135,P-2022-11-135-1-1,CONDUCTOR,ILESO,MASCULINO,18,AUTOMÓVIL
A-2022-11-135,P-2022-11-135-1-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2022-11-136,P-2022-11-136-1-1,CONDUCTOR,FALLECIDO,MASCULINO,24,MOTOCICLETA
A-2022-11-137,P-2022-11-137-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-11-137,P-2022-11-137-1-2,PEATÓN,FALLECIDO,MASCULINO,72,VEHICULO NO IDENTIFICADO
A-2022-11-138,P-2022-11-138-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,CAMIÓN
A-2022-11-138,P-2022-11-138-2-1,CONDUCTOR,FALLECIDO,MASCULINO,21,MOTOCICLETA
A-2022-11-139,P-2022-11-139-1-1,CONDUCTOR,ILESO,MASCULINO,37,AUTOMÓVIL
A-2022-11-139,P-2022-11-139-2-1,CONDUCTOR,FALLECIDO,MASCULINO,54,OTRO
A-2022-11-140,P-2022-11-140-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-11-140,P-2022-11-140-1-2,PEATÓN,FALLECIDO,MASCULINO,57,VEHICULO NO IDENTIFICADO
A-2022-11-141,P-2022-11-141-1-1,CONDUCTOR,ILESO,MASCULINO,54,CAMIÓN
A-2022-11-141,P-2022-11-141-2-1,CONDUCTOR,LESIONADO,MASCULINO,37,AUTOMÓVIL
A-2022-11-141,P-2022-11-141-2-2,PASAJERO,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2022-11-142,P-2022-11-142-1-1,CONDUCTOR,FALLECIDO,MASCULINO,26,BICICLETA
A-2022-11-143,P-2022-11-143-1-1,CONDUCTOR,ILESO,MASCULINO,34,ÓMNIBUS
A-2022-11-143,P-2022-11-143-1-2,PEATÓN,FALLECIDO,MASCULINO,,ÓMNIBUS
A-2022-11-144,P-2022-11-144-1-1,CONDUCTOR,ILESO,MASCULINO,29,ÓMNIBUS
A-2022-11-144,P-2022-11-144-1-2,PEATÓN,FALLECIDO,NO INDICA,,ÓMNIBUS
A-2022-11-145,P-2022-11-145-1-1,CONDUCTOR,LESIONADO,MASCULINO,25,AUTOMÓVIL
A-2022-11-145,P-2022-11-145-1-2,PASAJERO,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2022-11-145,P-2022-11-145-2-1,CONDUCTOR,ILESO,MASCULINO,44,CAMIÓN
A-2022-11-146,P-2022-11-146-1-1,CONDUCTOR,ILESO,MASCULINO,39,MINIBUS
A-2022-11-146,P-2022-11-146-1-2,PEATÓN,FALLECIDO,MASCULINO,22,MINIBUS
A-2022-11-146,P-2022-11-146-1-3,PEATÓN,LESIONADO,FEMENINO,21,MINIBUS
A-2022-11-147,P-2022-11-147-1-1,CONDUCTOR,ILESO,MASCULINO,41,REMOLCADOR-SEMIREMOLQUE
A-2022-11-147,P-2022-11-147-1-2,PEATÓN,FALLECIDO,FEMENINO,18,REMOLCADOR-SEMIREMOLQUE
A-2022-11-148,P-2022-11-148-1-1,CONDUCTOR,ILESO,MASCULINO,39,CAMIONETA RURAL
A-2022-11-148,P-2022-11-148-2-1,CONDUCTOR,ILESO,MASCULINO,34,CAMIONETA RURAL
A-2022-11-148,P-2022-11-148-2-2,PEATÓN,FALLECIDO,FEMENINO,46,CAMIONETA RURAL
A-2022-11-149,P-2022-11-149-1-1,CONDUCTOR,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2022-11-150,P-2022-11-150-1-1,CONDUCTOR,ILESO,MASCULINO,48,CAMIÓN
A-2022-11-150,P-2022-11-150-1-2,PEATÓN,FALLECIDO,MASCULINO,27,CAMIÓN
A-2022-11-151,P-2022-11-151-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-11-151,P-2022-11-151-1-2,PASAJERO,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2022-11-152,P-2022-11-152-1-1,CONDUCTOR,FALLECIDO,MASCULINO,51,MOTOCICLETA
A-2022-11-153,P-2022-11-153-1-1,CONDUCTOR,FALLECIDO,MASCULINO,33,MOTOCICLETA
A-2022-11-154,P-2022-11-154-1-1,CONDUCTOR,FALLECIDO,MASCULINO,34,MOTOCICLETA
A-2022-11-155,P-2022-11-155-1-1,CONDUCTOR,FALLECIDO,MASCULINO,74,CAMIONETA PANEL
A-2022-11-155,P-2022-11-155-1-2,PASAJERO,LESIONADO,FEMENINO,22,CAMIONETA PANEL
A-2022-11-155,P-2022-11-155-1-3,PASAJERO,LESIONADO,MASCULINO,31,CAMIONETA PANEL
A-2022-11-155,P-2022-11-155-1-4,PASAJERO,LESIONADO,FEMENINO,19,CAMIONETA PANEL
A-2022-11-155,P-2022-11-155-2-1,CONDUCTOR,ILESO,MASCULINO,35,SEMIREMOLQUE
A-2022-11-155,P-2022-11-155-3-1,CONDUCTOR,ILESO,MASCULINO,32,REMOLCADOR
A-2022-11-156,P-2022-11-156-1-1,CONDUCTOR,ILESO,MASCULINO,34,AUTOMÓVIL
A-2022-11-156,P-2022-11-156-1-2,PEATÓN,FALLECIDO,FEMENINO,36,AUTOMÓVIL
A-2022-11-157,P-2022-11-157-1-1,CONDUCTOR,ILESO,MASCULINO,30,TRIMOTO PASAJERO
A-2022-11-157,P-2022-11-157-1-2,PASAJERO,LESIONADO,FEMENINO,62,TRIMOTO PASAJERO
A-2022-11-157,P-2022-11-157-1-3,PASAJERO,LESIONADO,MASCULINO,32,TRIMOTO PASAJERO
A-2022-11-157,P-2022-11-157-1-4,PASAJERO,FALLECIDO,FEMENINO,28,TRIMOTO PASAJERO
A-2022-11-157,P-2022-11-157-1-5,PASAJERO,LESIONADO,MASCULINO,7,TRIMOTO PASAJERO
A-2022-11-157,P-2022-11-157-2-1,CONDUCTOR,ILESO,MASCULINO,32,CAMIONETA RURAL
A-2022-11-158,P-2022-11-158-1-1,CONDUCTOR,ILESO,MASCULINO,43,STATION WAGON
A-2022-11-158,P-2022-11-158-1-2,PEATÓN,FALLECIDO,MASCULINO,86,STATION WAGON
A-2022-11-158,P-2022-11-158-1-3,PASAJERO,LESIONADO,FEMENINO,13,STATION WAGON
A-2022-11-160,P-2022-11-160-1-1,CONDUCTOR,LESIONADO,MASCULINO,33,AUTOMÓVIL
A-2022-11-160,P-2022-11-160-1-2,PASAJERO,LESIONADO,MASCULINO,34,AUTOMÓVIL
A-2022-11-160,P-2022-11-160-1-3,PASAJERO,LESIONADO,FEMENINO,27,AUTOMÓVIL
A-2022-11-160,P-2022-11-160-1-4,PASAJERO,FALLECIDO,FEMENINO,,AUTOMÓVIL
A-2022-11-161,P-2022-11-161-1-1,CONDUCTOR,ILESO,MASCULINO,82,MOTOCICLETA
A-2022-11-161,P-2022-11-161-1-2,PEATÓN,FALLECIDO,MASCULINO,84,MOTOCICLETA
A-2022-11-162,P-2022-11-162-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-11-162,P-2022-11-162-1-2,PEATÓN,FALLECIDO,MASCULINO,27,VEHICULO NO IDENTIFICADO
A-2022-11-163,P-2022-11-163-1-1,CONDUCTOR,ILESO,MASCULINO,24,MOTOCICLETA
A-2022-11-163,P-2022-11-163-1-2,PEATÓN,FALLECIDO,MASCULINO,83,MOTOCICLETA
A-2022-11-231,P-2022-11-231-1-1,CONDUCTOR,ILESO,MASCULINO,18,MOTOCICLETA
A-2022-11-231,P-2022-11-231-1-2,PEATÓN,FALLECIDO,MASCULINO,67,MOTOCICLETA
A-2022-11-232,P-2022-11-232-1-1,CONDUCTOR,ILESO,MASCULINO,28,ÓMNIBUS
A-2022-11-232,P-2022-11-232-1-2,PEATÓN,FALLECIDO,MASCULINO,71,ÓMNIBUS
A-2022-11-233,P-2022-11-233-1-1,CONDUCTOR,ILESO,MASCULINO,23,MOTOCICLETA
A-2022-11-233,P-2022-11-233-2-1,CONDUCTOR,FALLECIDO,MASCULINO,48,MOTOCICLETA
A-2022-11-234,P-2022-11-234-1-1,CONDUCTOR,FALLECIDO,MASCULINO,26,AUTOMÓVIL
A-2022-11-235,P-2022-11-235-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-11-235,P-2022-11-235-1-2,PEATÓN,FALLECIDO,MASCULINO,45,VEHICULO NO IDENTIFICADO
A-2022-11-236,P-2022-11-236-1-1,CONDUCTOR,ILESO,MASCULINO,34,TRIMOTO PASAJERO
A-2022-11-236,P-2022-11-236-1-2,PEATÓN,FALLECIDO,MASCULINO,76,TRIMOTO PASAJERO
A-2022-11-237,P-2022-11-237-1-1,CONDUCTOR,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2022-11-237,P-2022-11-237-2-1,CONDUCTOR,ILESO,MASCULINO,48,CAMIONETA PANEL
A-2022-11-238,P-2022-11-238-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2022-11-238,P-2022-11-238-1-2,PEATÓN,FALLECIDO,MASCULINO,44,VEHICULO NO IDENTIFICADO
A-2022-11-239,P-2022-11-239-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
