codigo_siniestro,codigo_persona,tipo_persona,gravedad,sexo,edad,vehiculo
A-2021-01-129,P-2021-01-129-1-1,CONDUCTOR,ILESO,MASCULINO,25,REMOLCADOR-SEMIREMOLQUE
A-2021-01-129,P-2021-01-129-1-2,PASAJERO,FALLECIDO,MASCULINO,29,REMOLCADOR-SEMIREMOLQUE
A-2021-01-195,P-2021-01-195-1-1,CONDUCTOR,ILESO,MASCULINO,34,ÓMNIBUS
A-2021-01-195,P-2021-01-195-2-1,CONDUCTOR,FALLECIDO,MASCULINO,10,BICICLETA
A-2021-01-248,P-2021-01-248-1-1,CONDUCTOR,LESIONADO,MASCULINO,28,TRIMOTO PASAJERO
A-2021-01-248,P-2021-01-248-1-2,PASAJERO,FALLECIDO,FEMENINO,25,TRIMOTO PASAJERO
A-2021-01-248,P-2021-01-248-1-3,PASAJERO,LESIONADO,MASCULINO,0,TRIMOTO PASAJERO
A-2021-01-248,P-2021-01-248-1-4,PASAJERO,LESIONADO,MASCULINO,64,TRIMOTO PASAJERO
A-2021-01-254,P-2021-01-254-1-1,CONDUCTOR,LESIONADO,MASCULINO,30,MOTOCICLETA
A-2021-01-254,P-2021-01-254-1-2,PEATÓN,FALLECIDO,MASCULINO,16,MOTOCICLETA
A-2021-01-258,P-2021-01-258-1-1,CONDUCTOR FUGADO,NO SE CONOCE,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2021-01-258,P-2021-01-258-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2021-01-260,P-2021-01-260-1-1,CONDUCTOR,ILESO,MASCULINO,23,MOTOCICLETA
A-2021-01-260,P-2021-01-260-1-2,PEATÓN,FALLECIDO,MASCULINO,26,MOTOCICLETA
A-2021-01-262,P-2021-01-262-1-1,CONDUCTOR,ILESO,MASCULINO,26,AUTOMÓVIL
A-2021-01-262,P-2021-01-262-1-2,PASAJERO,FALLECIDO,FEMENINO,19,AUTOMÓVIL
A-2021-01-262,P-2021-01-262-2-1,CONDUCTOR,FALLECIDO,FEMENINO,31,MOTOCICLETA
A-2021-01-264,P-2021-01-264-1-1,CONDUCTOR,FALLECIDO,MASCULINO,41,SEMIREMOLQUE
A-2021-01-265,P-2021-01-265-1-1,CONDUCTOR,FALLECIDO,MASCULINO,64,CAMIONETA RURAL
A-2021-01-266,P-2021-01-266-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,35,CAMIONETA PICK UP
A-2021-01-266,P-2021-01-266-1-2,PEATÓN,FALLECIDO,MASCULINO,60,CAMIONETA PICK UP
A-2021-01-267,P-2021-01-267-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,32,MOTOCICLETA
A-2021-01-267,P-2021-01-267-1-2,PASAJERO,FALLECIDO,MASCULINO,22,MOTOCICLETA
A-2021-01-267,P-2021-01-267-2-1,CONDUCTOR,NO SE CONOCE,MASCULINO,35,CAMIÓN
A-2021-01-269,P-2021-01-269-1-1,CONDUCTOR,LESIONADO,MASCULINO,21,MOTOCICLETA
A-2021-01-269,P-2021-01-269-1-2,PASAJERO,FALLECIDO,MASCULINO,1,MOTOCICLETA
A-2021-01-270,P-2021-01-270-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,31,ÓMNIBUS
A-2021-01-270,P-2021-01-270-1-2,PASAJERO,FALLECIDO,MASCULINO,36,ÓMNIBUS
A-2021-01-270,P-2021-01-270-1-3,PASAJERO,LESIONADO,FEMENINO,26,ÓMNIBUS
A-2021-01-270,P-2021-01-270-1-4,PASAJERO,LESIONADO,MASCULINO,35,ÓMNIBUS
A-2021-01-270,P-2021-01-270-1-5,PASAJERO,LESIONADO,MASCULINO,13,ÓMNIBUS
A-2021-01-270,P-2021-01-270-2-1,CONDUCTOR,LESIONADO,MASCULINO,50,CAMIÓN
A-2021-01-271,P-2021-01-271-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,42,MOTOCICLETA
A-2021-01-271,P-2021-01-271-1-2,PEATÓN,FALLECIDO,MASCULINO,68,MOTOCICLETA
A-2021-01-272,P-2021-01-272-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,44,REMOLCADOR-SEMIREMOLQUE
A-2021-01-272,P-2021-01-272-1-2,PEATÓN,FALLECIDO,MASCULINO,31,REMOLCADOR-SEMIREMOLQUE
A-2021-01-273,P-2021-01-273-1-1,CONDUCTOR FUGADO,NO SE CONOCE,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2021-01-273,P-2021-01-273-1-2,PEATÓN,FALLECIDO,FEMENINO,41,VEHICULO NO IDENTIFICADO
A-2021-01-274,P-2021-01-274-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,30,CAMIONETA PICK UP
A-2021-01-274,P-2021-01-274-2-1,CONDUCTOR,NO SE CONOCE,MASCULINO,18,TRIMOTO PASAJERO
A-2021-01-274,P-2021-01-274-2-2,PASAJERO,FALLECIDO,FEMENINO,73,TRIMOTO PASAJERO
A-2021-01-274,P-2021-01-274-2-3,PASAJERO,LESIONADO,FEMENINO,58,TRIMOTO PASAJERO
A-2021-01-282,P-2021-01-282-1-1,CONDUCTOR,LESIONADO,MASCULINO,46,CAMIÓN
A-2021-01-282,P-2021-01-282-1-2,PASAJERO,FALLECIDO,FEMENINO,38,CAMIÓN
A-2021-01-282,P-2021-01-282-2-1,CONDUCTOR FUGADO,NO SE CONOCE,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2021-01-284,P-2021-01-284-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,35,CAMIÓN
A-2021-01-284,P-2021-01-284-2-1,CONDUCTOR,FALLECIDO,MASCULINO,30,BICICLETA
A-2021-01-288,P-2021-01-288-1-1,CONDUCTOR,FALLECIDO,MASCULINO,23,MOTOCICLETA
A-2021-01-288,P-2021-01-288-2-1,CONDUCTOR,NO SE CONOCE,MASCULINO,50,STATION WAGON
A-2021-01-356,P-2021-01-356-1-1,PEATÓN,FALLECIDO,MASCULINO,22,VEHICULO NO IDENTIFICADO
A-2021-01-356,P-2021-01-356-1-2,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-01-381,P-2021-01-381-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,25,ÓMNIBUS
A-2021-01-381,P-2021-01-381-1-2,PEATÓN,FALLECIDO,MASCULINO,57,ÓMNIBUS
A-2021-01-391,P-2021-01-391-1-1,CONDUCTOR,LESIONADO,MASCULINO,38,AUTOMÓVIL
A-2021-01-391,P-2021-01-391-2-1,CONDUCTOR,FALLECIDO,MASCULINO,59,TRICICLO NO MOTORIZADO
A-2021-01-392,P-2021-01-392-1-1,CONDUCTOR,LESIONADO,MASCULINO,27,MOTOCICLETA
A-2021-01-392,P-2021-01-392-1-2,PEATÓN,FALLECIDO,FEMENINO,65,MOTOCICLETA
A-2021-02-124,P-2021-02-124-1-1,CONDUCTOR,ILESO,MASCULINO,42,AUTOMÓVIL
A-2021-02-124,P-2021-02-124-2-1,CONDUCTOR,FALLECIDO,FEMENINO,35,TRIMOTO CARGA
A-2021-02-127,P-2021-02-127-1-1,CONDUCTOR,ILESO,MASCULINO,37,REMOLCADOR
A-2021-02-127,P-2021-02-127-1-2,PEATÓN,FALLECIDO,MASCULINO,29,REMOLCADOR
A-2021-02-235,P-2021-02-235-1-1,CONDUCTOR,ILESO,MASCULINO,66,REMOLCADOR-SEMIREMOLQUE
A-2021-02-235,P-2021-02-235-2-1,CONDUCTOR,FALLECIDO,MASCULINO,21,MOTOCICLETA
A-2021-02-236,P-2021-02-236-1-1,CONDUCTOR,FALLECIDO,MASCULINO,32,MOTOCICLETA
A-2021-02-237,P-2021-02-237-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,20,MOTOCICLETA
A-2021-02-237,P-2021-02-237-1-2,PEATÓN,FALLECIDO,FEMENINO,25,MOTOCICLETA
A-2021-02-244,P-2021-02-244-1-1,CONDUCTOR,ILESO,MASCULINO,47,CAMIONETA RURAL
A-2021-02-244,P-2021-02-244-2-1,CONDUCTOR,FALLECIDO,MASCULINO,50,BICICLETA
A-2021-02-248,P-2021-02-248-1-1,CONDUCTOR,ILESO,MASCULINO,28,AUTOMÓVIL
A-2021-02-248,P-2021-02-248-2-1,CONDUCTOR,FALLECIDO,MASCULINO,69,AUTOMÓVIL
A-2021-02-249,P-2021-02-249-1-1,CONDUCTOR,ILESO,MASCULINO,57,CAMIÓN
A-2021-02-249,P-2021-02-249-1-2,PEATÓN,FALLECIDO,MASCULINO,56,CAMIÓN
A-2021-02-250,P-2021-02-250-1-1,CONDUCTOR,FALLECIDO,MASCULINO,22,MOTOCICLETA
A-2021-02-251,P-2021-02-251-1-1,CONDUCTOR,ILESO,MASCULINO,32,REMOLCADOR-SEMIREMOLQUE
A-2021-02-251,P-2021-02-251-2-1,CONDUCTOR,FALLECIDO,MASCULINO,61,MOTOCICLETA
A-2021-02-252,P-2021-02-252-1-1,CONDUCTOR,ILESO,MASCULINO,21,AUTOMÓVIL
A-2021-02-252,P-2021-02-252-2-1,CONDUCTOR,FALLECIDO,MASCULINO,50,BICICLETA
A-2021-02-253,P-2021-02-253-1-1,CONDUCTOR,ILESO,MASCULINO,26,BICICLETA
A-2021-02-253,P-2021-02-253-1-2,PEATÓN,FALLECIDO,FEMENINO,81,BICICLETA
A-2021-02-254,P-2021-02-254-1-1,CONDUCTOR,ILESO,MASCULINO,33,AUTOMÓVIL
A-2021-02-254,P-2021-02-254-2-1,CONDUCTOR,ILESO,MASCULINO,29,MOTOCICLETA
A-2021-02-254,P-2021-02-254-2-2,PASAJERO,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2021-02-255,P-2021-02-255-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,55,AUTOMÓVIL
A-2021-02-255,P-2021-02-255-1-2,PEATÓN,FALLECIDO,MASCULINO,34,AUTOMÓVIL
A-2021-02-256,P-2021-02-256-1-1,CONDUCTOR,ILESO,MASCULINO,23,AUTOMÓVIL
A-2021-02-256,P-2021-02-256-2-1,CONDUCTOR,FALLECIDO,MASCULINO,25,TRIMOTO PASAJERO
A-2021-02-256,P-2021-02-256-2-2,PASAJERO,LESIONADO,FEMENINO,20,TRIMOTO PASAJERO
A-2021-02-256,P-2021-02-256-2-3,PASAJERO,LESIONADO,FEMENINO,19,TRIMOTO PASAJERO
A-2021-02-257,P-2021-02-257-1-1,CONDUCTOR,ILESO,MASCULINO,30,ÓMNIBUS
A-2021-02-257,P-2021-02-257-1-2,PEATÓN,FALLECIDO,MASCULINO,41,ÓMNIBUS
A-2021-02-258,P-2021-02-258-1-1,CONDUCTOR,ILESO,MASCULINO,70,CAMIÓN
A-2021-02-258,P-2021-02-258-1-2,PEATÓN,FALLECIDO,MASCULINO,84,CAMIÓN
A-2021-02-259,P-2021-02-259-1-1,CONDUCTOR,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2021-02-260,P-2021-02-260-1-1,CONDUCTOR,ILESO,MASCULINO,38,ÓMNIBUS
A-2021-02-260,P-2021-02-260-2-1,CONDUCTOR,FALLECIDO,MASCULINO,49,BICICLETA
A-2021-02-261,P-2021-02-261-1-1,CONDUCTOR,ILESO,MASCULINO,35,AUTOMÓVIL
A-2021-02-261,P-2021-02-261-2-1,CONDUCTOR,FALLECIDO,MASCULINO,49,BICICLETA
A-2021-02-262,P-2021-02-262-1-1,CONDUCTOR,ILESO,MASCULINO,37,REMOLCADOR
A-2021-02-262,P-2021-02-262-1-2,PEATÓN,FALLECIDO,MASCULINO,74,REMOLCADOR
A-2021-02-263,P-2021-02-263-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-02-263,P-2021-02-263-1-2,PEATÓN,FALLECIDO,MASCULINO,30,VEHICULO NO IDENTIFICADO
A-2021-02-264,P-2021-02-264-1-1,CONDUCTOR,ILESO,MASCULINO,31,REMOLCADOR
A-2021-02-264,P-2021-02-264-1-2,PASAJERO,FALLECIDO,FEMENINO,5,REMOLCADOR
A-2021-02-264,P-2021-02-264-1-3,PASAJERO,LESIONADO,FEMENINO,38,REMOLCADOR
A-2021-02-264,P-2021-02-264-1-4,PASAJERO,LESIONADO,FEMENINO,2,REMOLCADOR
A-2021-02-264,P-2021-02-264-1-5,PASAJERO,LESIONADO,FEMENINO,39,REMOLCADOR
A-2021-02-265,P-2021-02-265-1-1,CONDUCTOR,ILESO,MASCULINO,34,MINIBUS
A-2021-02-265,P-2021-02-265-1-2,PEATÓN,FALLECIDO,FEMENINO,7,MINIBUS
A-2021-02-265,P-2021-02-265-1-3,PEATÓN,FALLECIDO,FEMENINO,27,MINIBUS
A-2021-02-266,P-2021-02-266-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,,ÓMNIBUS
A-2021-02-266,P-2021-02-266-1-2,PEATÓN,FALLECIDO,NO INDICA,,ÓMNIBUS
A-2021-02-267,P-2021-02-267-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-02-267,P-2021-02-267-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2021-02-268,P-2021-02-268-1-1,CONDUCTOR,ILESO,MASCULINO,34,AUTOMÓVIL
A-2021-02-268,P-2021-02-268-2-1,CONDUCTOR,FALLECIDO,MASCULINO,,MOTOCICLETA
A-2021-02-269,P-2021-02-269-1-1,CONDUCTOR,ILESO,MASCULINO,28,BICICLETA
A-2021-02-269,P-2021-02-269-1-2,PEATÓN,FALLECIDO,MASCULINO,86,BICICLETA
A-2021-02-270,P-2021-02-270-1-1,CONDUCTOR,ILESO,MASCULINO,30,ÓMNIBUS
A-2021-02-270,P-2021-02-270-1-2,PEATÓN,FALLECIDO,MASCULINO,,ÓMNIBUS
A-2021-02-271,P-2021-02-271-1-1,CONDUCTOR,FALLECIDO,MASCULINO,46,TRIMOTO PASAJERO
A-2021-03-170,P-2021-03-170-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,68,CAMIONETA RURAL
A-2021-03-170,P-2021-03-170-1-2,PEATÓN,FALLECIDO,MASCULINO,20,CAMIONETA RURAL
A-2021-03-171,P-2021-03-171-1-1,CONDUCTOR,FALLECIDO,MASCULINO,26,MOTOCICLETA
A-2021-03-175,P-2021-03-175-1-1,CONDUCTOR,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2021-03-201,P-2021-03-201-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,33,AUTOMÓVIL
A-2021-03-201,P-2021-03-201-1-2,PEATÓN,FALLECIDO,FEMENINO,38,AUTOMÓVIL
A-2021-03-202,P-2021-03-202-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,21,AUTOMÓVIL
A-2021-03-202,P-2021-03-202-1-2,PEATÓN,FALLECIDO,FEMENINO,24,AUTOMÓVIL
A-2021-03-202,P-2021-03-202-1-3,PEATÓN,FALLECIDO,FEMENINO,24,AUTOMÓVIL
A-2021-03-202,P-2021-03-202-1-4,PEATÓN,FALLECIDO,FEMENINO,0,AUTOMÓVIL
A-2021-03-218,P-2021-03-218-1-1,CONDUCTOR,FALLECIDO,MASCULINO,,TRICICLO NO MOTORIZADO
A-2021-03-221,P-2021-03-221-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,39,ÓMNIBUS
A-2021-03-221,P-2021-03-221-1-2,PEATÓN,FALLECIDO,MASCULINO,63,ÓMNIBUS
A-2021-03-228,P-2021-03-228-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-03-228,P-2021-03-228-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2021-03-230,P-2021-03-230-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,40,CAMIONETA RURAL
A-2021-03-230,P-2021-03-230-1-2,PEATÓN,FALLECIDO,MASCULINO,80,CAMIONETA RURAL
A-2021-03-233,P-2021-03-233-1-1,CONDUCTOR,FALLECIDO,FEMENINO,62,BICICLETA
A-2021-03-236,P-2021-03-236-1-1,CONDUCTOR,FALLECIDO,MASCULINO,35,CAMIÓN
A-2021-03-237,P-2021-03-237-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,40,CAMIÓN
A-2021-03-237,P-2021-03-237-1-2,PEATÓN,FALLECIDO,MASCULINO,74,CAMIÓN
A-2021-03-238,P-2021-03-238-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,43,REMOLCADOR-SEMIREMOLQUE
A-2021-03-238,P-2021-03-238-2-1,CONDUCTOR,FALLECIDO,NO INDICA,,MOTOCICLETA
A-2021-03-240,P-2021-03-240-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,,TRIMOTO PASAJERO
A-2021-03-240,P-2021-03-240-1-2,PEATÓN,FALLECIDO,MASCULINO,60,TRIMOTO PASAJERO
A-2021-03-243,P-2021-03-243-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,,CAMIONETA PICK UP
A-2021-03-243,P-2021-03-243-2-1,CONDUCTOR,FALLECIDO,MASCULINO,20,MOTOCICLETA
A-2021-03-297,P-2021-03-297-1-1,CONDUCTOR,FALLECIDO,MASCULINO,42,MOTOCICLETA
A-2021-03-299,P-2021-03-299-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,,AUTOMÓVIL
A-2021-03-299,P-2021-03-299-1-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2021-03-311,P-2021-03-311-1-1,CONDUCTOR,LESIONADO,MASCULINO,36,MOTOCICLETA
A-2021-03-311,P-2021-03-311-1-2,PEATÓN,FALLECIDO,FEMENINO,84,MOTOCICLETA
A-2021-03-326,P-2021-03-326-1-1,CONDUCTOR,ILESO,MASCULINO,59,AUTOMÓVIL
A-2021-03-326,P-2021-03-326-1-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2021-03-346,P-2021-03-346-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-03-346,P-2021-03-346-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2021-03-349,P-2021-03-349-1-1,CONDUCTOR,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2021-03-352,P-2021-03-352-1-1,CONDUCTOR,ILESO,MASCULINO,49,CAMIÓN
A-2021-03-352,P-2021-03-352-1-2,PEATÓN,FALLECIDO,MASCULINO,59,CAMIÓN
A-2021-03-353,P-2021-03-353-1-1,CONDUCTOR,ILESO,MASCULINO,51,REMOLCADOR-SEMIREMOLQUE
A-2021-03-353,P-2021-03-353-1-2,PEATÓN,FALLECIDO,MASCULINO,79,REMOLCADOR-SEMIREMOLQUE
A-2021-03-354,P-2021-03-354-1-1,CONDUCTOR,ILESO,MASCULINO,37,AUTOMÓVIL
A-2021-03-354,P-2021-03-354-1-2,PEATÓN,FALLECIDO,MASCULINO,86,AUTOMÓVIL
A-2021-03-355,P-2021-03-355-1-1,CONDUCTOR,ILESO,MASCULINO,38,ÓMNIBUS
A-2021-03-355,P-2021-03-355-2-1,CONDUCTOR,FALLECIDO,MASCULINO,28,MOTOCICLETA
A-2021-03-356,P-2021-03-356-1-1,CONDUCTOR,ILESO,MASCULINO,40,AUTOMÓVIL
A-2021-03-356,P-2021-03-356-1-2,PASAJERO,LESIONADO,MASCULINO,,AUTOMÓVIL
A-2021-03-356,P-2021-03-356-1-3,PASAJERO,LESIONADO,MASCULINO,,AUTOMÓVIL
A-2021-03-356,P-2021-03-356-2-1,CONDUCTOR,FALLECIDO,MASCULINO,50,CAMIONETA PICK UP
A-2021-03-357,P-2021-03-357-1-1,CONDUCTOR,FALLECIDO,MASCULINO,22,MOTOCICLETA
A-2021-03-357,P-2021-03-357-2-1,CONDUCTOR,ILESO,MASCULINO,44,STATION WAGON
A-2021-03-357,P-2021-03-357-2-2,PASAJERO,LESIONADO,FEMENINO,,STATION WAGON
A-2021-03-357,P-2021-03-357-2-3,PASAJERO,LESIONADO,FEMENINO,46,STATION WAGON
A-2021-03-358,P-2021-03-358-1-1,CONDUCTOR,ILESO,MASCULINO,,ÓMNIBUS
A-2021-03-358,P-2021-03-358-2-1,CONDUCTOR,ILESO,MASCULINO,,AUTOMÓVIL
A-2021-03-358,P-2021-03-358-2-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2021-03-359,P-2021-03-359-1-1,CONDUCTOR,ILESO,MASCULINO,,MOTOCICLETA
A-2021-03-359,P-2021-03-359-1-2,PEATÓN,FALLECIDO,MASCULINO,75,MOTOCICLETA
A-2021-03-360,P-2021-03-360-1-1,CONDUCTOR,FALLECIDO,MASCULINO,,TRIMOTO PASAJERO
A-2021-03-361,P-2021-03-361-1-1,CONDUCTOR,ILESO,MASCULINO,53,ÓMNIBUS
A-2021-03-361,P-2021-03-361-1-2,PEATÓN,FALLECIDO,FEMENINO,89,ÓMNIBUS
A-2021-03-69,P-2021-03-69-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,23,MINIBUS
A-2021-03-69,P-2021-03-69-1-2,PASAJERO,FALLECIDO,FEMENINO,21,MINIBUS
A-2021-04-140,P-2021-04-140-1-1,CONDUCTOR,ILESO,MASCULINO,48,CAMIÓN
A-2021-04-140,P-2021-04-140-1-2,PEATÓN,FALLECIDO,MASCULINO,59,CAMIÓN
A-2021-04-141,P-2021-04-141-1-1,CONDUCTOR,ILESO,MASCULINO,38,AUTOMÓVIL
A-2021-04-141,P-2021-04-141-2-1,CONDUCTOR,FALLECIDO,FEMENINO,30,BICICLETA
A-2021-04-200,P-2021-04-200-1-1,CONDUCTOR,ILESO,MASCULINO,58,REMOLCADOR-SEMIREMOLQUE
A-2021-04-200,P-2021-04-200-1-2,PEATÓN,FALLECIDO,FEMENINO,72,REMOLCADOR-SEMIREMOLQUE
A-2021-04-219,P-2021-04-219-1-1,CONDUCTOR,ILESO,MASCULINO,47,AUTOMÓVIL
A-2021-04-219,P-2021-04-219-1-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2021-04-220,P-2021-04-220-1-1,CONDUCTOR,ILESO,MASCULINO,,CAMIÓN
A-2021-04-220,P-2021-04-220-2-1,CONDUCTOR,ILESO,MASCULINO,46,ÓMNIBUS
A-2021-04-220,P-2021-04-220-2-2,PASAJERO,LESIONADO,FEMENINO,35,ÓMNIBUS
A-2021-04-220,P-2021-04-220-2-3,PASAJERO,LESIONADO,FEMENINO,45,ÓMNIBUS
A-2021-04-220,P-2021-04-220-2-4,PASAJERO,LESIONADO,FEMENINO,45,ÓMNIBUS
A-2021-04-220,P-2021-04-220-2-5,PASAJERO,LESIONADO,FEMENINO,41,ÓMNIBUS
A-2021-04-220,P-2021-04-220-3-1,CONDUCTOR,FALLECIDO,FEMENINO,,TRICICLO NO MOTORIZADO
A-2021-04-221,P-2021-04-221-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,30,ÓMNIBUS
A-2021-04-221,P-2021-04-221-1-2,PEATÓN,FALLECIDO,MASCULINO,68,ÓMNIBUS
A-2021-04-222,P-2021-04-222-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-04-222,P-2021-04-222-1-2,PEATÓN,FALLECIDO,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-04-231,P-2021-04-231-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,,REMOLCADOR-SEMIREMOLQUE
A-2021-04-231,P-2021-04-231-1-2,PEATÓN,FALLECIDO,NO INDICA,,REMOLCADOR-SEMIREMOLQUE
A-2021-04-232,P-2021-04-232-1-1,CONDUCTOR,NO SE CONOCE,MASCULINO,,CAMIÓN
A-2021-04-232,P-2021-04-232-1-2,PEATÓN,FALLECIDO,MASCULINO,0,CAMIÓN
A-2021-04-233,P-2021-04-233-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-04-233,P-2021-04-233-1-2,PEATÓN,FALLECIDO,MASCULINO,49,VEHICULO NO IDENTIFICADO
A-2021-04-234,P-2021-04-234-1-1,CONDUCTOR,FALLECIDO,MASCULINO,40,AUTOMÓVIL
A-2021-04-235,P-2021-04-235-1-1,CONDUCTOR,ILESO,MASCULINO,26,MOTOCICLETA
A-2021-04-235,P-2021-04-235-1-2,PEATÓN,FALLECIDO,MASCULINO,,MOTOCICLETA
A-2021-04-239,P-2021-04-239-1-1,CONDUCTOR,ILESO,MASCULINO,22,ÓMNIBUS
A-2021-04-239,P-2021-04-239-1-2,PASAJERO,LESIONADO,MASCULINO,54,ÓMNIBUS
A-2021-04-239,P-2021-04-239-1-3,PEATÓN,LESIONADO,FEMENINO,44,ÓMNIBUS
A-2021-04-239,P-2021-04-239-1-4,PEATÓN,LESIONADO,FEMENINO,51,ÓMNIBUS
A-2021-04-239,P-2021-04-239-2-1,CONDUCTOR,LESIONADO,MASCULINO,,STATION WAGON
A-2021-04-239,P-2021-04-239-2-2,PASAJERO,LESIONADO,FEMENINO,0,STATION WAGON
A-2021-04-239,P-2021-04-239-3-1,CONDUCTOR,LESIONADO,MASCULINO,25,MOTOCICLETA
A-2021-04-239,P-2021-04-239-4-1,CONDUCTOR,FALLECIDO,FEMENINO,77,BICICLETA
A-2021-04-240,P-2021-04-240-1-1,CONDUCTOR,ILESO,MASCULINO,34,ÓMNIBUS
A-2021-04-240,P-2021-04-240-1-2,PEATÓN,FALLECIDO,MASCULINO,,ÓMNIBUS
A-2021-04-241,P-2021-04-241-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-04-241,P-2021-04-241-1-2,PEATÓN,FALLECIDO,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2021-04-242,P-2021-04-242-1-1,CONDUCTOR,ILESO,MASCULINO,,ÓMNIBUS
A-2021-04-242,P-2021-04-242-2-1,CONDUCTOR,FALLECIDO,MASCULINO,,MOTOCICLETA
A-2021-04-243,P-2021-04-243-1-1,CONDUCTOR,ILESO,MASCULINO,41,CAMIÓN
A-2021-04-243,P-2021-04-243-2-1,CONDUCTOR,ILESO,MASCULINO,41,CAMIONETA RURAL
A-2021-04-243,P-2021-04-243-2-2,PASAJERO,LESIONADO,MASCULINO,46,CAMIONETA RURAL
A-2021-04-243,P-2021-04-243-2-3,PASAJERO,LESIONADO,FEMENINO,51,CAMIONETA RURAL
A-2021-04-243,P-2021-04-243-3-1,CONDUCTOR,ILESO,MASCULINO,52,CAMIÓN
A-2021-04-243,P-2021-04-243-3-2,PEATÓN,FALLECIDO,MASCULINO,57,CAMIÓN
A-2021-04-244,P-2021-04-244-1-1,CONDUCTOR,ILESO,MASCULINO,21,MOTOCICLETA
A-2021-04-244,P-2021-04-244-1-2,PEATÓN,FALLECIDO,MASCULINO,,MOTOCICLETA
A-2021-04-245,P-2021-04-245-1-1,CONDUCTOR,ILESO,MASCULINO,38,AUTOMÓVIL
A-2021-04-245,P-2021-04-245-1-2,PEATÓN,FALLECIDO,MASCULINO,65,AUTOMÓVIL
A-2021-04-246,P-2021-04-246-1-1,CONDUCTOR,ILESO,MASCULINO,32,REMOLCADOR-SEMIREMOLQUE
A-2021-04-246,P-2021-04-246-1-2,PEATÓN,FALLECIDO,MASCULINO,49,REMOLCADOR-SEMIREMOLQUE
A-2021-04-250,P-2021-04-250-1-1,CONDUCTOR,ILESO,MASCULINO,46,REMOLCADOR-SEMIREMOLQUE
A-2021-04-250,P-2021-04-250-1-2,PEATÓN,FALLECIDO,MASCULINO,27,REMOLCADOR-SEMIREMOLQUE
