"codigo_osinerg","razon_social","actividad","departamento","provincia","distrito","direccion","fecha_reporte"
"146480","REMIGIO BARRERA RIOS","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJAMARCA","CAJAMARCA","CASERIO AGOMARCA  CARRETERA CAJAMARCA PACASMAYO KM 6 (REF. A 120 M CRUCE CON CARRETERA A PARIAMARCA)","2026-08-09"
"146481","ESTACION DE SERVICIOS GRIFO CRISTO REY SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CAMANA","NICOLAS DE PIEROLA","CARRETERA PANAMERICANA SUR KM 823","2026-08-08"
"146486","CORPORACION HUAMACHUCO ENERGY S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO","INTERSECCIÓN AV. 15 DE AGOSTO Y CALLE JOSE OLAYA","2026-08-09"
"146487","FULGAS S.A.","GASOCENTROS DE GLP","HUANUCO","HUANUCO","HUANUCO","JR. PROLONGACIÓN DOS DE MAYO N° 103-109-113-119","2026-08-08"
"146648","NEGOCIACIONES JESSMARA E.I.R.L.","GRIFOS FLOTANTES","LORETO","LORETO","NAUTA","MARGEN IZQUIERDA DEL RÍO MARAÑÓN - DISTRITO DE NAUTA","2026-08-01"
"146663","INVERSIONES JHONNATAN E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","SUCRE","QUEROBAMBA","JR. SIMON BOLIVAR MZ. E, LOTE 15-A","2026-08-08"
"146664","JAVIER QUENAYA ARCE ","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","EL COLLAO","ILAVE","AV. PUNO ESQUINA CON JR. MARTIRES BARRIO CRUZANI","2026-08-07"
"146686","SERVICE D Y J CARABAYA SAN MIGUEL ARCANGEL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","CARABAYA","MACUSANI","AV. CENTENARIO S/N CARRETERA INTEROCEANICA KM. 185+100","2026-08-08"
"146712","INVERSIONES EL ENCONADO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","PATAZ","PATAZ","SECTOR NARANJITO S/N - ANEXO SAN FERNANDO - PATAZ (ENTRADA A LA CIUDAD DE PATAZ, CARRETERA HUAMACHUCO  PATAZ)","2026-08-07"
"146763","MEGA ESTACION DE SERVICIOS INVERSOL S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","CANTA","SANTA ROSA DE QUIVES","CARRETERA LIMA-CANTA, KM. 40, ZAPAN P-14, PROYECTO TAHUANTINSUYO","2026-08-08"
"146781","SERVICENTRO VILLA VIRGEN S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","VILLA VIRGEN","AV. APURIMAC S/N","2026-07-31"
"146787","ESTACION DE SERVICIOS CON GASOCENTRO KYR TUMBES","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","TUMBES","TUMBES","TUMBES","CARRETERA PANAMERICANA NORTE KM 1270","2026-08-09"
"146803","SERVICENTRO GRUPO IRZZA S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","AZANGARO","JOSE DOMINGO CHOQUEHUANCA","PROLONGACION JR. CUSCO S/N CARRETERA TIRAPATA, BARRIO SANTA ROSA","2026-08-07"
"146816","UCV GRIFOS S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","PIURA","VEINTISEIS DE OCTUBRE","MZ. U LOTE 09 TERCERA ETAPA ZONA INDUSTRIAL I1  I2","2026-08-08"
"14682","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","LA MOLINA","AV. JAVIER PRADO ESTE N° 5313 CON AV. LOS FRUTALES","2026-08-09"
"146832","ESTACION DE SERVICIOS SANTO TORIBIO DE MOGROVEJO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","SAÑA","LOS TAHUAPANES MZ E1 LOTE 1 SECTOR SANTIAGO DE MIRAFLORES","2026-08-07"
"14687","INVERSIONES SANTISIMA TRINIDAD S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","PUENTE PIEDRA","AUTOPISTA VENTANILLA MZ. G LT. 100 LEONCIO PRADO","2026-08-08"
"14691","COESTI SA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN BORJA","AV. JOSE GALVEZ BARRENECHEA ESQ. CON LA CALLE 32","2026-08-09"
"14693","REPSOL COMERCIAL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN ISIDRO","AV. JOSE GALVEZ BARRENECHEA Nº 211 ESQUINA CON AV. DEL PARQUE NORTE Nº 590","2026-08-09"
"146933","ESTACION DE SERVICIOS EL GAVILAN S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","CAJAMARCA","CAJAMARCA","CAJAMARCA","CARRETERA CIUDAD DE DIOS  CAJAMARCA KM 169 + 595  SECTOR SAN ANTONIO DE AGOMARCA (REF. A 500 M DEL CRUCE A PARIAMARCA)","2026-08-05"
"146964","PETRO HEMAR","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SANDIA","SANDIA","JR. HUENCCALLA S/N BARRIO HUENCCALLA","2026-08-03"
"146976","NEGOCIOS Y SERVICIOS GENERALES EMERSON E.I.R.L.","GRIFOS FLOTANTES","LORETO","DATEM DEL MARAÑON","BARRANCA","MARGER DERECHA DEL RIO MARAÑON","2026-08-03"
"147025","ABRIL GROUP S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","BARRANCA","SUPE","CARRETERA A CARAL SN LOTES 22 AL 29 PREDIO RURAL SAN NICOLAS 10 DE MAYO EL MOLINO","2026-08-04"
"147038","CORPORACION GRIFERA SAN JUAN S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","SANTA ANA","SECTOR MAZAPATA, PARCELA N° 1 DEL FUNDO DE SAN PABLO","2026-08-05"
"14706","ESTACION PETROGAS CAMPOY S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. LA PRINCIPAL MZ. B LOTE 5 URB. INDUSTRIAL CAMPOY","2026-08-08"
"14711","FIDEL SULLCA HUAMAN","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV.FRATERNIDAD MZ. K LOTES 7 Y 8 AA.HH. ENRIQUE MONTENEGRO","2026-08-07"
"147134","ESTACION DE SERVICIOS EL SOL DE CAMANA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","CAMANA","SAMUEL PASTOR","AV LIMA Nº 607","2026-08-08"
"14715","GLOBAL FUEL S.A.","EE.SS con GLP y GNV","LIMA","LIMA","SAN LUIS","AV. NICOLAS ARRIOLA N° 3191","2026-08-09"
"14722","GRIFO SERVITOR SA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN MARTIN DE PORRES","AV. ALFREDO MENDIOLA N° 1395 - URB. LA MILLA","2026-08-08"
"147236","MUÑOZ EYZAGUIRRE GALIA AYDEE","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","MANITEA","VIA NACIONAL PE-28B, TRAMO KIMBIRI-QUILLABAMBA KILOMETRO 25 DE LA LOCALIDAD MAQUETE SERANTA","2026-07-22"
"147244","MULTISERVICIOS NUEVA ALIANZA SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","ESQ. JR. TAMBOPATA CON AV. DANIEL ALOMIAS ROBLES","2026-08-03"
"14725","K.Y.T. S.A.C","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SAN MARTIN DE PORRES","AV. PERU N° 3207","2026-08-08"
"147258","ALEJANDRO GUTIERREZ QUILCA","ESTACIÓN DE SERVICIOS / GRIFOS","HUANCAVELICA","TAYACAJA","PAZOS","AV. TAYACAJA LOTE 2, MZ B1  CENTRO POBLADO PAZOS","2026-08-07"
"147259","MULTISERVICIOS EL MAÑU E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AMAZONAS","BAGUA","IMAZA","AV. MARAÑON N° 1090 CP. MESONES MURO","2026-08-08"
"147263","ESTACION DE SERVICIOS SOCOTA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CUTERVO","SOCOTA","PROLONGACION JR. CUTERVO S/N (REF. SALIDA A CUTERVO)","2026-08-09"
"147264","ESTACION DE SERVICIOS VALLE CONDAY E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CUTERVO","CUTERVO","U.C. N° 91984  91985  SECTOR VALLE CONDAY (REF. CARRETERA CUTERVO  CONDAY A 02 KM DE CUTERVO)","2026-08-08"
"147293","ESTACION DE SERVICIOS CON GASOCENTRO PERSEO S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","SECHURA","VICE","CASERIO LETIRA VIA PANAMERICANA A SECHURA","2026-08-08"
"147328","ESTACION DE SERVICIOS HERRERA VIRGEN DEL CARMEN S.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","HUALGAYOC","BAMBAMARCA","CARRETERA BAMBAMARCA  LA PACCHA KM 3.5 CASERIO CAPULI BAJO","2026-08-04"
"147345","ESTACION DE SERVICIOS EL LOBO","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","CHINCHEROS","RANRACANCHA","AV. URIPA MZ L. LOTE 3, 5, FRACCION DEL LOTE 4 Y 6","2026-08-07"
"147359","GRIFO TYG","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","JAUJA","SINCOS","CARRETERA CENTRAL JAUJA-HUANCAYO KM 24","2026-08-07"
"147364","PRODUCTOS DEL VRAE E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AYACUCHO","HUAMANGA","JESUS NAZARENO","AV. EVITAMIENTO N° 500","2026-08-08"
"147378","COESTI SA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. NESTOR GAMBETTA Y AV. LOS ALISOS MZ. A LOTES 06 Y 07 SECCION C PARCELA 2, EX FUNDO OQUENDO KM 8.5 CARRETERA A VENTANILLA","2026-08-09"
"147379","ESTACION DE SERVICIOS LA SALVACION E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","PICOTA","SHAMBOYACU","JR. ADRIAN PAREDES S/N CARRETERA DE ACCESO A NUEVO LORETO","2026-08-05"
"14742","GRIFOS LA TUNA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","SANTIAGO DE SURCO","AV. SANTIAGO DE SURCO N° 3600 MZ. MI LOTE-3 URB. LOS ROSALES","2026-08-08"
"147466","JHARUT ENERGY GAS E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJAMARCA","LOS BAÑOS DEL INCA","CARRETERA LOS BAÑOS DEL INCA  LLACANORA ESQUINA CON JR. ZEPITA","2026-08-05"
"14754","COESTI S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SURQUILLO","AV. ANGAMOS ESTE N° 2398, URB. LA CALERA DE LA MERCED","2026-08-09"
"14756","PETROLEMP GROUP S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","ESQ. INCA OLLANTA Y AV. AMAZONAS - P.J JOSE CARLOS MARIATEGUI MZ. 207 L0TE. 10 ETAPA 5 SECTOR VALLECITO ALTO","2026-08-08"
"14758","E & A INVERSIONES S.A.","EE.SS con GLP y GNV","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","AV. PACHACUTEC N° 5955","2026-08-08"
"147600","COMERCIAL IMPORTADORA MADRE SELVA SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","PUNCHANA","PUEBLO JOVEN AGRUPAMIENTO DE VIVIENDAS PUNCHANA MZ 'K' LOTE 11 Y 12","2026-08-08"
"14763","CARMEN DEL ROSIO PEREA VDA. DE RAMIREZ","GRIFOS FLOTANTES","LORETO","ALTO AMAZONAS","YURIMAGUAS","PUERTO GARCILAZO S/N - MARGEN IZQUIERDA DEL RIO HUALLAGA","2026-08-09"
"147633","ESTACION DE SERVICIOS AMAZONS TRAVELS  E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","AMAZONAS","CONDORCANQUI","NIEVA","MZ N1, LOTE 11, 12, 13 AA.HH. LA TUNA","2026-08-08"
"147648","MULTISERVICIOS H & H SAN FRANCISCO SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","URB. AEROPUERTO II ETAPA MZ. O LOTE Nº 02 AV. INDEPENDENCIA ESQ. CALLE AERO PERÚ","2026-08-07"
"147649","CORPORACION ESIMAX SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","CARABAYA","AJOYANI","CARRETERA DESVIO SALVIANI - AJOYANI KM. 0+100 PREDIO BELLAVISTA SUB LOTE N° 16-1","2026-08-07"
"147671","PEDRO BUSTAMANTE TERRONES ","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CUTERVO","SOCOTA","JR. TUPAC AMARU S/N CARRETERA A SAN LUIS DE LUCMA","2026-08-02"
"147680","GRIFO J & M E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","ALTO AMAZONAS","LAGUNAS","AV. PADRE LUCERO S/N","2026-08-08"
"14772","GRIFO FLOTANTE VOLCAN","GRIFOS FLOTANTES","LORETO","REQUENA","REQUENA","MARGEN DERECHA DEL RIO TAPICHE","2026-08-07"
"14777","SERVICENTRO PETROESMAD S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","AV. MADRE DE DIOS Nº 695 CRUCE CON AV. FITZCARRALD","2026-08-07"
"14779","SERVICIOS GENERALES MIRIAM S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","MOQUEGUA","ILO","ILO","PROMUVI II MANZANA A, LOTE 19, PAMPA INALAMBRICA","2026-08-08"
"147815","PETRO EDELMIRA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","PATAPO","CARRETERA CHICLAYO - CHONGOYAPE KM 27 + 250 SECTOR CONCHUCOS","2026-08-07"
"147829","REPRESENTACIONES Y SERVICIOS REMIX ATALAYA SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","ATALAYA","RAYMONDI","JR. RIVAS ARAOS ESQ. CALLE RIOJA MZ. 32 LOTE 1C","2026-08-07"
"147835","SERVICENTRO VALLADARES S.A.C","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJABAMBA","SITACOCHA","CA. UNION S/N ZONA LLUCHUBAMBA (REF. CRUCE CON CA. GASPAR MANTILLA)","2026-07-13"
"147872","ESTACION DE SERVICIOS SAN JOSE S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","HUANCHACO","SUB LOTE A SECTOR HUANCHAQUITO ALTO, VALLE MOCHE - HUANCHACO","2026-08-08"
"147888","ESTACION PONZANELLI SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","CABANILLAS","MZ. C1 PREDIO LA QUINTA LIEJA, I ETAPA, PROLONGACIÓN AV. SAN MARTIN SUB LOTE A","2026-08-08"
"147897","GRIFO'S YUBALY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAYLLA","PREDIO HUASAHUAYLLA","2026-08-07"
"147898","INVERSIONES ORELLANA PALACIOS SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","SATIPO","MAZAMARI","CARRETERA MARGINAL N° 2091","2026-08-08"
"147933","ETRACONSAN S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ANTONIO DE PUTINA","ANANEA","ESQUINA JR. ARENALES, JR. SANTA CRUZ Y AV. CIRCUNVALACION S/N","2026-08-04"
"147939","PROYECTOS Y SERVICIOS SIMAX S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ESPINAR","COPORAQUE","CENTRO POBLADO PUENTE APACHACO CARRETERA A ESPINAR - CAYLLOMA","2026-08-03"
"14801","CORPORACION HERMANOS HUERTAS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","PIURA","TAMBO GRANDE","CARRETERA SULLANA - TAMBOGRANDE KM.43.2","2026-08-07"
"148026","LLEVAMAX SOCIEDAD ANÓNIMA CERRADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","PAITA","PAITA","MZ. F LOTE 02 - ZONA INDUSTRIAL II COMPLEMENTARIA","2026-08-08"
"148028","HUISA CJULA RUDECINDO","GRIFOS RURALES CON ALMACENAMIENTO EN CILINDROS","CUSCO","CHUMBIVILCAS","QUIÑOTA","VIA QUIÑOTA LLUSCO S/N","2026-08-04"
"14804","ESTACION DE SERVICIOS ECA S.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","SECHURA","SECHURA","CALLE GRAU S/N LA BOCANA - PARACHIQUE","2026-08-07"
"148063","INVERSIONES GABELL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","LA MAR","ANCO","CARRETERA LECHEMAYO - CHUNGUI KM 02","2026-08-09"
"148072","CODELMAR SAC","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJAMARCA","CAJAMARCA","AV. VIA DE EVITAMIENTO NORTE Nº 1829","2026-08-08"
"148126","GRUPO FLORES JUSTO SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","AZANGARO","AZANGARO","JR. RAMON CASTILLA INTERSECCIÓN CON JR. SAN MARTIN S/N MZ. S LOTE 20 BARRIO LIZANDRO LUNA","2026-08-08"
"148147","GRIFO PAISAJISTA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","SOCABAYA","AV. PAISAJISTA CON LA AVENIDA LAS PEÑAS S/N","2026-08-09"
"148156","ESTACION DE SERVICIOS TPMYC EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","SAN MIGUEL","SAN MIGUEL","CARRETERA SAN MIGUEL - CHILETE S/N (REF. CRUCE CON CARRETERA A LLAPA)","2026-08-05"
"148163","INVERSIONES PETROLERAS DEL ORIENTE PERUANO S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","UCAYALI","CORONEL PORTILLO","CALLERIA","AV. HABILITACION URBANA MUNICIPAL N°1046","2026-08-08"
"148174","PETROCRIS SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ANTA","ANTA","URB. HOSPITALPAMPA QUINTA SOFIA","2026-08-08"
"14819","ROXANA LARICO QUISPE","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","CARABAYA","MACUSANI","AV. CENTENARIO 262 - BARRIO MIRAFLORES","2026-08-05"
"148199","YOLANDA ARAUJO SOLANO","ESTACIÓN DE SERVICIOS / GRIFOS","AMAZONAS","BONGARA","FLORIDA","CARRETERA FERNANDO BELAUNDE TERRY KM. 324 + 540","2026-08-04"
"14821","CECILIA CONDORI MAMANI ","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","LAMPA","CALAPUJA","COMUNIDAD MUCRA PARCELA A-37 KM 11 CARRETERA JULACA - AYAVIRI","2026-08-07"
"148221","VARGAS VILLAFRANCA ZACARIAS VIDAL","GRIFOS RURALES CON ALMACENAMIENTO EN CILINDROS","ANCASH","YUNGAY","YUNGAY","CENTRO POBLADO MUSHO, CASERIO APA","2026-08-09"
"14825","ESTACION DE SERVICIO PORTEÑO S. R. L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PUNO","PUNO","PUNO","ESQUINA AV. SIMON BOLIVAR Nº 1273 Y CALLE VICTORIA Nº 101","2026-08-09"
"148279","ESTACION DE SERVICIOS ANDERS E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ESPINAR","PALLPATA","PREDIOS DENOMINADOS QUINSA CCOCHA CCOCHA PAMPA, COMUNIDAD ANTAYCAMA ANEXO ICHULAHUA","2026-08-08"
"14828","CORPORACION SAN ROMAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","AV HEROES DEL PACIFICO KM. 4 CARRETERA JULIACA - AREQUIPA","2026-08-03"
"148289","COESTI PRIMAX","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","CAÑETE","ASIA","CARRETERA PANAMERICANA SUR KM. 106 (SUR A NORTE) PREDIO B-SECTOR SARAPAMPA","2026-08-08"
"14829","GRIFO FAVORITA CAR","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","ESQUINA AV. CIRCUNVALACION N° 1207 CON JR. TUMBES, URB. SAN JOSE I ETAPA","2026-08-08"
"148313","OLEOCENTRO Y SERVICIOS GENERALES CHAKAS E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","AYABACA","PAIMAS","CARRETERA PANAMERICANA NORTE PIURA-AYABACA S/N","2026-08-08"
"148317","ESTACION DE SERVICIO ANITA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","ATALAYA","RAYMONDI","JR. PADRE PASCUAL ALEGRE MZ. 161 LOTE 06","2026-08-05"
"14833","GRIFO UNIVERSAL EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","RIOJA","NUEVA CAJAMARCA","AV. CAJAMARCA SUR Nº 354","2026-08-05"
"14834","SHILCAYO GRIFO SRL","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","SAN MARTIN","MORALES","PROLONGACION PERU N° 287 (REF. FRENTE AL HOTEL SAN MARINO)","2026-08-07"
"148353","SERVICENTRO NANCY E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","MARISCAL CACERES","JUANJUI","CARRETERA FERNANDO BELAUNDE TERRY KM 800 CENTRO POBLADO HUAYABAMBA","2026-08-09"
"148360","VILLACA CONDORI YUDI MARIBEL","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CANCHIS","COMBAPATA","SECTOR MACHU ESTACION CHACAPATA - CHACAPAMPA","2026-08-08"
"14838","ESTACIÓN HUMEDALES","ESTACIÓN DE SERVICIOS / GRIFOS","TACNA","JORGE BASADRE","ITE","CARRETERA COSTANERA TACNA - ILO KM. 93","2026-08-07"
"148402","GRIFO LORITO","ESTACIÓN DE SERVICIOS / GRIFOS","HUANUCO","PUERTO INCA","PUERTO INCA","LOTE 4 DE LA MANZANA N° 75 A FRENTE A LA AV BELLAVISTA","2026-08-08"
"148426","GRIFO EL CÓNDOR FL S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","AZANGARO","SAN ANTON","AV. TUPAC AMARU S/N BARRIO FLORAL SECTOR BAJO CHILLUMA","2026-08-08"
"148431","AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","LA ESPERANZA","AV. 2 MZ. C3 LOTES 11,12 Y 13 - PARQUE INDUSTRIAL DE LA ESPERANZA","2026-08-07"
"148434","GRIFO SERVICENTRO SAN ROMAN EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","CARRETERA AREQUIPA - JULIACA KM. 285+600 FUNDO FLORAL LOTE 4 A-1 YOCARA CAMBRACA","2026-07-30"
"148437","SERVICENTRO J.L. DURAMAX E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CALCA","PISAC","VIA ASFALTADA PISAC - PARQUE ARQUEOLOGICO S/N","2026-08-05"
"14844","JIMSAR E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","TACNA","TACNA","LA YARADA LOS PALOS","MARGEN DERECHO CARRETERA COSTANERA KM 17 ASENTAMIENTO HUMANO 4 LOTE 52, VIA TACNA BOCA DEL RIO","2026-08-07"
"148444","SERVI GRIFO EMANUEL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","CAÑETE","NUEVO IMPERIAL","AV. VICTOR ANDRES BELAUNDE MZ. D2 LT. 1K PUEBLO NUEVO DE CONTA","2026-07-10"
"148448","JM LOGISTAS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","CANGALLO","LOS MOROCHUCOS","AV. 24 DE JUNIO DEL SECTOR HUANCASAYA","2026-08-08"
"14845","COESTI S.A. CENTRAL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","TACNA","TACNA","TACNA","AV. EJERCITO N° 1595 Y AV. MANUEL A. ODRIA","2026-08-09"
"148471","MULTISERVICIOS LINHOBAC SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","LAMPA","CALAPUJA","CARRETERA JULIACA-CUSCO KM. 10 PARCELA A-45A SECTOR JUPA MUCRA I","2026-08-04"
"148475","GRUPO PETROX R. LL. SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","CHANCHAMAYO","PERENE","CARRETERA CENTRAL MARGINAL S/N SATIPO  LA MERCED, CENTRO POBLADO DE PUCHARIN","2026-08-05"
"148477","T & Q ASOCIADOS URINSAYA SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ESPINAR","COPORAQUE","C.P. URINSAYA MZA. A-3 LOTE 02","2026-08-06"
"148479","COESTI SA","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","PIURA","VEINTISEIS DE OCTUBRE","LOTE P2 - 28 - A1, UBICACION RURAL VALLE MEDIO PIURA, SECTOR PIURA 2 C.P., PARCELA 17322","2026-08-08"
"148481","ESTACION DE SERVICIOS BATMAN E.I.R.L","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LURIGANCHO","AV. LAS TORRES LOTE 13 A, ASOCIACION DIGNIDAD NACIONAL","2026-08-04"
"14849","INVERSIONES R. ORTIZ S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","CORONEL PORTILLO","CALLERIA","AV. 9 DE OCTUBRE Nº 125 - AA.HH 9 DE OCTUBRE","2026-08-08"
"148493","JM LOGISTAS S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","HUAMANGA","PACAYCASA","AV. COMPAÑIA S/N - ANEXO COMPAÑIA","2026-08-08"
