codigo_siniestro,codigo_vehiculo,departamento,provincia,distrito,situacionvehiculo,estado_modalidad,modalidad_de_transporte,elemento_transportado,ambito_servicio,posee_seguro,estado_soat,tipo_seguro,compania_seguro,posee_citv,estado_citv,vehiculo,tipo_siniestro,fecha,ano,mes,dia,hora,codigo_de_carretera,tipo_de_via
A-2021-01-248,V-2021-01-248-1,LIMA,LIMA,PACHACAMAC,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,,,,NO REGISTRA,,,,NO REGISTRA,TRIMOTO PASAJERO,DESPISTE,01/01/2021,2021,ENERO,VIERNES,5,NO CORRESPONDE,AVENIDA
A-2021-01-254,V-2021-01-254-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,SOAT,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,01/01/2021,2021,ENERO,VIERNES,14,NO CORRESPONDE,AVENIDA
A-2021-01-258,V-2021-01-258-1,LIMA,LIMA,VILLA EL SALVADOR,FUGADO,NO CORRESPONDE,OTRO,,,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,03/01/2021,2021,ENERO,DOMINGO,0,PE-1S,CARRETERA
A-2021-01-260,V-2021-01-260-1,LIMA,LIMA,ATE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,SOAT,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,04/01/2021,2021,ENERO,LUNES,1,NO CORRESPONDE,AVENIDA
A-2021-01-262,V-2021-01-262-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,SOAT,PACIFICO,,VIGENTE,AUTOMÓVIL,CHOQUE,06/01/2021,2021,ENERO,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-01-262,V-2021-01-262-2,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,SOAT,CRECER SEGUROS,,NO REGISTRA,MOTOCICLETA,CHOQUE,06/01/2021,2021,ENERO,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-01-264,V-2021-01-264-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,SEMIREMOLQUE,DESPISTE,09/01/2021,2021,ENERO,SÁBADO,10,NO CORRESPONDE,AVENIDA
A-2021-01-265,V-2021-01-265-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIONETA RURAL,DESPISTE,11/01/2021,2021,ENERO,LUNES,9,NO CORRESPONDE,AVENIDA
A-2021-01-267,V-2021-01-267-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,VOLCADURA,14/01/2021,2021,ENERO,JUEVES,1,NO CORRESPONDE,OTRO
A-2021-01-267,V-2021-01-267-2,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,CAMIÓN,VOLCADURA,14/01/2021,2021,ENERO,JUEVES,1,NO CORRESPONDE,OTRO
A-2021-01-266,V-2021-01-266-1,LIMA,LIMA,SANTA ANITA,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,RIMAC,,VIGENTE,CAMIONETA PICK UP,ATROPELLO,14/01/2021,2021,ENERO,JUEVES,6,NO CORRESPONDE,AVENIDA
A-2021-01-269,V-2021-01-269-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VENCIDO,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,DESPISTE,16/01/2021,2021,ENERO,SÁBADO,18,NO CORRESPONDE,AVENIDA
A-2021-01-392,V-2021-01-392-1,CALLAO,CALLAO,LA PERLA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,16/01/2021,2021,ENERO,SÁBADO,19,NO CORRESPONDE,AVENIDA
A-2021-01-129,V-2021-01-129-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,MAPFRE,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,CAÍDA DE PASAJERO,17/01/2021,2021,ENERO,DOMINGO,8,PE-20,CARRETERA
A-2021-01-270,V-2021-01-270-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),,,,VIGENTE,,RIMAC,,VIGENTE,ÓMNIBUS,CHOQUE,19/01/2021,2021,ENERO,MARTES,9,NO CORRESPONDE,AVENIDA
A-2021-01-270,V-2021-01-270-2,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,CAMIÓN,CHOQUE,19/01/2021,2021,ENERO,MARTES,9,NO CORRESPONDE,AVENIDA
A-2021-01-271,V-2021-01-271-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,23/01/2021,2021,ENERO,SÁBADO,13,NO CORRESPONDE,AVENIDA
A-2021-01-272,V-2021-01-272-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,PACIFICO,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,23/01/2021,2021,ENERO,SÁBADO,17,PE-1N,CARRETERA
A-2021-01-195,V-2021-01-195-1,CALLAO,CALLAO,VENTANILLA,IDENTIFICADO,HABILITADO,OTRO,,,,VIGENTE,,RIMAC,,VIGENTE,ÓMNIBUS,DESPISTE,24/01/2021,2021,ENERO,DOMINGO,20,PE-20,CARRETERA
A-2021-01-195,V-2021-01-195-2,CALLAO,CALLAO,VENTANILLA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,NO APLICA,,NO APLICA,BICICLETA,DESPISTE,24/01/2021,2021,ENERO,DOMINGO,20,PE-20,CARRETERA
A-2021-01-273,V-2021-01-273-1,LIMA,LIMA,SAN MARTIN DE PORRES,FUGADO,NO CORRESPONDE,OTRO,,,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,25/01/2021,2021,ENERO,LUNES,8,NO CORRESPONDE,AVENIDA
A-2021-01-274,V-2021-01-274-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,RIMAC,,VIGENTE,CAMIONETA PICK UP,CHOQUE,25/01/2021,2021,ENERO,LUNES,11,NO CORRESPONDE,AVENIDA
A-2021-01-274,V-2021-01-274-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,,,,VIGENTE,,,,NO REGISTRA,TRIMOTO PASAJERO,CHOQUE,25/01/2021,2021,ENERO,LUNES,11,NO CORRESPONDE,AVENIDA
A-2021-01-381,V-2021-01-381-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO HABILITADO,REGULAR(INTERPROVINCIAL),,,,VIGENTE,,LA POSITIVA,,VIGENTE,ÓMNIBUS,ATROPELLO,26/01/2021,2021,ENERO,MARTES,6,NO CORRESPONDE,JIRÓN
A-2021-01-282,V-2021-01-282-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,CAMIÓN,CHOQUE FUGA,28/01/2021,2021,ENERO,JUEVES,5,PE-1N,CARRETERA
A-2021-01-282,V-2021-01-282-2,LIMA,LIMA,COMAS,FUGADO,NO HABILITADO,OTRO,,,,VIGENTE,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,28/01/2021,2021,ENERO,JUEVES,5,PE-1N,CARRETERA
A-2021-01-284,V-2021-01-284-1,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,CAMIÓN,CHOQUE,28/01/2021,2021,ENERO,JUEVES,17,NO CORRESPONDE,AVENIDA
A-2021-01-284,V-2021-01-284-2,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,NO APLICA,,NO APLICA,BICICLETA,CHOQUE,28/01/2021,2021,ENERO,JUEVES,17,NO CORRESPONDE,AVENIDA
A-2021-01-288,V-2021-01-288-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,29/01/2021,2021,ENERO,VIERNES,10,NO CORRESPONDE,AVENIDA
A-2021-01-288,V-2021-01-288-2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,PACIFICO,,VIGENTE,STATION WAGON,CHOQUE,29/01/2021,2021,ENERO,VIERNES,10,NO CORRESPONDE,AVENIDA
A-2021-01-356,V-2021-01-356-1,LIMA,LIMA,LURIGANCHO,FUGADO,,,,,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,30/01/2021,2021,ENERO,SÁBADO,0,NO CORRESPONDE,AVENIDA
A-2021-01-391,V-2021-01-391-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,AUTOMÓVIL,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,21,PE-20B,CARRETERA
A-2021-01-391,V-2021-01-391-2,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,VIGENTE,,,,NO APLICA,TRICICLO NO MOTORIZADO,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,21,PE-20B,CARRETERA
A-2021-02-248,V-2021-02-248-1,LIMA,LIMA,SAN ISIDRO,IDENTIFICADO,HABILITADO,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,AUTOMÓVIL,CHOQUE,01/02/2021,2021,FEBRERO,LUNES,4,NO CORRESPONDE,AVENIDA
A-2021-02-248,V-2021-02-248-2,LIMA,LIMA,SAN ISIDRO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,AUTOMÓVIL,CHOQUE,01/02/2021,2021,FEBRERO,LUNES,4,NO CORRESPONDE,AVENIDA
A-2021-02-251,V-2021-02-251-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,REMOLCADOR-SEMIREMOLQUE,CHOQUE,01/02/2021,2021,FEBRERO,LUNES,7,NO CORRESPONDE,AVENIDA
A-2021-02-251,V-2021-02-251-2,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,VIGENTE,,,NO ESPECIFICA,NO REGISTRA,MOTOCICLETA,CHOQUE,01/02/2021,2021,FEBRERO,LUNES,7,NO CORRESPONDE,AVENIDA
A-2021-02-124,V-2021-02-124-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,CARGA,,,,VENCIDO,,RIMAC,,NO REGISTRA,AUTOMÓVIL,CHOQUE,08/02/2021,2021,FEBRERO,LUNES,11,NO CORRESPONDE,AVENIDA
A-2021-02-124,V-2021-02-124-2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO HABILITADO,CARGA,,,,VENCIDO,,NO APLICA,,NO APLICA,TRIMOTO CARGA,CHOQUE,08/02/2021,2021,FEBRERO,LUNES,11,NO CORRESPONDE,AVENIDA
A-2021-02-127,V-2021-02-127-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,DISTRITAL,,VIGENTE,SOAT,INTERSEGURO,,NO REGISTRA,REMOLCADOR,ATROPELLO,08/02/2021,2021,FEBRERO,LUNES,15,NO CORRESPONDE,AVENIDA
A-2021-02-249,V-2021-02-249-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,DISTRITAL,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,CAMIÓN,ATROPELLO,09/02/2021,2021,FEBRERO,MARTES,20,PE-1S,CARRETERA
A-2021-02-250,V-2021-02-250-1,LIMA,LIMA,LA VICTORIA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,MOTOCICLETA,DESPISTE,09/02/2021,2021,FEBRERO,MARTES,21,NO CORRESPONDE,AVENIDA
A-2021-02-254,V-2021-02-254-1,LIMA,LIMA,SURQUILLO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,AUTOMÓVIL,CHOQUE,10/02/2021,2021,FEBRERO,MIÉRCOLES,13,NO CORRESPONDE,AVENIDA
A-2021-02-254,V-2021-02-254-2,LIMA,LIMA,SURQUILLO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,10/02/2021,2021,FEBRERO,MIÉRCOLES,13,NO CORRESPONDE,AVENIDA
A-2021-02-252,V-2021-02-252-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,AUTOMÓVIL,DESPISTE,10/02/2021,2021,FEBRERO,MIÉRCOLES,15,PE-1S,CARRETERA
A-2021-02-252,V-2021-02-252-2,LIMA,LIMA,LURIN,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO CORRESPONDE,VIGENTE,,,NO CORRESPONDE,NO APLICA,BICICLETA,DESPISTE,10/02/2021,2021,FEBRERO,MIÉRCOLES,15,PE-1S,CARRETERA
A-2021-02-253,V-2021-02-253-1,LIMA,LIMA,SAN LUIS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,BICICLETA,ATROPELLO,10/02/2021,2021,FEBRERO,MIÉRCOLES,16,NO CORRESPONDE,AVENIDA
A-2021-02-255,V-2021-02-255-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,AUTOMÓVIL,ATROPELLO,12/02/2021,2021,FEBRERO,VIERNES,7,PE-20F,CARRETERA
A-2021-02-244,V-2021-02-244-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VENCIDO,SOAT,RIMAC,NO ESPECIFICA,NO REGISTRA,CAMIONETA RURAL,CHOQUE,12/02/2021,2021,FEBRERO,VIERNES,11,NO CORRESPONDE,AVENIDA
A-2021-02-244,V-2021-02-244-2,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO CORRESPONDE,VENCIDO,,NO APLICA,NO CORRESPONDE,NO APLICA,BICICLETA,CHOQUE,12/02/2021,2021,FEBRERO,VIERNES,11,NO CORRESPONDE,AVENIDA
A-2021-02-258,V-2021-02-258-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,CAMIÓN,ATROPELLO,13/02/2021,2021,FEBRERO,SÁBADO,8,PE-1N,CARRETERA
A-2021-02-256,V-2021-02-256-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,RIMAC,SI,VENCIDO,AUTOMÓVIL,CHOQUE,13/02/2021,2021,FEBRERO,SÁBADO,17,NO CORRESPONDE,AVENIDA
A-2021-02-256,V-2021-02-256-2,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,DISTRITAL,NO CORRESPONDE,VENCIDO,,,NO CORRESPONDE,NO APLICA,TRIMOTO PASAJERO,CHOQUE,13/02/2021,2021,FEBRERO,SÁBADO,17,NO CORRESPONDE,AVENIDA
A-2021-02-259,V-2021-02-259-1,LIMA,LIMA,MIRAFLORES,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,CRECER SEGUROS,SI,VIGENTE,MOTOCICLETA,VOLCADURA,13/02/2021,2021,FEBRERO,SÁBADO,18,NO CORRESPONDE,CALLE
A-2021-02-257,V-2021-02-257-1,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,ÓMNIBUS,ATROPELLO FUGA,13/02/2021,2021,FEBRERO,SÁBADO,20,NO CORRESPONDE,AVENIDA
A-2021-02-261,V-2021-02-261-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PARTICULAR,,,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,AUTOMÓVIL,CHOQUE,16/02/2021,2021,FEBRERO,MARTES,8,NO CORRESPONDE,AVENIDA
A-2021-02-261,V-2021-02-261-2,LIMA,LIMA,LIMA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO CORRESPONDE,VIGENTE,,,NO CORRESPONDE,NO APLICA,BICICLETA,CHOQUE,16/02/2021,2021,FEBRERO,MARTES,8,NO CORRESPONDE,AVENIDA
A-2021-02-260,V-2021-02-260-1,LIMA,LIMA,LINCE,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VENCIDO,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,ÓMNIBUS,CHOQUE,16/02/2021,2021,FEBRERO,MARTES,18,NO CORRESPONDE,AVENIDA
A-2021-02-260,V-2021-02-260-2,LIMA,LIMA,LINCE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO CORRESPONDE,VENCIDO,,,NO CORRESPONDE,NO APLICA,BICICLETA,CHOQUE,16/02/2021,2021,FEBRERO,MARTES,18,NO CORRESPONDE,AVENIDA
A-2021-02-262,V-2021-02-262-1,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,CARGA,,,SI,VENCIDO,SOAT,INTERSEGURO,SI,VIGENTE,REMOLCADOR,ATROPELLO,17/02/2021,2021,FEBRERO,MIÉRCOLES,11,NO CORRESPONDE,AVENIDA
A-2021-02-264,V-2021-02-264-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,HABILITADO,CARGA,,,SI,VENCIDO,SOAT,PACIFICO,SI,VENCIDO,REMOLCADOR,CHOQUE CON OBJETO FIJO,18/02/2021,2021,FEBRERO,JUEVES,15,NO CORRESPONDE,CALLE
A-2021-02-263,V-2021-02-263-1,LIMA,LIMA,RIMAC,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,18/02/2021,2021,FEBRERO,JUEVES,18,PE-1N,CARRETERA
A-2021-02-235,V-2021-02-235-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,,VIGENTE,,LA POSITIVA,,NO REGISTRA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,19/02/2021,2021,FEBRERO,VIERNES,8,PE-20,CARRETERA
A-2021-02-235,V-2021-02-235-2,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,19/02/2021,2021,FEBRERO,VIERNES,8,PE-20,CARRETERA
A-2021-02-265,V-2021-02-265-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,LA POSITIVA,SI,VIGENTE,MINIBUS,ATROPELLO,19/02/2021,2021,FEBRERO,VIERNES,20,NO CORRESPONDE,AVENIDA
A-2021-02-237,V-2021-02-237-1,LIMA,LIMA,MAGDALENA DEL MAR,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE CON OBJETO FIJO,21/02/2021,2021,FEBRERO,DOMINGO,21,NO CORRESPONDE,OTRO
A-2021-02-266,V-2021-02-266-1,LIMA,LIMA,INDEPENDENCIA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,ÓMNIBUS,VOLCADURA,22/02/2021,2021,FEBRERO,LUNES,7,PE-1N,CARRETERA
A-2021-02-236,V-2021-02-236-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,DESPISTE,23/02/2021,2021,FEBRERO,MARTES,17,PE-20I,CARRETERA
A-2021-02-267,V-2021-02-267-1,LIMA,LIMA,SANTA ANITA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,23/02/2021,2021,FEBRERO,MARTES,21,PE-1N,CARRETERA
A-2021-02-268,V-2021-02-268-1,LIMA,LIMA,RIMAC,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,MAPFRE,NO,NO REGISTRA,AUTOMÓVIL,CHOQUE,24/02/2021,2021,FEBRERO,MIÉRCOLES,8,NO CORRESPONDE,AVENIDA
A-2021-02-268,V-2021-02-268-2,LIMA,LIMA,RIMAC,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,CRECER SEGUROS,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,24/02/2021,2021,FEBRERO,MIÉRCOLES,8,NO CORRESPONDE,AVENIDA
A-2021-02-269,V-2021-02-269-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,BICICLETA,ATROPELLO,26/02/2021,2021,FEBRERO,VIERNES,7,NO CORRESPONDE,AVENIDA
A-2021-02-270,V-2021-02-270-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,ÓMNIBUS,ATROPELLO,27/02/2021,2021,FEBRERO,SÁBADO,12,PE-1N,CARRETERA
A-2021-02-271,V-2021-02-271-1,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,,,NO ESPECIFICA,NO REGISTRA,,,NO,NO REGISTRA,TRIMOTO PASAJERO,DESPISTE,27/02/2021,2021,FEBRERO,SÁBADO,22,NO CORRESPONDE,JIRÓN
A-2021-03-69,V-2021-03-69-1,LIMA,LIMA,INDEPENDENCIA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,VIGENTE,MINIBUS,CAÍDA DE PASAJERO,01/03/2021,2021,MARZO,LUNES,8,NO CORRESPONDE,AVENIDA
A-2021-03-170,V-2021-03-170-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VENCIDO,,RIMAC,,VIGENTE,CAMIONETA RURAL,ATROPELLO,03/03/2021,2021,MARZO,MIÉRCOLES,18,SIN CLASIFICAR,CARRETERA
A-2021-03-171,V-2021-03-171-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,OTRO,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,VOLCADURA,04/03/2021,2021,MARZO,JUEVES,20,NO CORRESPONDE,AVENIDA
A-2021-03-175,V-2021-03-175-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,DESPISTE,05/03/2021,2021,MARZO,VIERNES,0,NO CORRESPONDE,AVENIDA
A-2021-03-352,V-2021-03-352-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,CARGA,,,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,CAMIÓN,ATROPELLO,05/03/2021,2021,MARZO,VIERNES,19,NO CORRESPONDE,JIRÓN
A-2021-03-201,V-2021-03-201-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,AUTOMÓVIL,ATROPELLO,05/03/2021,2021,MARZO,VIERNES,21,PE-1S,CARRETERA
A-2021-03-202,V-2021-03-202-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,PACIFICO,,NO REGISTRA,AUTOMÓVIL,ATROPELLO,06/03/2021,2021,MARZO,SÁBADO,3,PE-1N,CARRETERA
A-2021-03-349,V-2021-03-349-1,LIMA,LIMA,SANTA ROSA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,RIMAC,,NO REGISTRA,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,07/03/2021,2021,MARZO,DOMINGO,12,PE-1N,CARRETERA
