codigo_siniestro,codigo_vehiculo,departamento,provincia,distrito,situacionvehiculo,estado_modalidad,modalidad_de_transporte,elemento_transportado,ambito_servicio,posee_seguro,estado_soat,tipo_seguro,compania_seguro,posee_citv,estado_citv,vehiculo,tipo_siniestro,fecha,ano,mes,dia,hora,codigo_de_carretera,tipo_de_via
A-2022-10-146,V-2022-10-146-2,LIMA,LIMA,CIENEGUILLA,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,NO,VIGENTE,,,NO,NO REGISTRA,TRIMOTO PASAJERO,CHOQUE,01/10/2022,2022,OCTUBRE,SÁBADO,4,NO CORRESPONDE,AVENIDA
A-2022-10-144,V-2022-10-144-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,CAMIÓN,ATROPELLO,03/10/2022,2022,OCTUBRE,LUNES,7,NO CORRESPONDE,AVENIDA
A-2022-10-143,V-2022-10-143-1,LIMA,LIMA,PUNTA HERMOSA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,MAPFRE,NO,NO REGISTRA,MOTOCICLETA,DESPISTE,03/10/2022,2022,OCTUBRE,LUNES,16,PE-1S,CARRETERA
A-2022-10-142,V-2022-10-142-1,LIMA,LIMA,LA MOLINA,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,CAMIÓN,ATROPELLO,04/10/2022,2022,OCTUBRE,MARTES,17,LM-117,CARRETERA
A-2022-10-139,V-2022-10-139-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,AUTOMÓVIL,ATROPELLO,09/10/2022,2022,OCTUBRE,DOMINGO,3,PE-1S,CARRETERA
A-2022-10-217,V-2022-10-217-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,09/10/2022,2022,OCTUBRE,DOMINGO,20,PE-22,CARRETERA
A-2022-10-137,V-2022-10-137-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,REMOLCADOR,ATROPELLO,10/10/2022,2022,OCTUBRE,LUNES,8,NO CORRESPONDE,AVENIDA
A-2022-10-136,V-2022-10-136-1,LIMA,LIMA,MIRAFLORES,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,ÓMNIBUS,ATROPELLO,10/10/2022,2022,OCTUBRE,LUNES,10,NO CORRESPONDE,AVENIDA
A-2022-10-138,V-2022-10-138-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,REMOLCADOR,ATROPELLO,10/10/2022,2022,OCTUBRE,LUNES,13,NO CORRESPONDE,AVENIDA
A-2022-10-121,V-2022-10-121-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,PACIFICO,NO ESPECIFICA,NO REGISTRA,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,12/10/2022,2022,OCTUBRE,MIÉRCOLES,14,PE-20,CARRETERA
A-2022-10-135,V-2022-10-135-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,12/10/2022,2022,OCTUBRE,MIÉRCOLES,15,NO CORRESPONDE,AVENIDA
A-2022-10-135,V-2022-10-135-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,TRIMOTO PASAJERO,CHOQUE,12/10/2022,2022,OCTUBRE,MIÉRCOLES,15,NO CORRESPONDE,AVENIDA
A-2022-10-134,V-2022-10-134-1,LIMA,LIMA,PUNTA HERMOSA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,NO,NO REGISTRA,CAMIONETA RURAL,ATROPELLO,15/10/2022,2022,OCTUBRE,SÁBADO,22,NO CORRESPONDE,AVENIDA
A-2022-10-117,V-2022-10-117-1,CALLAO,CALLAO,VENTANILLA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,DISTRITAL,SI,VIGENTE,SOAT,MAPFRE,NO,NO REGISTRA,CAMIÓN,CAÍDA DE PASAJERO,18/10/2022,2022,OCTUBRE,MARTES,2,NO CORRESPONDE,AVENIDA
A-2022-10-133,V-2022-10-133-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO,NO REGISTRA,MOTOCICLETA,DESPISTE,18/10/2022,2022,OCTUBRE,MARTES,19,NO CORRESPONDE,AVENIDA
A-2022-10-132,V-2022-10-132-1,LIMA,LIMA,PUNTA HERMOSA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,CAMIÓN,CHOQUE,21/10/2022,2022,OCTUBRE,VIERNES,3,PE-1S,CARRETERA
A-2022-10-132,V-2022-10-132-2,LIMA,LIMA,PUNTA HERMOSA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,CAMIONETA RURAL,CHOQUE,21/10/2022,2022,OCTUBRE,VIERNES,3,PE-1S,CARRETERA
A-2022-10-123,V-2022-10-123-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,NO,NO REGISTRA,AUTOMÓVIL,ATROPELLO,21/10/2022,2022,OCTUBRE,VIERNES,16,PE-20,CARRETERA
A-2022-10-122,V-2022-10-122-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,NO ESPECIFICA,NO REGISTRA,AUTOMÓVIL,ATROPELLO,22/10/2022,2022,OCTUBRE,SÁBADO,21,NO CORRESPONDE,AVENIDA
A-2022-10-148,V-2022-10-148-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,CAMIONETA PICK UP,CHOQUE,24/10/2022,2022,OCTUBRE,LUNES,8,NO CORRESPONDE,AVENIDA
A-2022-10-148,V-2022-10-148-2,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,AUTOMÓVIL,CHOQUE,24/10/2022,2022,OCTUBRE,LUNES,8,NO CORRESPONDE,AVENIDA
A-2022-10-147,V-2022-10-147-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,CAMIÓN,ATROPELLO,27/10/2022,2022,OCTUBRE,JUEVES,8,NO CORRESPONDE,AVENIDA
A-2022-10-130,V-2022-10-130-1,LIMA,LIMA,ANCON,IDENTIFICADO,HABILITADO,CARGA,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,PACIFICO,SI,VIGENTE,CAMIÓN,CHOQUE,30/10/2022,2022,OCTUBRE,DOMINGO,7,PE-1N,CARRETERA
A-2022-10-130,V-2022-10-130-2,LIMA,LIMA,ANCON,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,VIGENTE,,,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,30/10/2022,2022,OCTUBRE,DOMINGO,7,PE-1N,CARRETERA
A-2022-10-129,V-2022-10-129-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,AUTOMÓVIL,CHOQUE FUGA,30/10/2022,2022,OCTUBRE,DOMINGO,16,NO CORRESPONDE,JIRÓN
A-2022-10-129,V-2022-10-129-2,LIMA,LIMA,LOS OLIVOS,FUGADO,,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,,NO CORRESPONDE,VIGENTE,,,NO CORRESPONDE,,TRIMOTO PASAJERO,CHOQUE FUGA,30/10/2022,2022,OCTUBRE,DOMINGO,16,NO CORRESPONDE,JIRÓN
A-2022-10-128,V-2022-10-128-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,CAMIONETA RURAL,CHOQUE,30/10/2022,2022,OCTUBRE,DOMINGO,21,NO CORRESPONDE,AVENIDA
A-2022-10-128,V-2022-10-128-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,AUTOMÓVIL,CHOQUE,30/10/2022,2022,OCTUBRE,DOMINGO,21,NO CORRESPONDE,AVENIDA
A-2022-10-126,V-2022-10-126-1,LIMA,LIMA,LA MOLINA,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,MOTOCICLETA,VOLCADURA,31/10/2022,2022,OCTUBRE,LUNES,18,PE-1NA,CARRETERA
A-2022-11-155,V-2022-11-155-1,LIMA,LIMA,PUCUSANA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,PROTECTA,SI,VIGENTE,CAMIONETA PANEL,DESPISTE,01/11/2022,2022,NOVIEMBRE,MARTES,6,PE-1S,CARRETERA
A-2022-11-155,V-2022-11-155-2,LIMA,LIMA,PUCUSANA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,NO,VIGENTE,,,SI,VIGENTE,SEMIREMOLQUE,DESPISTE,01/11/2022,2022,NOVIEMBRE,MARTES,6,PE-1S,CARRETERA
A-2022-11-155,V-2022-11-155-3,LIMA,LIMA,PUCUSANA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,REMOLCADOR,DESPISTE,01/11/2022,2022,NOVIEMBRE,MARTES,6,PE-1S,CARRETERA
A-2022-11-156,V-2022-11-156-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,AUTOMÓVIL,ATROPELLO,01/11/2022,2022,NOVIEMBRE,MARTES,7,NO CORRESPONDE,AVENIDA
A-2022-11-134,V-2022-11-134-1,LIMA,LIMA,SAN MIGUEL,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,NO,NO REGISTRA,MOTOCICLETA,CHOQUE CON OBJETO FIJO,03/11/2022,2022,NOVIEMBRE,JUEVES,0,NO CORRESPONDE,OTRO
A-2022-11-135,V-2022-11-135-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,PACIFICO,SI,VIGENTE,AUTOMÓVIL,ATROPELLO,05/11/2022,2022,NOVIEMBRE,SÁBADO,22,PE-1N,CARRETERA
A-2022-11-235,V-2022-11-235-1,LIMA,LIMA,LURIN,FUGADO,NO CORRESPONDE,NO CORRESPONDE,PERSONAS,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,06/11/2022,2022,NOVIEMBRE,DOMINGO,1,PE-1S,CARRETERA
A-2022-11-239,V-2022-11-239-1,LIMA,LIMA,LURIN,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,06/11/2022,2022,NOVIEMBRE,DOMINGO,5,PE-1S,CARRETERA
A-2022-11-238,V-2022-11-238-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,06/11/2022,2022,NOVIEMBRE,DOMINGO,19,NO CORRESPONDE,AVENIDA
A-2022-11-136,V-2022-11-136-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,NO,NO REGISTRA,MOTOCICLETA,DESPISTE,07/11/2022,2022,NOVIEMBRE,LUNES,5,PE-1N,CARRETERA
A-2022-11-157,V-2022-11-157-1,LIMA,LIMA,PACHACAMAC,IDENTIFICADO,NO HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,PROVINCIAL,NO,NO REGISTRA,,,NO,NO REGISTRA,TRIMOTO PASAJERO,CHOQUE,07/11/2022,2022,NOVIEMBRE,LUNES,5,NO CORRESPONDE,JIRÓN
A-2022-11-157,V-2022-11-157-2,LIMA,LIMA,PACHACAMAC,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,NO REGISTRA,SOAT,PACIFICO,NO CORRESPONDE,NO APLICA,CAMIONETA RURAL,CHOQUE,07/11/2022,2022,NOVIEMBRE,LUNES,5,NO CORRESPONDE,JIRÓN
A-2022-11-231,V-2022-11-231-1,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,MOTOCICLETA,ATROPELLO,07/11/2022,2022,NOVIEMBRE,LUNES,21,NO CORRESPONDE,AVENIDA
A-2022-11-137,V-2022-11-137-1,LIMA,LIMA,LA VICTORIA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,07/11/2022,2022,NOVIEMBRE,LUNES,22,NO CORRESPONDE,VIA EXPRESA
A-2022-11-133,V-2022-11-133-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,PACIFICO,NO ESPECIFICA,NO REGISTRA,CAMIÓN,ATROPELLO,08/11/2022,2022,NOVIEMBRE,MARTES,8,PE-20,CARRETERA
A-2022-11-119,V-2022-11-119-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,INTERSEGURO,NO CORRESPONDE,NO APLICA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,08/11/2022,2022,NOVIEMBRE,MARTES,16,PE-20,CARRETERA
A-2022-11-119,V-2022-11-119-2,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,MOTOCICLETA,CHOQUE,08/11/2022,2022,NOVIEMBRE,MARTES,16,PE-20,CARRETERA
A-2022-11-138,V-2022-11-138-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,CAMIÓN,CHOQUE,08/11/2022,2022,NOVIEMBRE,MARTES,16,NO CORRESPONDE,AVENIDA
A-2022-11-138,V-2022-11-138-2,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,VIGENTE,,,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,08/11/2022,2022,NOVIEMBRE,MARTES,16,NO CORRESPONDE,AVENIDA
A-2022-11-158,V-2022-11-158-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,STATION WAGON,ATROPELLO,10/11/2022,2022,NOVIEMBRE,JUEVES,7,NO CORRESPONDE,AVENIDA
A-2022-11-140,V-2022-11-140-1,LIMA,LIMA,LIMA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,10/11/2022,2022,NOVIEMBRE,JUEVES,19,NO CORRESPONDE,JIRÓN
A-2022-11-161,V-2022-11-161-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,MOTOCICLETA,ATROPELLO,11/11/2022,2022,NOVIEMBRE,VIERNES,14,NO CORRESPONDE,AVENIDA
A-2022-11-160,V-2022-11-160-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,AUTOMÓVIL,DESPISTE,11/11/2022,2022,NOVIEMBRE,VIERNES,17,PE-1S,CARRETERA
A-2022-11-139,V-2022-11-139-1,LIMA,LIMA,SAN MIGUEL,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,PROTECTA,SI,VIGENTE,AUTOMÓVIL,CHOQUE,12/11/2022,2022,NOVIEMBRE,SÁBADO,5,NO CORRESPONDE,AVENIDA
A-2022-11-139,V-2022-11-139-2,LIMA,LIMA,SAN MIGUEL,IDENTIFICADO,NO CORRESPONDE,NO CORRESPONDE,CARGA Y/O MERCANCÍAS,DISTRITAL,NO CORRESPONDE,VIGENTE,,,NO CORRESPONDE,NO APLICA,OTRO,CHOQUE,12/11/2022,2022,NOVIEMBRE,SÁBADO,5,NO CORRESPONDE,AVENIDA
A-2022-11-141,V-2022-11-141-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,CAMIÓN,CHOQUE,12/11/2022,2022,NOVIEMBRE,SÁBADO,20,PE-22,CARRETERA
A-2022-11-141,V-2022-11-141-2,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,AUTOMÓVIL,CHOQUE,12/11/2022,2022,NOVIEMBRE,SÁBADO,20,PE-22,CARRETERA
A-2022-11-233,V-2022-11-233-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,NO CORRESPONDE,NO APLICA,MOTOCICLETA,CHOQUE,13/11/2022,2022,NOVIEMBRE,DOMINGO,18,NO CORRESPONDE,AVENIDA
A-2022-11-233,V-2022-11-233-2,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,13/11/2022,2022,NOVIEMBRE,DOMINGO,18,NO CORRESPONDE,AVENIDA
A-2022-11-142,V-2022-11-142-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,BICICLETA,DESPISTE,13/11/2022,2022,NOVIEMBRE,DOMINGO,23,NO CORRESPONDE,AVENIDA
A-2022-11-162,V-2022-11-162-1,LIMA,LIMA,LURIGANCHO,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,14/11/2022,2022,NOVIEMBRE,LUNES,0,NO CORRESPONDE,CALLE
A-2022-11-143,V-2022-11-143-1,LIMA,LIMA,ANCON,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),PERSONAS,NACIONAL,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,ÓMNIBUS,ATROPELLO,15/11/2022,2022,NOVIEMBRE,MARTES,12,PE-1N,CARRETERA
A-2022-11-144,V-2022-11-144-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,ÓMNIBUS,ATROPELLO,15/11/2022,2022,NOVIEMBRE,MARTES,23,PE-1N,CARRETERA
A-2022-11-145,V-2022-11-145-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,AUTOMÓVIL,CHOQUE,16/11/2022,2022,NOVIEMBRE,MIÉRCOLES,5,PE-1N,CARRETERA
A-2022-11-145,V-2022-11-145-2,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,CAMIÓN,CHOQUE,16/11/2022,2022,NOVIEMBRE,MIÉRCOLES,5,PE-1N,CARRETERA
A-2022-11-146,V-2022-11-146-1,LIMA,LIMA,BREÑA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,MINIBUS,ATROPELLO,16/11/2022,2022,NOVIEMBRE,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2022-11-147,V-2022-11-147-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,MATERIALES PELIGROSOS,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,18/11/2022,2022,NOVIEMBRE,VIERNES,18,NO CORRESPONDE,AVENIDA
A-2022-11-148,V-2022-11-148-1,LIMA,LIMA,ATE,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VENCIDO,SOAT,LA POSITIVA,SI,VIGENTE,CAMIONETA RURAL,CHOQUE,19/11/2022,2022,NOVIEMBRE,SÁBADO,5,PE-22,CARRETERA
A-2022-11-148,V-2022-11-148-2,LIMA,LIMA,ATE,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VENCIDO,SOAT,LA POSITIVA,SI,VIGENTE,CAMIONETA RURAL,CHOQUE,19/11/2022,2022,NOVIEMBRE,SÁBADO,5,PE-22,CARRETERA
A-2022-11-241,V-2022-11-241-1,LIMA,LIMA,PUEBLO LIBRE,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,ÓMNIBUS,CHOQUE,19/11/2022,2022,NOVIEMBRE,SÁBADO,17,NO CORRESPONDE,AVENIDA
A-2022-11-241,V-2022-11-241-2,LIMA,LIMA,PUEBLO LIBRE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,MOTOCICLETA,CHOQUE,19/11/2022,2022,NOVIEMBRE,SÁBADO,17,NO CORRESPONDE,AVENIDA
A-2022-11-149,V-2022-11-149-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,MOTOCICLETA,DESPISTE,21/11/2022,2022,NOVIEMBRE,LUNES,4,NO CORRESPONDE,AVENIDA
A-2022-11-236,V-2022-11-236-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,DISTRITAL,NO,NO REGISTRA,,,SI,VENCIDO,TRIMOTO PASAJERO,ATROPELLO,22/11/2022,2022,NOVIEMBRE,MARTES,19,NO CORRESPONDE,AVENIDA
A-2022-11-150,V-2022-11-150-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,CAMIÓN,ATROPELLO,23/11/2022,2022,NOVIEMBRE,MIÉRCOLES,18,PE-1N,CARRETERA
A-2022-11-232,V-2022-11-232-1,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,ÓMNIBUS,ATROPELLO,24/11/2022,2022,NOVIEMBRE,JUEVES,19,NO CORRESPONDE,JIRÓN
A-2022-11-151,V-2022-11-151-1,LIMA,LIMA,COMAS,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,VEHICULO NO IDENTIFICADO,CAÍDA DE PASAJERO,25/11/2022,2022,NOVIEMBRE,VIERNES,11,NO CORRESPONDE,AVENIDA
A-2022-11-163,V-2022-11-163-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,MOTOCICLETA,ATROPELLO,25/11/2022,2022,NOVIEMBRE,VIERNES,15,NO CORRESPONDE,CALLE
