codigo_siniestro,fecha_siniestro,hora_siniestro,clase_siniestro,cantidad_de_fallecidos,cantidad_de_lesionados,cantidad_de_vehiculos_danados,departamento,provincia,distrito,zona,tipo_de_via,red_vial,cod_carretera,coordenadas_latitud,coordenadas_longitud,condicionclimatica,zonificacion,caracteristicas_de_via,perfil_longitudinal_via,superficie_de_calzada,existe_senal_vertical,clasificacionde_la_senal_vertical_no_1,clasificacionde_la_senal_vertical_no_2,existe_senal_horizontal,causa_factor_principal,causa_especifica
A-2021-12-215,2021-12-02,17:50,CHOQUE,1,0,1.0,LIMA,LIMA,LURIGANCHO,URBANA,AUTOPISTA,URBANO,NO CORRESPONDE,-12.011532,-76.891939,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-116,2021-12-04,19:40,DESPISTE,1,0,2.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.976829134541228,-77.08142900205921,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-12-117,2021-12-05,00:00,ATROPELLO,1,0,0.0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.012510749146264,-76.87878810644341,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,EMPEDRADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-118,2021-12-05,15:00,ATROPELLO,1,0,0.0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-1S,-12.072798427511898,-76.97388851495127,SOLEADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-220,2021-12-06,14:44,CHOQUE,1,0,2.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.977829,-77.077696,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-119,2021-12-07,14:35,CHOQUE,1,0,2.0,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.985720245080582,-76.80978528061422,SOLEADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-8,2021-12-07,18:00,CHOQUE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.972424576844084,-77.1248169387054,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-7,2021-12-07,22:00,CHOQUE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-12.038259793695234,-77.12717963582398,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-12-216,2021-12-08,10:00,CAÍDA DE PASAJERO,1,0,0.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.183116,-76.924735,SOLEADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-154,2021-12-10,01:00,DESPISTE,1,2,1.0,LIMA,LIMA,BARRANCO,URBANA,OTRO,URBANO,NO CORRESPONDE,-12.153688218841218,-77.02474408850549,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-155,2021-12-10,16:40,CAÍDA DE PASAJERO,1,0,0.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.166162,-76.952253,SOLEADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-156,2021-12-11,12:50,ATROPELLO,1,0,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.006545,-77.082327,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-157,2021-12-11,21:30,CHOQUE,1,7,2.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,-12.1951485,-76.9727995,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-14,2021-12-12,07:40,DESPISTE,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20B,-12.041565034775047,-77.10440847210458,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-295,2021-12-12,13:25,DESPISTE,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.97059094851008,-77.07248371063332,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-158,2021-12-13,21:30,CHOQUE,1,0,2.0,LIMA,LIMA,CIENEGUILLA,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.073099184950324,-76.87478182472802,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-159,2021-12-14,06:50,CHOQUE,1,0,2.0,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-20F,-11.954954,-77.084784,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-27,2021-12-15,17:00,CHOQUE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.017058066620036,-77.09289378582605,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-12-206,2021-12-15,19:40,VOLCADURA,1,0,1.0,LIMA,LIMA,CIENEGUILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.10018,-76.79166,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-207,2021-12-16,20:00,ATROPELLO,1,0,,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.108048,-76.875272,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-12-208,2021-12-18,12:40,CHOQUE,1,0,2.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.990701,-77.106933,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-209,2021-12-18,20:20,CHOQUE,1,0,1.0,LIMA,LIMA,MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.122383856206037,-77.00564673617936,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-210,2021-12-19,02:45,CHOQUE,1,0,1.0,LIMA,LIMA,COMAS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.93071,-77.07231,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-212,2021-12-19,05:30,ATROPELLO,1,0,0.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.21592,-76.935139,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-211,2021-12-20,06:35,ATROPELLO,1,0,0.0,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.083448880084283,-76.8780917430727,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-34,2021-12-20,11:30,ATROPELLO,1,0,1.0,CALLAO,CALLAO,MI PERU,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.857653446676723,-77.1283577259479,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-12-213,2021-12-20,15:30,CHOQUE,1,1,2.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.029521,-77.007004,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-223,2021-12-22,06:30,DESPISTE,1,0,1.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.0133494,-77.0603835,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-224,2021-12-23,19:00,ATROPELLO,1,0,0.0,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.276894,-76.870023,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-241,2021-12-24,16:20,CHOQUE,1,0,2.0,LIMA,LIMA,CIENEGUILLA,URBANA,CARRETERA,DEPARTAMENTAL,LM-119,-12.090918,-76.844108,SOLEADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-240,2021-12-24,17:00,ATROPELLO,1,0,0.0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.006548400245968,-77.08233591984799,SOLEADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-293,2021-12-25,13:45,ATROPELLO,1,0,1.0,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.8885719,-77.13055217,DESPEJADO,INDUSTRIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-12-242,2021-12-25,16:30,ATROPELLO,1,0,0.0,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.871631,-77.014417,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-243,2021-12-26,04:00,DESPISTE,1,0,1.0,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.990416,-76.820875,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-245,2021-12-26,16:00,VOLCADURA,1,0,1.0,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.067019,-76.997399,SOLEADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-244,2021-12-26,17:15,ATROPELLO,2,1,1.0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.181323,-77.012318,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-246,2021-12-27,04:00,CHOQUE,1,0,2.0,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-11.931703,-76.692086,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-80,2021-12-27,07:30,CHOQUE,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.985128045581396,-77.12521423663608,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN
A-2021-12-218,2021-12-29,13:55,ATROPELLO,1,1,1.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.025253,-77.010592,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-217,2021-12-30,11:30,DESPISTE,1,4,1.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.301834,-76.845125,SOLEADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-219,2021-12-31,09:10,ATROPELLO,1,0,0.0,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-11.933058498741993,-76.69317478959006,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-161,2021-12-31,09:30,CHOQUE,1,0,1.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-12.024209442238538,-77.12873359104283,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE FRENOS
A-2021-12-247,2021-12-31,10:54,DESPISTE,1,0,1.0,LIMA,LIMA,INDEPENDENCIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.997731,-77.051705,SOLEADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-12-248,2021-12-31,17:05,ATROPELLO,1,0,1.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.171185,-76.930697,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-69,2022-01-01,06:04,DESPISTE,1,0,0.0,LIMA,LIMA,LA MOLINA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.063661,-76.952232,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-70,2022-01-01,23:00,ATROPELLO,1,0,0.0,LIMA,LIMA,PACHACAMAC,URBANA,CARRETERA,PROVINCIAL,LM-796,-12.104026430763833,-76.87641783945658,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-73,2022-01-03,19:00,CHOQUE,1,0,0.0,LIMA,LIMA,CHORRILLOS,URBANA,CARRETERA,NACIONAL,PE-1S,-12.221114594425702,-76.97614819371015,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-89,2022-01-03,22:00,CHOQUE,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.890384903545833,-77.06837829493487,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-90,2022-01-04,10:45,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.02323,-77.058815,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-91,2022-01-04,20:30,DESPISTE,1,0,0.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.987278,-77.103042,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-110,2022-01-05,06:50,CHOQUE,1,0,0.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.172018297607602,-76.97873171240589,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-111,2022-01-09,19:10,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN BARTOLO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.385164664801556,-76.77044923432662,DESPEJADO,INDUSTRIAL,PUENTE,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-01-120,2022-01-10,08:25,DESPISTE,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.124371627362988,-76.97719929375269,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-121,2022-01-12,02:00,CHOQUE CON OBJETO FIJO,1,0,1.0,LIMA,LIMA,EL AGUSTINO,URBANA,AUTOPISTA,URBANO,NO CORRESPONDE,-12.0306282,-76.9945093,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,VEHÍCULO MAL ESTACIONADO
A-2022-01-123,2022-01-13,14:00,CHOQUE,1,0,0.0,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.043799984265837,-77.02457270473965,DESPEJADO,INDUSTRIAL,PUENTE,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-124,2022-01-14,15:30,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,RURAL,CALLE,URBANO,NO CORRESPONDE,-11.881754889914252,-76.94773246404225,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-125,2022-01-14,20:50,ATROPELLO,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.913491414372915,-77.07381770920416,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-01-126,2022-01-17,07:45,ATROPELLO,1,0,0.0,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06192,-76.996147,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-260,2022-01-18,17:00,DESPISTE,1,1,,LIMA,LIMA,CIENEGUILLA,RURAL,CARRETERA,DEPARTAMENTAL,LM-119,-12.130890783402148,-76.8109076328621,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-261,2022-01-19,16:50,CAÍDA DE PASAJERO,1,0,0.0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.940693,-77.067244,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-94,2022-01-21,04:40,ATROPELLO,1,0,1.0,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.82886121774238,-77.15930383658092,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-01-262,2022-01-21,20:00,CHOQUE,1,0,0.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.289421067505211,-76.86866818905403,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-104,2022-01-22,06:00,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-12.046638238382068,-77.13209852397658,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),INFORMATIVA (I),NO,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-01-266,2022-01-22,22:50,ATROPELLO,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.153347346790111,-76.98395309001715,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-268,2022-01-24,04:00,CHOQUE,2,1,0.0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-1S,-12.061300215225032,-76.97222202697768,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-267,2022-01-25,05:25,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.1805924,-76.9760667,DESPEJADO,COMERCIAL,PUENTE,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-269,2022-01-28,23:40,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,-12.042152628931484,-77.02061367069078,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-270,2022-01-30,01:20,VOLCADURA,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.141153345291308,-76.98128810467387,DESPEJADO,INDUSTRIAL,PUENTE,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-277,2022-01-30,06:00,CHOQUE,1,0,1.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.022886281559128,-77.05922110245548,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-271,2022-01-30,08:10,CHOQUE,1,0,0.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.204976612184334,-76.92874793045789,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-01-279,2022-01-31,12:00,DESPISTE,1,1,0.0,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.028669118024691,-76.9510746473504,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-02-149,2022-02-02,10:00,ATROPELLO,1,0,0.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.020893494197905,-77.05935531665118,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-02-150,2022-02-02,20:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.012293875275123,-76.87820424799322,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
