codigo_siniestro,codigo_vehiculo,codigo_persona,departamento,provincia,distrito,tipo_persona,gravedad,lugar_atencionlesionado,lugar_de_defuncion,situacionde_persona,pais_de_nacionalidad,edad,sexo,posee_licencia,estado_licencia,clase_licencia,se_sometio_a_dosaje_etilico_cualitativo,resultado_del_dosaje_etilico_cualitativo,se_sometio_a_dosaje_etilico_cuantitativo,vehiculo,fecha,ano,mes,dia,hora,clase_de_siniestro,causa,causa_especifica,tipo_de_via,codigo_de_carretera,red_vial
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-1,LIMA,LIMA,PACHACAMAC,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,28,MASCULINO,SI,VIGENTE,B II C,SI,POSITIVO,SI,TRIMOTO PASAJERO,01/01/2021,2021,ENERO,VIERNES,5,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-2,LIMA,LIMA,PACHACAMAC,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,25,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,POSITIVO,NO,TRIMOTO PASAJERO,01/01/2021,2021,ENERO,VIERNES,5,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-3,LIMA,LIMA,PACHACAMAC,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,0,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,TRIMOTO PASAJERO,01/01/2021,2021,ENERO,VIERNES,5,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-248,V-2021-01-248-1,P-2021-01-248-1-4,LIMA,LIMA,PACHACAMAC,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,64,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,TRIMOTO PASAJERO,01/01/2021,2021,ENERO,VIERNES,5,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-254,V-2021-01-254-1,P-2021-01-254-1-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,VENEZUELA,30,MASCULINO,SI,NO REGISTRA,OTRO,SI,POSITIVO,SI,MOTOCICLETA,01/01/2021,2021,ENERO,VIERNES,14,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-254,V-2021-01-254-1,P-2021-01-254-1-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,16,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,MOTOCICLETA,01/01/2021,2021,ENERO,VIERNES,14,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-258,V-2021-01-258-1,P-2021-01-258-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,VENEZUELA,,MASCULINO,,FUGADO,FUGADO,NO,POSITIVO,NO,VEHICULO NO IDENTIFICADO,03/01/2021,2021,ENERO,DOMINGO,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-01-258,V-2021-01-258-1,P-2021-01-258-1-2,LIMA,LIMA,VILLA EL SALVADOR,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,03/01/2021,2021,ENERO,DOMINGO,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-01-260,V-2021-01-260-1,P-2021-01-260-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,23,MASCULINO,SI,VIGENTE,B II C,NO,,NO,MOTOCICLETA,04/01/2021,2021,ENERO,LUNES,1,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-260,V-2021-01-260-1,P-2021-01-260-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,26,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,MOTOCICLETA,04/01/2021,2021,ENERO,LUNES,1,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-262,V-2021-01-262-1,P-2021-01-262-1-1,LIMA,LIMA,CHORRILLOS,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,26,MASCULINO,SI,VIGENTE,A I,SI,NEGATIVO,SI,AUTOMÓVIL,06/01/2021,2021,ENERO,MIÉRCOLES,20,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-262,V-2021-01-262-1,P-2021-01-262-1-2,LIMA,LIMA,CHORRILLOS,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,19,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,AUTOMÓVIL,06/01/2021,2021,ENERO,MIÉRCOLES,20,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-262,V-2021-01-262-2,P-2021-01-262-2-1,LIMA,LIMA,CHORRILLOS,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,31,FEMENINO,NO,SIN LICENCIA,SIN LICENCIA,SI,POSITIVO,SI,MOTOCICLETA,06/01/2021,2021,ENERO,MIÉRCOLES,20,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-264,V-2021-01-264-1,P-2021-01-264-1-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,OTRO,41,MASCULINO,NO,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,SEMIREMOLQUE,09/01/2021,2021,ENERO,SÁBADO,10,DESPISTE,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-265,V-2021-01-265-1,P-2021-01-265-1-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,64,MASCULINO,NO,VIGENTE,A II B,NO,,NO,CAMIONETA RURAL,11/01/2021,2021,ENERO,LUNES,9,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-267,V-2021-01-267-1,P-2021-01-267-1-1,LIMA,LIMA,LURIN,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,32,MASCULINO,NO,SIN LICENCIA,SIN LICENCIA,NO,,NO,MOTOCICLETA,14/01/2021,2021,ENERO,JUEVES,1,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,OTRO,NO CORRESPONDE,URBANO
A-2021-01-267,V-2021-01-267-1,P-2021-01-267-1-2,LIMA,LIMA,LURIN,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,22,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,MOTOCICLETA,14/01/2021,2021,ENERO,JUEVES,1,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,OTRO,NO CORRESPONDE,URBANO
A-2021-01-267,V-2021-01-267-2,P-2021-01-267-2-1,LIMA,LIMA,LURIN,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,OTRO,35,MASCULINO,NO,VIGENTE,A III C,NO,,NO,CAMIÓN,14/01/2021,2021,ENERO,JUEVES,1,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,OTRO,NO CORRESPONDE,URBANO
A-2021-01-266,V-2021-01-266-1,P-2021-01-266-1-1,LIMA,LIMA,SANTA ANITA,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,35,MASCULINO,NO,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,CAMIONETA PICK UP,14/01/2021,2021,ENERO,JUEVES,6,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-266,V-2021-01-266-1,P-2021-01-266-1-2,LIMA,LIMA,SANTA ANITA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,60,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,CAMIONETA PICK UP,14/01/2021,2021,ENERO,JUEVES,6,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-269,V-2021-01-269-1,P-2021-01-269-1-1,LIMA,LIMA,COMAS,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,21,MASCULINO,NO,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,MOTOCICLETA,16/01/2021,2021,ENERO,SÁBADO,18,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-269,V-2021-01-269-1,P-2021-01-269-1-2,LIMA,LIMA,COMAS,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,1,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,MOTOCICLETA,16/01/2021,2021,ENERO,SÁBADO,18,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-392,V-2021-01-392-1,P-2021-01-392-1-1,CALLAO,CALLAO,LA PERLA,CONDUCTOR,LESIONADO,,,IDENTIFICADO,PERÚ,27,MASCULINO,SI,VIGENTE,B II C,NO,,SI,MOTOCICLETA,16/01/2021,2021,ENERO,SÁBADO,19,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-392,V-2021-01-392-1,P-2021-01-392-1-2,CALLAO,CALLAO,LA PERLA,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,65,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,SI,MOTOCICLETA,16/01/2021,2021,ENERO,SÁBADO,19,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-129,V-2021-01-129-1,P-2021-01-129-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,25,MASCULINO,SI,VIGENTE,A III B,NO,NEGATIVO,SI,REMOLCADOR-SEMIREMOLQUE,17/01/2021,2021,ENERO,DOMINGO,8,CAÍDA DE PASAJERO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),CARRETERA NACIONAL,PE-20,NACIONAL
A-2021-01-129,V-2021-01-129-1,P-2021-01-129-1-2,CALLAO,CALLAO,CALLAO,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,29,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,SI,REMOLCADOR-SEMIREMOLQUE,17/01/2021,2021,ENERO,DOMINGO,8,CAÍDA DE PASAJERO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),CARRETERA NACIONAL,PE-20,NACIONAL
A-2021-01-270,V-2021-01-270-1,P-2021-01-270-1-1,LIMA,LIMA,LURIGANCHO,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,VENEZUELA,31,MASCULINO,NO,VIGENTE,A III C,NO,,NO,ÓMNIBUS,19/01/2021,2021,ENERO,MARTES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-270,V-2021-01-270-1,P-2021-01-270-1-2,LIMA,LIMA,LURIGANCHO,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,36,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,ÓMNIBUS,19/01/2021,2021,ENERO,MARTES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-270,V-2021-01-270-1,P-2021-01-270-1-3,LIMA,LIMA,LURIGANCHO,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,26,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,ÓMNIBUS,19/01/2021,2021,ENERO,MARTES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-270,V-2021-01-270-1,P-2021-01-270-1-4,LIMA,LIMA,LURIGANCHO,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,35,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,ÓMNIBUS,19/01/2021,2021,ENERO,MARTES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-270,V-2021-01-270-1,P-2021-01-270-1-5,LIMA,LIMA,LURIGANCHO,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,13,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,ÓMNIBUS,19/01/2021,2021,ENERO,MARTES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-270,V-2021-01-270-2,P-2021-01-270-2-1,LIMA,LIMA,LURIGANCHO,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,50,MASCULINO,NO,VIGENTE,A III C,NO,,NO,CAMIÓN,19/01/2021,2021,ENERO,MARTES,9,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-271,V-2021-01-271-1,P-2021-01-271-1-1,LIMA,LIMA,LOS OLIVOS,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,42,MASCULINO,NO,VIGENTE,B II C,NO,,NO,MOTOCICLETA,23/01/2021,2021,ENERO,SÁBADO,13,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-271,V-2021-01-271-1,P-2021-01-271-1-2,LIMA,LIMA,LOS OLIVOS,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,68,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,MOTOCICLETA,23/01/2021,2021,ENERO,SÁBADO,13,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-272,V-2021-01-272-1,P-2021-01-272-1-1,LIMA,LIMA,PUENTE PIEDRA,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,44,MASCULINO,NO,VIGENTE,A III C,NO,,NO,REMOLCADOR-SEMIREMOLQUE,23/01/2021,2021,ENERO,SÁBADO,17,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-01-272,V-2021-01-272-1,P-2021-01-272-1-2,LIMA,LIMA,PUENTE PIEDRA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,31,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,REMOLCADOR-SEMIREMOLQUE,23/01/2021,2021,ENERO,SÁBADO,17,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-01-195,V-2021-01-195-1,P-2021-01-195-1-1,CALLAO,CALLAO,VENTANILLA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,34,MASCULINO,SI,VIGENTE,A III C,NO,,SI,ÓMNIBUS,24/01/2021,2021,ENERO,DOMINGO,20,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20,NACIONAL
A-2021-01-195,V-2021-01-195-2,P-2021-01-195-2-1,CALLAO,CALLAO,VENTANILLA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,10,MASCULINO,NO,NO CORRESPONDE,NO CORRESPONDE,NO,,NO,BICICLETA,24/01/2021,2021,ENERO,DOMINGO,20,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20,NACIONAL
A-2021-01-273,V-2021-01-273-1,P-2021-01-273-1-1,LIMA,LIMA,SAN MARTIN DE PORRES,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,PERÚ,,MASCULINO,NO,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,25/01/2021,2021,ENERO,LUNES,8,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-273,V-2021-01-273-1,P-2021-01-273-1-2,LIMA,LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,41,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,VEHICULO NO IDENTIFICADO,25/01/2021,2021,ENERO,LUNES,8,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-274,V-2021-01-274-1,P-2021-01-274-1-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,30,MASCULINO,NO,VIGENTE,A I,NO,,NO,CAMIONETA PICK UP,25/01/2021,2021,ENERO,LUNES,11,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-274,V-2021-01-274-2,P-2021-01-274-2-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,18,MASCULINO,NO,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,TRIMOTO PASAJERO,25/01/2021,2021,ENERO,LUNES,11,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-274,V-2021-01-274-2,P-2021-01-274-2-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,73,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,TRIMOTO PASAJERO,25/01/2021,2021,ENERO,LUNES,11,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-274,V-2021-01-274-2,P-2021-01-274-2-3,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,58,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,TRIMOTO PASAJERO,25/01/2021,2021,ENERO,LUNES,11,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-381,V-2021-01-381-1,P-2021-01-381-1-1,LIMA,LIMA,SAN MARTIN DE PORRES,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,25,MASCULINO,NO,VIGENTE,A III A,NO,,NO,ÓMNIBUS,26/01/2021,2021,ENERO,MARTES,6,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,JIRÓN,NO CORRESPONDE,URBANO
A-2021-01-381,V-2021-01-381-1,P-2021-01-381-1-2,LIMA,LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,57,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,ÓMNIBUS,26/01/2021,2021,ENERO,MARTES,6,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,JIRÓN,NO CORRESPONDE,URBANO
A-2021-01-282,V-2021-01-282-1,P-2021-01-282-1-1,LIMA,LIMA,COMAS,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,46,MASCULINO,NO,VIGENTE,A III C,NO,,NO,CAMIÓN,28/01/2021,2021,ENERO,JUEVES,5,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-01-282,V-2021-01-282-1,P-2021-01-282-1-2,LIMA,LIMA,COMAS,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,38,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,CAMIÓN,28/01/2021,2021,ENERO,JUEVES,5,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-01-282,V-2021-01-282-2,P-2021-01-282-2-1,LIMA,LIMA,COMAS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,MASCULINO,,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,28/01/2021,2021,ENERO,JUEVES,5,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-01-284,V-2021-01-284-1,P-2021-01-284-1-1,LIMA,LIMA,CARABAYLLO,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,VENEZUELA,35,MASCULINO,NO,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,CAMIÓN,28/01/2021,2021,ENERO,JUEVES,17,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-284,V-2021-01-284-2,P-2021-01-284-2-1,LIMA,LIMA,CARABAYLLO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,30,MASCULINO,NO,NO CORRESPONDE,NO CORRESPONDE,NO,,NO,BICICLETA,28/01/2021,2021,ENERO,JUEVES,17,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-288,V-2021-01-288-1,P-2021-01-288-1-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,23,MASCULINO,NO,VIGENTE,B II C,NO,,NO,MOTOCICLETA,29/01/2021,2021,ENERO,VIERNES,10,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-288,V-2021-01-288-2,P-2021-01-288-2-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,50,MASCULINO,NO,VIGENTE,A I,NO,,NO,STATION WAGON,29/01/2021,2021,ENERO,VIERNES,10,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-356,V-2021-01-356-1,P-2021-01-356-1-1,LIMA,LIMA,LURIGANCHO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,22,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,VEHICULO NO IDENTIFICADO,30/01/2021,2021,ENERO,SÁBADO,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
