codigo_siniestro,codigo_vehiculo,codigo_persona,departamento,provincia,distrito,tipo_persona,gravedad,lugar_atencionlesionado,lugar_de_defuncion,situacionde_persona,pais_de_nacionalidad,edad,sexo,posee_licencia,estado_licencia,clase_licencia,se_sometio_a_dosaje_etilico_cualitativo,resultado_del_dosaje_etilico_cualitativo,se_sometio_a_dosaje_etilico_cuantitativo,vehiculo,fecha,ano,mes,dia,hora,clase_de_siniestro,causa,causa_especifica,tipo_de_via,codigo_de_carretera,red_vial
A-2023-07-146,V-2023-07-146-1,P-2023-07-146-1-1,LIMA,LIMA,LA MOLINA,CONDUCTOR,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,AUTOMÓVIL,22/07/2023,2023,JULIO,SÁBADO,21,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-146,V-2023-07-146-2,P-2023-07-146-2-1,LIMA,LIMA,LA MOLINA,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,VENEZUELA,46,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,MOTOCICLETA,22/07/2023,2023,JULIO,SÁBADO,21,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-147,V-2023-07-147-1,P-2023-07-147-1-1,LIMA,LIMA,INDEPENDENCIA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,30,MASCULINO,SI,VIGENTE,A I,,,,AUTOMÓVIL,23/07/2023,2023,JULIO,DOMINGO,4,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-07-147,V-2023-07-147-1,P-2023-07-147-1-2,LIMA,LIMA,INDEPENDENCIA,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,NO IDENTIFICADO,,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,23/07/2023,2023,JULIO,DOMINGO,4,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-07-148,V-2023-07-148-1,P-2023-07-148-1-1,LIMA,LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,29,MASCULINO,SI,VIGENTE,B I,,,,MOTOCICLETA,25/07/2023,2023,JULIO,MARTES,14,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-07-148,V-2023-07-148-1,P-2023-07-148-1-2,LIMA,LIMA,EL AGUSTINO,PASAJERO,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,4,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,MOTOCICLETA,25/07/2023,2023,JULIO,MARTES,14,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-07-149,V-2023-07-149-1,P-2023-07-149-1-1,LIMA,LIMA,CHORRILLOS,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,71,MASCULINO,SI,VIGENTE,A III C,,,,CAMIÓN,25/07/2023,2023,JULIO,MARTES,14,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-149,V-2023-07-149-1,P-2023-07-149-1-2,LIMA,LIMA,CHORRILLOS,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,33,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIÓN,25/07/2023,2023,JULIO,MARTES,14,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-150,V-2023-07-150-1,P-2023-07-150-1-1,LIMA,LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,35,MASCULINO,SI,VIGENTE,A III A,,,,ÓMNIBUS,26/07/2023,2023,JULIO,MIÉRCOLES,7,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-150,V-2023-07-150-1,P-2023-07-150-1-2,LIMA,LIMA,CARABAYLLO,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,24,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,ÓMNIBUS,26/07/2023,2023,JULIO,MIÉRCOLES,7,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-150,V-2023-07-150-2,P-2023-07-150-2-1,LIMA,LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,34,MASCULINO,SI,VIGENTE,A III A,,,,ÓMNIBUS,26/07/2023,2023,JULIO,MIÉRCOLES,7,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-90,V-2023-07-90-1,P-2023-07-90-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,ILESO,,,IDENTIFICADO,VENEZUELA,30,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,MOTOCICLETA,26/07/2023,2023,JULIO,MIÉRCOLES,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-90,V-2023-07-90-1,P-2023-07-90-1-2,CALLAO,CALLAO,CALLAO,PASAJERO,FALLECIDO,,CAMINO AL CENTRO DE SALUD,IDENTIFICADO,PERÚ,24,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,MOTOCICLETA,26/07/2023,2023,JULIO,MIÉRCOLES,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-90,V-2023-07-90-2,P-2023-07-90-2-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,48,MASCULINO,SI,VIGENTE,A I,NO,,SI,AUTOMÓVIL,26/07/2023,2023,JULIO,MIÉRCOLES,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-151,V-2023-07-151-1,P-2023-07-151-1-1,LIMA,LIMA,CARABAYLLO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,27/07/2023,2023,JULIO,JUEVES,11,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CALLE,NO CORRESPONDE,URBANO
A-2023-07-151,V-2023-07-151-1,P-2023-07-151-1-2,LIMA,LIMA,CARABAYLLO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,86,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,27/07/2023,2023,JULIO,JUEVES,11,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CALLE,NO CORRESPONDE,URBANO
A-2023-07-152,V-2023-07-152-1,P-2023-07-152-1-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,VENEZUELA,57,MASCULINO,,SIN LICENCIA,OTRO,,,,MOTOCICLETA,27/07/2023,2023,JULIO,JUEVES,11,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2023-07-153,V-2023-07-153-1,P-2023-07-153-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,29/07/2023,2023,JULIO,SÁBADO,6,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-153,V-2023-07-153-1,P-2023-07-153-1-2,LIMA,LIMA,VILLA EL SALVADOR,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,66,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,29/07/2023,2023,JULIO,SÁBADO,6,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-07-154,V-2023-07-154-1,P-2023-07-154-1-1,LIMA,LIMA,SANTIAGO DE SURCO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,38,MASCULINO,SI,VIGENTE,B II C,,,,MOTOCICLETA,29/07/2023,2023,JULIO,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2023-07-154,V-2023-07-154-2,P-2023-07-154-2-1,LIMA,LIMA,SANTIAGO DE SURCO,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,VENEZUELA,30,MASCULINO,SI,VIGENTE,B I,,,,TRIMOTO PASAJERO,29/07/2023,2023,JULIO,SÁBADO,22,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2023-08-85,V-2023-08-85-1,P-2023-08-85-1-1,LIMA,LIMA,COMAS,CONDUCTOR,ILESO,,,IDENTIFICADO,,40,MASCULINO,,RETENIDA,A II B,,,,MINIBUS,01/08/2023,2023,AGOSTO,MARTES,11,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-85,V-2023-08-85-2,P-2023-08-85-2-1,LIMA,LIMA,COMAS,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,70,MASCULINO,,NO CORRESPONDE,NO CORRESPONDE,,,,BICICLETA,01/08/2023,2023,AGOSTO,MARTES,11,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-86,V-2023-08-86-1,P-2023-08-86-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,48,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,STATION WAGON,04/08/2023,2023,AGOSTO,VIERNES,6,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-86,V-2023-08-86-2,P-2023-08-86-2-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,24,MASCULINO,SI,VIGENTE,B I,,,,MOTOCICLETA,04/08/2023,2023,AGOSTO,VIERNES,6,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-151,V-2023-08-151-1,P-2023-08-151-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,36,MASCULINO,SI,VIGENTE,A III C,NO,,SI,REMOLCADOR,05/08/2023,2023,AGOSTO,SÁBADO,10,ATROPELLO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-151,V-2023-08-151-1,P-2023-08-151-1-2,CALLAO,CALLAO,CALLAO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,48,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,SI,REMOLCADOR,05/08/2023,2023,AGOSTO,SÁBADO,10,ATROPELLO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-89,V-2023-08-89-1,P-2023-08-89-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,23,MASCULINO,SI,VIGENTE,B I,,,,MOTOCICLETA,06/08/2023,2023,AGOSTO,DOMINGO,20,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-89,V-2023-08-89-1,P-2023-08-89-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,70,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,MOTOCICLETA,06/08/2023,2023,AGOSTO,DOMINGO,20,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-87,V-2023-08-87-1,P-2023-08-87-1-1,LIMA,LIMA,LOS OLIVOS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,07/08/2023,2023,AGOSTO,LUNES,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-08-87,V-2023-08-87-1,P-2023-08-87-1-2,LIMA,LIMA,LOS OLIVOS,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,43,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,07/08/2023,2023,AGOSTO,LUNES,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-08-88,V-2023-08-88-1,P-2023-08-88-1-1,LIMA,LIMA,LURIN,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,41,MASCULINO,SI,VIGENTE,A II B,,,,AUTOMÓVIL,07/08/2023,2023,AGOSTO,LUNES,6,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2023-08-88,V-2023-08-88-1,P-2023-08-88-1-2,LIMA,LIMA,LURIN,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,20,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,07/08/2023,2023,AGOSTO,LUNES,6,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2023-08-90,V-2023-08-90-1,P-2023-08-90-1-1,LIMA,LIMA,LIMA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,24,MASCULINO,SI,VIGENTE,B I,,,,MOTOCICLETA,07/08/2023,2023,AGOSTO,LUNES,22,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-90,V-2023-08-90-1,P-2023-08-90-1-2,LIMA,LIMA,LIMA,PASAJERO,LESIONADO,CENTRO DE SALUD PRIVADO,,IDENTIFICADO,PERÚ,21,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,MOTOCICLETA,07/08/2023,2023,AGOSTO,LUNES,22,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-91,V-2023-08-91-1,P-2023-08-91-1-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,68,MASCULINO,SI,VIGENTE,A III C,,,,ÓMNIBUS,09/08/2023,2023,AGOSTO,MIÉRCOLES,16,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-91,V-2023-08-91-2,P-2023-08-91-2-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,48,MASCULINO,,NO CORRESPONDE,NO CORRESPONDE,,,,BICICLETA,09/08/2023,2023,AGOSTO,MIÉRCOLES,16,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-92,V-2023-08-92-1,P-2023-08-92-1-1,LIMA,LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,34,MASCULINO,SI,VIGENTE,A III C,,,,ÓMNIBUS,09/08/2023,2023,AGOSTO,MIÉRCOLES,19,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-92,V-2023-08-92-1,P-2023-08-92-1-2,LIMA,LIMA,CARABAYLLO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,ÓMNIBUS,09/08/2023,2023,AGOSTO,MIÉRCOLES,19,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-93,V-2023-08-93-1,P-2023-08-93-1-1,LIMA,LIMA,BREÑA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,55,MASCULINO,SI,VIGENTE,A I,,,,AUTOMÓVIL,11/08/2023,2023,AGOSTO,VIERNES,9,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-93,V-2023-08-93-1,P-2023-08-93-1-2,LIMA,LIMA,BREÑA,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,95,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,AUTOMÓVIL,11/08/2023,2023,AGOSTO,VIERNES,9,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-94,V-2023-08-94-1,P-2023-08-94-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,32,MASCULINO,SI,VIGENTE,A II A,,,,AUTOMÓVIL,13/08/2023,2023,AGOSTO,DOMINGO,5,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2023-08-94,V-2023-08-94-2,P-2023-08-94-2-1,LIMA,LIMA,ATE,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,47,FEMENINO,,NO CORRESPONDE,NO CORRESPONDE,,,,BICICLETA,13/08/2023,2023,AGOSTO,DOMINGO,5,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-22,NACIONAL
A-2023-08-95,V-2023-08-95-1,P-2023-08-95-1-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,48,MASCULINO,SI,VIGENTE,A III C,,,,ÓMNIBUS,14/08/2023,2023,AGOSTO,LUNES,6,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,JIRÓN,NO CORRESPONDE,URBANO
A-2023-08-95,V-2023-08-95-1,P-2023-08-95-1-2,LIMA,LIMA,LA VICTORIA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,51,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,,,,ÓMNIBUS,14/08/2023,2023,AGOSTO,LUNES,6,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,JIRÓN,NO CORRESPONDE,URBANO
A-2023-08-96,V-2023-08-96-1,P-2023-08-96-1-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,30,MASCULINO,SI,VIGENTE,A I,,,,AUTOMÓVIL,14/08/2023,2023,AGOSTO,LUNES,23,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-96,V-2023-08-96-2,P-2023-08-96-2-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,54,MASCULINO,,VENCIDA,B II C,,,,TRIMOTO PASAJERO,14/08/2023,2023,AGOSTO,LUNES,23,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-97,V-2023-08-97-1,P-2023-08-97-1-1,LIMA,LIMA,EL AGUSTINO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,VENEZUELA,33,MASCULINO,SI,VIGENTE,B I,,,,MOTOCICLETA,16/08/2023,2023,AGOSTO,MIÉRCOLES,15,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-08-97,V-2023-08-97-2,P-2023-08-97-2-1,LIMA,LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,31,MASCULINO,SI,VIGENTE,A III B,,,,REMOLCADOR-SEMIREMOLQUE,16/08/2023,2023,AGOSTO,MIÉRCOLES,15,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2023-08-98,V-2023-08-98-1,P-2023-08-98-1-1,LIMA,LIMA,CHORRILLOS,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,61,MASCULINO,SI,VIGENTE,A II B,,,,CAMIÓN,17/08/2023,2023,AGOSTO,JUEVES,11,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-98,V-2023-08-98-1,P-2023-08-98-1-2,LIMA,LIMA,CHORRILLOS,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,56,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,CAMIÓN,17/08/2023,2023,AGOSTO,JUEVES,11,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-118,V-2023-08-118-1,P-2023-08-118-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,52,MASCULINO,SI,VIGENTE,A II B,NO,,SI,CAMIÓN,18/08/2023,2023,AGOSTO,VIERNES,6,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-118,V-2023-08-118-1,P-2023-08-118-1-2,CALLAO,CALLAO,CALLAO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,2,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,,CAMIÓN,18/08/2023,2023,AGOSTO,VIERNES,6,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-99,V-2023-08-99-1,P-2023-08-99-1-1,LIMA,LIMA,LURIN,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,35,MASCULINO,,SIN LICENCIA,SIN LICENCIA,,,,AUTOMÓVIL,18/08/2023,2023,AGOSTO,VIERNES,21,DESPISTE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-166,V-2023-08-166-1,P-2023-08-166-1-1,LIMA,LIMA,LOS OLIVOS,CONDUCTOR,ILESO,,,IDENTIFICADO,,21,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,,,MOTOCICLETA,19/08/2023,2023,AGOSTO,SÁBADO,7,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-166,V-2023-08-166-2,P-2023-08-166-2-1,LIMA,LIMA,LOS OLIVOS,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,68,MASCULINO,,NO CORRESPONDE,NO CORRESPONDE,,,,BICICLETA,19/08/2023,2023,AGOSTO,SÁBADO,7,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-100,V-2023-08-100-1,P-2023-08-100-1-1,LIMA,LIMA,ATE,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,20/08/2023,2023,AGOSTO,DOMINGO,15,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-08-100,V-2023-08-100-1,P-2023-08-100-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,78,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,,,,VEHICULO NO IDENTIFICADO,20/08/2023,2023,AGOSTO,DOMINGO,15,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
